Number,NASCARDriverID,Driver,FullName,Manufacturer,Sponsor,OverAllAvg,OverAllAvgRank,BestLapTime,BestLapRank,Con5Lap,Con5LapRank,Con10Lap,Con10LapRank,Con15Lap,Con15LapRank,Con20Lap,Con20LapRank,Con25Lap,Con25LapRank,Con30Lap,Con30LapRank,PracticeName,race_id
26,4092,Nemechek(i),John Hunter Nemechek(i),Tyt,Stillhouse Vodka,30.9442353,1,29.841,2,30.259,1,30.483,1,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5207
6,4320,Vargas,Ryan Vargas,Chv,Monarch Roofing,31.0641667,2,30.556,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5207
88,4062,Elliott(i),Chase Elliott(i),Chv,HendrickCars.com,31.0994783,3,30.081,7,30.304,2,31.248,10,31.417,6,NA,NA,NA,NA,NA,NA,Final Practice,5207
19,4085,Jones,Brandon Jones,Tyt,Menards/TurtleWax,31.1367619,4,30.111,9,30.348,3,30.708,3,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5207
7,34,Allgaier,Justin Allgaier,Chv,Hellmann's,31.1755714,5,30.052,5,30.611,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5207
8,4123,Berry,Josh Berry,Chv,Tire Pros,31.291294099999998,6,30.064,6,30.582,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5207
9,4224,Gragson,Noah Gragson,Chv,Bass Pro Shops/TrueTimber/BRCC,31.3731667,7,29.828,1,30.537,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5207
48,4065,Reddick(i),Tyler Reddick(i),Chv,Big Machine Spiked Coolers,31.3926471,8,30.015,4,30.447,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5207
54,4368,Gibbs,Ty Gibbs,Tyt,Interstate Batteries,31.416037,9,29.91,3,30.61,12,30.779,6,30.895,2,31.025,1,31.355,2,NA,NA,Final Practice,5207
11,4093,Hemric,Daniel Hemric,Chv,Cirkul - Water Your Way,31.4174545,10,30.109,8,30.584,8,30.878,7,31.116,4,31.337,4,NA,NA,NA,NA,Final Practice,5207
66,3669,Yeley,JJ Yeley,Frd,Work Pro Tools,31.4334167,11,30.407,16,31.718,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5207
44,4213,Bilicki,Josh Bilicki,Chv,Insurance King,31.4360714,12,30.559,22,30.942,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5207
2,4204,Creed #,Sheldon Creed #,Chv,Whelen,31.4362963,13,30.136,10,30.461,5,30.674,2,31.961,9,NA,NA,NA,NA,NA,NA,Final Practice,5207
10,3808,Cassill,Landon Cassill,Chv,Voyager: Crypto for All,31.4468571,14,30.33,13,30.592,10,30.735,4,30.972,3,31.169,3,31.326,1,NA,NA,Final Practice,5207
99,4285,Parsons,Stefan Parsons,Chv,Go Sokal,31.5016,15,30.388,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5207
39,3884,Sieg,Ryan Sieg,Frd,CMRoofing.com/A-Game,31.5102917,16,30.627,27,30.733,16,31.648,14,31.801,8,NA,NA,NA,NA,NA,NA,Final Practice,5207
18,3952,Truex,Ryan Truex,Tyt,Joe Gibbs Racing,31.5130833,17,30.207,11,30.588,9,30.767,5,30.887,1,31.069,2,NA,NA,NA,NA,Final Practice,5207
4,4257,Currey,Bayley Currey,Chv,Habana Brisa,31.5401,18,30.78,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5207
