Number,NASCARDriverID,Driver,FullName,Manufacturer,Sponsor,OverAllAvg,OverAllAvgRank,BestLapTime,BestLapRank,Con5Lap,Con5LapRank,Con10Lap,Con10LapRank,Con15Lap,Con15LapRank,Con20Lap,Con20LapRank,Con25Lap,Con25LapRank,Con30Lap,Con30LapRank,PracticeName,race_id
54,4368,Gibbs (P),Ty Gibbs (P),Tyt,Monster Energy,28.1672273,1,27.582,3,27.735,3,27.796,1,27.921,1,NA,NA,NA,NA,NA,NA,Final Practice,5216
18,4441,Smith,Sammy Smith,Tyt,Pilot Flying J,28.1775455,2,27.454,1,27.613,1,27.806,2,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5216
7,34,Allgaier (P),Justin Allgaier (P),Chv,BRANDT,28.2332093,3,27.819,12,27.892,5,27.999,6,28.448,9,NA,NA,NA,NA,NA,NA,Final Practice,5216
34,4187,Weatherman,Kyle Weatherman,Chv,SELE Foundation,28.2342778,4,27.812,10,28.108,15,28.187,14,28.256,6,NA,NA,NA,NA,NA,NA,Final Practice,5216
92,4225,Labbe,Alex Labbe,Chv,NRS Brakes,28.2851111,5,27.792,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5216
36,4106,Williams,Josh Williams,Chv,Alloy/Seacrest Studios,28.28925,6,27.939,19,28.225,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5216
9,4224,Gragson (P),Noah Gragson (P),Chv,Bass Pro Shops/TrueTimber/BRCC,28.2951395,7,27.827,13,27.899,8,27.991,5,28.1,3,NA,NA,NA,NA,NA,NA,Final Practice,5216
48,4416,Sanchez,Nicholas Sanchez,Chv,OTD,28.3071786,8,27.807,9,27.896,7,28.035,7,28.157,4,NA,NA,NA,NA,NA,NA,Final Practice,5216
77,4309,Bassett,Dillon Bassett,Chv,,28.3246154,9,28.073,22,28.251,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5216
19,4085,Jones,Brandon Jones,Tyt,Menards/Pelonis,28.3307692,10,27.569,2,27.698,2,27.913,3,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5216
10,3808,Cassill,Landon Cassill,Chv,Voyager: Crypto for All,28.3338519,11,27.951,20,28.09,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5216
11,4093,Hemric,Daniel Hemric,Chv,AG1 - Athletic Greens,28.3509412,12,27.67,4,27.998,10,28.108,10,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5216
8,4123,Berry (P),Josh Berry (P),Chv,Tire Pros,28.3605263,13,27.828,14,28.021,11,28.099,9,28.441,8,28.514,2,NA,NA,NA,NA,Final Practice,5216
16,3774,Allmendinger,AJ Allmendinger,Chv,Nutrien Ag Solutions,28.3703429,14,27.792,6,27.847,4,27.961,4,28.086,2,NA,NA,NA,NA,NA,NA,Final Practice,5216
1,4327,Mayer,Sam Mayer,Chv,Accelerate Pros Talent,28.4475417,15,27.815,11,27.894,6,28.044,8,28.326,7,28.408,1,28.458,1,28.514,1,Final Practice,5216
2,4204,Creed #,Sheldon Creed #,Chv,Whelen,28.4547838,16,27.938,18,28.047,13,28.16,12,28.457,10,NA,NA,NA,NA,NA,NA,Final Practice,5216
51,595,Clements,Jeremy Clements,Chv,First Pacific Funding,28.4912069,17,28.051,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5216
98,4269,Herbst,Riley Herbst,Frd,Monster Energy,28.4931951,18,27.787,5,27.986,9,28.156,11,28.239,5,NA,NA,NA,NA,NA,NA,Final Practice,5216
23,4301,Alfredo,Anthony Alfredo,Chv,Pit Boss Grills,28.5022941,19,27.921,17,28.212,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5216
45,4285,Parsons(i),Stefan Parsons(i),Chv,Millennium,28.5097667,20,28.122,25,28.206,18,28.301,16,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5216
