Number,NASCARDriverID,Driver,FullName,Manufacturer,Sponsor,OverAllAvg,OverAllAvgRank,BestLapTime,BestLapRank,Con5Lap,Con5LapRank,Con10Lap,Con10LapRank,Con15Lap,Con15LapRank,Con20Lap,Con20LapRank,Con25Lap,Con25LapRank,Con30Lap,Con30LapRank,PracticeName,race_id
54,4368,Gibbs,Ty Gibbs,Tyt,Monster Energy,23.5288095,1,22.867,1,23,2,23.128,1,23.297,1,23.486,1,NA,NA,NA,NA,Final Practice,5190
16,3774,Allmendinger,AJ Allmendinger,Chv,Action Industries,23.6378667,2,23.164,20,23.326,14,23.497,4,23.638,2,NA,NA,NA,NA,NA,NA,Final Practice,5190
78,4106,Williams,Josh Williams,Chv,Children's Hospital of Richmond at VCU,23.6597778,3,22.907,2,23.768,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5190
4,4257,Currey,Bayley Currey,Chv,TGeamJDMotorsports.com,23.6624,4,23.336,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5190
7,34,Allgaier,Justin Allgaier,Chv,BRANDT,23.7047895,5,23.303,30,23.467,22,23.58,8,23.72,6,NA,NA,NA,NA,NA,NA,Final Practice,5190
11,4093,Hemric,Daniel Hemric,Chv,AG1 - Athletic Greens,23.7485882,6,23.299,29,23.518,24,23.622,10,23.707,5,NA,NA,NA,NA,NA,NA,Final Practice,5190
34,4187,Weatherman,Kyle Weatherman,Chv,eRacing Association,23.7783,7,23.271,28,23.716,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5190
39,3884,Sieg,Ryan Sieg,Frd,A-Game,23.7935,8,23.128,15,23.229,7,23.425,3,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5190
23,4301,Alfredo,Anthony Alfredo,Chv,Larry’s Hard Lemonade/Sim Seats,23.8255294,9,23.131,16,23.274,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5190
10,3808,Cassill,Landon Cassill,Chv,Carnomaly,23.8335556,10,23.187,24,23.329,15,23.558,6,23.694,4,NA,NA,NA,NA,NA,NA,Final Practice,5190
8,4123,Berry,Josh Berry,Chv,Tire Pros,23.8433636,11,22.998,7,23.191,6,23.754,13,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5190
27,4018,Burton,Jeb Burton,Chv,Rocky Boots,23.8604118,12,23.109,13,23.719,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5190
5,4070,Preece(i),Ryan Preece(i),Frd,Mohawk,23.8721379,13,22.91,4,22.994,1,23.638,11,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5190
18,4092,Nemechek(i),John Hunter Nemechek(i),Tyt,Safeway,23.8744828,14,22.918,5,23.096,4,23.603,9,23.789,7,23.932,3,NA,NA,NA,NA,Final Practice,5190
31,4223,Snider,Myatt Snider,Chv,TaxSlayer,23.9129333,15,23.165,21,23.411,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5190
51,595,Clements,Jeremy Clements,Chv,Fox Sports/Spartan Waste,23.9347083,16,23.208,25,23.319,13,23.971,19,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5190
36,4225,Labbe,Alex Labbe,Chv, Larue Industrial Snow Blowers,23.9643636,17,23.09,10,23.848,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5190
08,3170,Starr,David Starr,Frd,Ticket Smarter,23.9738,18,23.013,8,23.459,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5190
02,4038,Moffitt,Brett Moffitt,Chv,Half Off Wholesale,23.9815909,19,23.124,14,23.504,23,24.23,23,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5190
68,4118,Brown,Brandon Brown,Chv,Jabs Construction,24.0158571,20,23.213,26,23.313,11,24.353,24,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5190
1,4327,Mayer,Sam Mayer,Chv,Accelerate Pros Talent,24.0203571,21,22.953,6,23.038,3,23.85,15,24.077,11,NA,NA,NA,NA,NA,NA,Final Practice,5190
19,4085,Jones,Brandon Jones,Tyt,Menards/Nibco,24.04588,22,23.167,22,23.316,12,23.502,5,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5190
66,3669,Yeley,JJ Yeley,Frd,Remote Health Solutions,24.046875,23,23.155,19,23.374,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5190
77,4309,Bassett,Dillon Bassett,Chv,Honest Amish,24.0998621,24,23.133,18,23.332,16,23.874,17,24.056,10,NA,NA,NA,NA,NA,NA,Final Practice,5190
55,4209,Mills,Matt Mills,Chv,J.F. Electric,24.1195556,25,23.257,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5190
2,4204,Creed #,Sheldon Creed #,Chv,Whelen,24.12536,26,23.097,11,23.437,20,23.702,12,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5190
21,4133,Hill #,Austin Hill #,Chv,Bennett Transportation and Logistics,24.1654828,27,23.035,9,23.187,5,23.424,2,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5190
98,4269,Herbst,Riley Herbst,Frd,Monster Energy,24.1740741,28,23.168,23,23.643,26,23.778,14,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5190
9,4224,Gragson,Noah Gragson,Chv,Bass Pro Shops/TrueTimber/BRCC,24.1963947,29,23.099,12,23.28,9,23.559,7,23.688,3,23.804,2,23.952,1,24.13,1,Final Practice,5190
44,4422,Caruth,Rajah Caruth,Chv,Virginia State,24.2044783,30,23.132,17,23.306,10,24.084,22,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5190
38,4419,Retzlaff,Parker Retzlaff,Frd,Ponsse,24.2052778,31,23.607,37,23.732,30,23.899,18,23.977,8,NA,NA,NA,NA,NA,NA,Final Practice,5190
91,4315,Massey,Mason Massey,Chv,Anderson Power Services,24.208,32,23.761,42,23.934,36,24.069,21,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5190
99,4285,Parsons,Stefan Parsons,Chv,Little Joe’s/SOKAL,24.2234706,33,22.908,3,23.392,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5190
52,4057,Rhodes,Harrison Rhodes,Chv,American Dream,24.2329412,34,23.396,32,23.795,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5190
48,4346,Buford,Jade Buford,Chv,Big Machine Spiked Coolers,24.282,35,23.436,34,23.578,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5190
47,4144,Poole,Brennan Poole,Chv,Save22Vet,24.3197,36,23.506,35,24.344,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5190
07,4313,Graf Jr,Joe Graf Jr,Frd,Bucked Up Energy Drink,24.3497,37,23.434,33,23.798,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5190
28,4388,Sieg #,Kyle Sieg #,Frd,The Engineering Groupe,24.4388333,38,23.533,36,23.661,27,23.852,16,24.039,9,24.183,4,24.318,2,NA,NA,Final Practice,5190
35,4004,Gase,Joey Gase,Frd,Donate Life VA,24.4423333,39,23.705,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5190
45,4379,Disavino III,Howie Disavino III,Chv,Alpha Prime,24.46804,40,23.744,41,24.009,38,24.064,20,24.153,12,24.271,5,24.468,3,NA,NA,Final Practice,5190
6,4320,Vargas,Ryan Vargas,Chv,TeamJDMotorsports.com,24.4836,41,23.678,38,24.004,37,24.379,25,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5190
26,4407,Griffith,Derek Griffith,Tyt,Toyota Racing,24.4843462,42,23.732,40,23.89,35,24.591,26,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5190
