Number,NASCARDriverID,Driver,FullName,Manufacturer,Sponsor,OverAllAvg,OverAllAvgRank,BestLapTime,BestLapRank,Con5Lap,Con5LapRank,Con10Lap,Con10LapRank,Con15Lap,Con15LapRank,Con20Lap,Con20LapRank,Con25Lap,Con25LapRank,Con30Lap,Con30LapRank,PracticeName,race_id
17,4030,Larson(i),Kyle Larson(i),Chv,Hendrickcars.com,136.986,1,136.047,4,136.776,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5200
07,4104,Custer(i),Cole Custer(i),Frd,Bucked Up Energy Drink,137.0798333,2,135.562,1,136.875,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5200
16,3774,Allmendinger,AJ Allmendinger,Chv,Nutrien Ag Solutions,137.197,3,135.845,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5200
51,595,Clements,Jeremy Clements,Chv,Whitetail Smokeless,137.781,4,137.24,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5200
48,4065,Reddick(i),Tyler Reddick(i),Chv,Big Machine Spiked Coolers,137.8012,5,136.055,5,137.801,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5200
02,4038,Moffitt,Brett Moffitt,Chv,,138.24925,6,137.021,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5200
08,3816,Lally,Andy Lally,Frd,Special Report with Brett Baier,138.3183333,7,138.065,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5200
36,4225,Labbe,Alex Labbe,Chv,Can-Am,138.3806667,8,137.27,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5200
1,4327,Mayer,Sam Mayer,Chv,Jockey/Accelerate Pros Talent,138.5966667,9,136.757,8,137.648,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5200
54,4368,Gibbs,Ty Gibbs,Tyt,Monster Energy,138.633875,10,135.936,3,136.751,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5200
44,4213,Bilicki(i),Josh Bilicki(i),Chv,Gravely,138.7558333,11,137.443,12,138.533,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5200
10,3808,Cassill,Landon Cassill,Chv,Voyager: Crypto for All,139.0442,12,137.787,15,139.044,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5200
7,34,Allgaier,Justin Allgaier,Chv,BRANDT,139.0568333,13,137.954,18,138.751,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5200
2,4204,Creed #,Sheldon Creed #,Chv,Whelen,139.198,14,137.635,14,138.533,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5200
21,4133,Hill #,Austin Hill #,Chv,Bennett Transportation,139.248375,15,137.998,19,138.861,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5200
98,4269,Herbst,Riley Herbst,Frd,Henry Repeating Arms,139.299875,16,138.354,21,138.868,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5200
91,4317,Pardus,Preston Pardus,Chv,Danus/Chinchor Electric,139.37725,17,137.898,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5200
34,4187,Weatherman,Kyle Weatherman,Chv,Sports and Service,139.40875,18,138.623,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5200
