Number,NASCARDriverID,Driver,FullName,Manufacturer,Sponsor,OverAllAvg,OverAllAvgRank,BestLapTime,BestLapRank,Con5Lap,Con5LapRank,Con10Lap,Con10LapRank,Con15Lap,Con15LapRank,Con20Lap,Con20LapRank,Con25Lap,Con25LapRank,Con30Lap,Con30LapRank,PracticeName,race_id
11,4093,Hemric,Daniel Hemric,Chv,Cirkul - Water Your Way,20.6429545,1,20.393,3,20.443,1,20.478,1,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5191
16,3774,Allmendinger,AJ Allmendinger,Chv,Action Industries,20.6980435,2,20.482,11,20.533,6,20.596,4,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5191
8,4123,Berry,Josh Berry,Chv,Harrison's USA,20.7011053,3,20.496,13,20.544,7,20.564,3,20.705,6,NA,NA,NA,NA,NA,NA,Final Practice,5191
7,34,Allgaier,Justin Allgaier,Chv,BRANDT,20.7463548,4,20.475,10,20.531,5,20.652,9,20.716,7,NA,NA,NA,NA,NA,NA,Final Practice,5191
66,3669,Yeley,JJ Yeley,Tyt,Work Pro Tools,20.7515294,5,20.617,21,20.661,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5191
2,4204,Creed #,Sheldon Creed #,Chv,Whelen,20.7968571,6,20.36,1,20.617,15,20.796,15,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5191
54,4368,Gibbs,Ty Gibbs,Tyt,Monster Energy,20.8229063,7,20.366,2,20.48,2,20.527,2,20.585,1,20.602,1,20.624,1,20.66,1,Final Practice,5191
51,595,Clements,Jeremy Clements,Chv,First Pacific Funding,20.8259048,8,20.654,25,20.677,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5191
9,4224,Gragson,Noah Gragson,Chv,Bass Pro Shops/TrueTimber/BRCC,20.82875,9,20.534,18,20.611,13,20.651,8,20.668,4,20.737,4,NA,NA,NA,NA,Final Practice,5191
36,4225,Labbe,Alex Labbe,Chv,Larue Industrial Snow Blowers,20.8324091,10,20.434,6,20.643,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5191
02,4038,Moffitt,Brett Moffitt,Chv,Half Off Wholesale,20.8374091,11,20.417,5,20.495,3,20.662,12,20.803,11,NA,NA,NA,NA,NA,NA,Final Practice,5191
99,4285,Parsons,Stefan Parsons,Chv,SOKAL,20.8545217,12,20.531,16,20.676,19,20.85,17,20.91,12,NA,NA,NA,NA,NA,NA,Final Practice,5191
98,4269,Herbst,Riley Herbst,Frd,Monster Energy,20.856575,13,20.523,14,20.615,14,20.65,7,20.658,2,20.675,2,20.696,2,20.724,2,Final Practice,5191
10,3808,Cassill,Landon Cassill,Chv,Chevy Trucks,20.8608788,14,20.523,15,20.597,11,20.654,10,20.76,8,NA,NA,NA,NA,NA,NA,Final Practice,5191
