Number,NASCARDriverID,Driver,FullName,Manufacturer,Sponsor,OverAllAvg,OverAllAvgRank,BestLapTime,BestLapRank,Con5Lap,Con5LapRank,Con10Lap,Con10LapRank,Con15Lap,Con15LapRank,Con20Lap,Con20LapRank,Con25Lap,Con25LapRank,Con30Lap,Con30LapRank,PracticeName,race_id
88,4184,Byron(i),William Byron(i),Chv,HendrickCars.com,30.7896071,1,30.254,3,30.389,3,30.537,1,30.659,1,30.695,1,30.78,1,NA,NA,Final Practice,5202
8,4123,Berry,Josh Berry,Chv,Tire Pros,30.9135556,2,30.652,14,30.717,8,30.743,2,30.856,2,NA,NA,NA,NA,NA,NA,Final Practice,5202
16,3774,Allmendinger,AJ Allmendinger,Chv,Action Industries,31.0003158,3,30.616,12,30.714,7,30.909,7,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5202
1,4327,Mayer,Sam Mayer,Chv,Accelerate Pros Talent,31.0145625,4,30.497,6,30.759,11,30.876,4,30.966,4,NA,NA,NA,NA,NA,NA,Final Practice,5202
48,4013,Dillon(i),Ty Dillon(i),Chv,Big Machine Spiked Coolers,31.0177647,5,30.508,7,30.758,10,30.876,5,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5202
11,4093,Hemric,Daniel Hemric,Chv,AG1 - Athletic Greens,31.0997895,6,30.588,11,30.937,18,31.225,18,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5202
7,34,Allgaier,Justin Allgaier,Chv,BRANDT,31.1042174,7,30.668,15,30.962,20,31.05,13,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5202
10,3808,Cassill,Landon Cassill,Chv,Carnomaly,31.1048947,8,30.687,17,30.893,15,30.966,9,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5202
51,595,Clements,Jeremy Clements,Chv,Spartan Waste/Fox Sports 98.3,31.1077,9,30.524,8,31.312,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5202
39,3884,Sieg,Ryan Sieg,Frd,CMRoofing.com/A-Game,31.12055,10,30.695,20,30.928,17,31.027,12,31.109,7,NA,NA,NA,NA,NA,NA,Final Practice,5202
9,4224,Gragson,Noah Gragson,Chv,Bass Pro Shops/TrueTimber/BRCC,31.1428462,11,30.675,16,30.938,19,31.191,17,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5202
34,4187,Weatherman,Kyle Weatherman,Chv,Equity Prime Mortgage,31.1470952,12,30.692,19,30.764,12,30.89,6,31.002,5,NA,NA,NA,NA,NA,NA,Final Practice,5202
02,4038,Moffitt,Brett Moffitt,Chv,Robert B Our,31.1602143,13,30.844,25,31.217,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5202
2,4204,Creed #,Sheldon Creed #,Chv,Whelen,31.18445,14,30.849,26,30.989,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5202
21,4133,Hill #,Austin Hill #,Chv,Bennett Transporation and Logistics,31.2082222,15,30.755,24,30.906,16,30.97,10,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5202
27,4018,Burton,Jeb Burton,Chv,Walking with Anthony,31.2319,16,30.44,4,30.721,9,31.595,22,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5202
18,3883,Bayne,Trevor Bayne,Tyt,Devotion Nutrition,31.2671935,17,30.249,2,30.335,2,30.859,3,30.906,3,30.916,2,30.997,2,31.054,1,Final Practice,5202
31,4223,Snider,Myatt Snider,Chv,Bommarito Automotive Group,31.2725,18,30.697,21,30.821,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5202
26,4407,Griffith,Derek Griffith,Tyt,Hudson Speedway,31.2986154,19,30.548,9,31.015,23,31.054,15,31.18,8,31.261,4,NA,NA,NA,NA,Final Practice,5202
98,4269,Herbst,Riley Herbst,Frd,Monster Energy,31.3109643,20,30.69,18,30.888,14,30.959,8,31.094,6,31.197,3,31.262,3,NA,NA,Final Practice,5202
