Number,NASCARDriverID,Driver,FullName,Manufacturer,Sponsor,OverAllAvg,OverAllAvgRank,BestLapTime,BestLapRank,Con5Lap,Con5LapRank,Con10Lap,Con10LapRank,Con15Lap,Con15LapRank,Con20Lap,Con20LapRank,Con25Lap,Con25LapRank,Con30Lap,Con30LapRank,PracticeName,race_id
08,3170,Starr,David Starr,Frd,Amptricity,33.8325,1,33.587,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5208
18,3883,Bayne (P),Trevor Bayne (P),Tyt,Devotion Nutrition,34.1603636,2,32.822,6,34.538,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5208
2,4204,Creed #,Sheldon Creed #,Chv,Whelen,34.2925882,3,32.858,8,33.674,6,33.943,1,34.168,1,NA,NA,NA,NA,NA,NA,Final Practice,5208
39,3884,Sieg,Ryan Sieg,Frd,CMRroofing.com/A-game,34.3236,4,33.196,13,33.783,8,34.324,9,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5208
78,3973,McLeod,BJ McLeod,Chv,B.J. McLeod Motorsports,34.349,5,34.349,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5208
66,3669,Yeley,JJ Yeley,Frd,WorkPro Breast Cancer Aware,34.3768571,6,33.316,15,34.111,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5208
13,3984,Hill(i),Timmy Hill(i),Frd,Generx Generators,34.5186667,7,34.24,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5208
54,4368,Gibbs (P),Ty Gibbs (P),Tyt,Monster Energy,34.5348125,8,33.093,11,33.552,2,34.146,4,34.49,5,NA,NA,NA,NA,NA,NA,Final Practice,5208
21,4133,Hill # (P),Austin Hill # (P),Chv,United Rentals,34.5445294,9,32.939,9,33.593,4,34.133,3,34.457,4,NA,NA,NA,NA,NA,NA,Final Practice,5208
10,3808,Cassill,Landon Cassill,Chv,Voyager: Crypto for All,34.58075,10,32.782,2,33.506,1,34.199,6,34.537,7,NA,NA,NA,NA,NA,NA,Final Practice,5208
19,4085,Jones (P),Brandon Jones (P),Tyt,Menards/Jeld-Wen,34.5918824,11,32.836,7,33.578,3,34.069,2,34.456,3,NA,NA,NA,NA,NA,NA,Final Practice,5208
16,3774,Allmendinger (P),AJ Allmendinger (P),Chv,Action Industries,34.6055,12,32.817,5,33.707,7,34.213,7,34.533,6,NA,NA,NA,NA,NA,NA,Final Practice,5208
26,4312,Smith(i),Chandler Smith(i),Tyt,WearMe/ChargeMe,34.6962,13,33.395,16,34.898,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5208
7,34,Allgaier (P),Justin Allgaier (P),Chv,The BRANDT Foundation,34.8003846,14,32.981,10,35.01,27,35.24,21,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5208
6,4144,Poole(i),Brennan Poole(i),Chv,Macc Door Systems,34.8154,15,33.629,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5208
