Number,NASCARDriverID,Driver,FullName,Manufacturer,Sponsor,OverAllAvg,OverAllAvgRank,BestLapTime,BestLapRank,Con5Lap,Con5LapRank,Con10Lap,Con10LapRank,Con15Lap,Con15LapRank,Con20Lap,Con20LapRank,Con25Lap,Con25LapRank,Con30Lap,Con30LapRank,PracticeName,race_id
7,34,Allgaier,Justin Allgaier,Chv,hellowater,30.6686111,1,30.177,2,30.346,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5197
34,4187,Weatherman,Kyle Weatherman,Chv,Equity Prime Mortgage,30.8125,2,30.628,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5197
66,3669,Yeley,JJ Yeley,Frd,Work Pro Tools,30.8261429,3,30.265,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5197
48,4065,Reddick(i),Tyler Reddick(i),Chv,Big Machine Racing/JAG Metals,30.8277857,4,30.257,3,30.519,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5197
8,4123,Berry,Josh Berry,Chv,Jarrett Industries,30.8325789,5,30.317,6,30.575,8,30.941,9,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5197
18,3952,Truex,Ryan Truex,Tyt,Toyota,30.8332,6,30.151,1,30.438,4,30.583,2,30.722,2,NA,NA,NA,NA,NA,NA,Final Practice,5197
54,4368,Gibbs,Ty Gibbs,Tyt,Monster Energy,30.8404545,7,30.338,8,30.425,3,30.569,1,30.715,1,NA,NA,NA,NA,NA,NA,Final Practice,5197
39,3884,Sieg,Ryan Sieg,Frd,CMRroofing.com/A-Game,30.8546154,8,30.506,14,30.567,7,30.712,4,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5197
19,4085,Jones,Brandon Jones,Tyt,Menards/Delta Faucets,30.8924118,9,30.319,7,30.421,2,30.692,3,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5197
9,4224,Gragson,Noah Gragson,Chv,Bass Pro Shops/TrueTimber/BRCC,30.9152333,10,30.304,5,30.644,11,30.756,6,30.798,3,NA,NA,NA,NA,NA,NA,Final Practice,5197
88,4184,Byron(i),William Byron(i),Chv,HendrickCars.com,30.9743333,11,30.387,9,30.548,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5197
11,4093,Hemric,Daniel Hemric,Chv,Cirkul - Water Your Way,30.9991429,12,30.43,11,30.647,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5197
98,4269,Herbst,Riley Herbst,Frd,Monster Energy,31.0152381,13,30.456,13,30.675,13,30.805,7,30.937,4,NA,NA,NA,NA,NA,NA,Final Practice,5197
45,4285,Parsons,Stefan Parsons,Chv,Market Rebellion/Sokal,31.0546,14,30.684,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5197
13,3984,Hill(i),Timmy Hill(i),Tyt,TX Remodeling\CrashClaimsr.us,31.055,15,30.979,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5197
6,4320,Vargas,Ryan Vargas,Chv,Twin Liquors,31.072,16,30.659,19,30.974,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5197
21,4133,Hill #,Austin Hill #,Chv,Global Industrial,31.0843043,17,30.405,10,30.584,10,30.748,5,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5197
27,4018,Burton,Jeb Burton,Chv,State Water Heaters,31.096,18,30.661,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5197
02,4038,Moffitt,Brett Moffitt,Chv,Hometown Lenders,31.0967692,19,30.515,15,31.187,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5197
1,4327,Mayer,Sam Mayer,Chv,Accelerate Pros Talent,31.1493636,20,30.456,12,30.58,9,30.891,8,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5197
2,4204,Creed #,Sheldon Creed #,Chv,Whelen/NLEOMF,31.1792,21,30.631,17,31.004,15,31.283,10,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5197
