race_id,series_id,race_season,race_name,race_type_id,restrictor_plate,track_id,track_name,date_scheduled,race_date,qualifying_date,scheduled_distance,actual_distance,scheduled_laps,actual_laps,number_of_cars_in_field,pole_winner_driver_id,pole_winner_speed,pole_winner_laptime,number_of_lead_changes,number_of_leaders,number_of_cautions,number_of_caution_laps,average_speed,total_race_time,race_purse,race_comments,attendance,radio_broadcaster,television_broadcaster,master_race_id,short_name
4465,3,2015,UNOH 200 presented by ZLOOP,1,FALSE,14,Bristol Motor Speedway,2015-08-19T20:30:00,2015-08-19T20:30:00,2015-08-19T00:00:00,106.6,107.666,200,202,32,454,125.683,NA,9,6,5,41,80.481,01:20:16,577186,"Ryan Blaney won the UNOH 200 presented by ZLOOP at Bristol Motor Speedway, his fourth victory in the NASCAR Camping World Truck Series. Prior to the start of the race the following trucks dropped to the rear of the field for the reasons indicated: No. 36 (missed driver introductions).",0,MRN,FS1,3105,Bristol
4454,3,2015,Kroger 250,1,FALSE,22,Martinsville Speedway,2015-03-28T14:30:00,2015-03-28T14:30:00,2015-03-28T00:00:00,131.5,135.708,250,258,32,3859,97.088,NA,14,5,9,61,68.214,01:59:22,594046,"Joey Logano won the Kroger 250 at Martinsville Speedway, his first victory in the NASCAR Camping World Truck Series. Prior to the start of the race, the following cars dropped to the rear of the field for the reasons indicated: #1 and #11 (unapproved adjustments).",0,MRN,FS1,2913,Martinsville
4471,3,2015,Kroger 200,1,FALSE,22,Martinsville Speedway,2015-10-31T13:30:00,2015-10-31T13:30:00,2015-10-31T00:00:00,105.2,105.2,200,200,32,4104,96.959,NA,6,4,12,69,60.615,01:44:08,544946,"Matt Crafton won the Kroger 200, his 10th career NASCAR Camping World Truck Series victory and second at Martinsville Speedway. Prior to the start of the race, the following cars dropped to the rear of the field for the reasons indicated: No. 15 and 74 (unapproved adjustments).",0,MRN,FS1,3112,Martinsville
4467,3,2015,American Ethanol E15 225,1,FALSE,39,Chicagoland Speedway,2015-09-18T20:30:00,2015-09-19T10:30:00,2015-09-18T00:00:00,225,225,150,150,32,0,0,NA,11,7,3,23,120.715,01:51:50,688908,"John Hunter Nemechek won the American Ethanol E15 225, his first career NASCAR Camping World Truck Series victory. Prior to the start of the race, the following trucks dropped to the rear of the field for the reasons indicated: Nos. 6, 74 (missed drivers meeting); Nos. 14, 54 (engine change); Nos. 45, 08 (missed driver intros).",0,MRN,FS2,3714,Chicagoland
4474,3,2015,Ford EcoBoost 200,1,FALSE,40,Homestead-Miami Speedway,2015-11-20T20:00:00,2015-11-20T20:00:00,2015-11-20T00:00:00,201,201,134,134,32,694,167.551,NA,14,6,4,18,126.725,01:35:10,686721,"Matt Crafton won the Ford EcoBoost 200, his 11th career NASCAR Camping World Truck Series victory. Prior to the start of the race, no trucks dropped to the rear of the field. ",0,MRN,FS1,2918,Homestead
4455,3,2015,Toyota Tundra 250,1,FALSE,41,Kansas Speedway,2015-05-08T20:30:00,2015-05-08T20:30:00,2015-05-08T00:00:00,250.5,250.5,167,167,32,4059,179.396,NA,11,5,4,19,139.857,01:47:28,688438,"Matt Crafton won the Toyota Tundra 250 at Kansas Speedway, his seventh victory in the NASCAR Camping World Truck Series and second at the track. Prior to the start of the race, the following cars dropped to the rear of the field for the reasons indicated: No. 19 and 29 (backup trucks), No. 50 (unapproved adjustments).",0,MRN,FS1,3055,Kansas
4469,3,2015,Rhino Linings 350,1,FALSE,42,Las Vegas Motor Speedway,2015-10-03T22:00:00,2015-10-03T22:00:00,2015-10-03T00:00:00,219,219,146,146,32,694,176.396,NA,15,9,3,19,132.772,01:38:58,597802,"John Wes Townley won the Rhino Linings 350, his first career NASCAR Camping World Truck Series victory. Prior to the start of the race, the following trucks dropped to the 
rear of the field for the reasons indicated: No. 07 (missing drivers meeting) and No. 4 (engine change).",0,MRN,FS1,2941,Las Vegas
4458,3,2015,WinStar World Casino 400,1,FALSE,43,Texas Motor Speedway,2015-06-05T21:00:00,2015-06-05T21:00:00,2015-06-05T00:00:00,250.5,250.5,167,167,30,4059,181.074,NA,19,9,5,21,134.396,01:51:50,652151,"Matt Crafton won the WinStar World Casino & Resort 400 at Texas Motor Speedway, his eighth career NASCAR Camping World Truck Series victory. No trucks dropped to the rear of the field prior to the start of the race.",0,MRN,FS1,4095,Texas
4472,3,2015,WinStar World Casino 350,1,FALSE,43,Texas Motor Speedway,2015-11-06T20:30:00,2015-11-06T20:30:00,2015-11-06T00:00:00,220.5,220.5,147,147,32,694,181.397,NA,7,5,1,5,158.002,01:23:44,652102,"Erik Jones won the WinStar World Casino & Resorts 350, his seventh career NASCAR Camping World Truck Series victory. Prior to the start of the race, the following trucks dropped to the rear of the field for the reasons indicated: No. 02 (unapproved adjustments). ",0,MRN,FS1,3018,Texas
4459,3,2015,American Ethanol presents the Drivin for Linemen 200 brought to you by Ameren,1,FALSE,45,Gateway Motorsports Park,2015-06-13T20:30:00,2015-06-13T20:30:00,2015-06-13T00:00:00,200,200,100,160,32,0,0,NA,9,5,6,35,96.97,02:03:45,573101,"Cole Custer won the American Ethanol presents the Drivin for Linemen 200 brought to you by Ameren at Gateway Motorsports Park, his second win in the NASCAR Camping World Truck Series. Prior to the start of the race the following trucks dropped to rear of the field for the reasons indicated:No. 08 (back-up truck), and No. 1 (unapproved adjustments)",0,MRN,FS1,4376,Gateway
4460,3,2015,UNOH 225,1,FALSE,61,Kentucky Speedway,2015-07-09T19:30:00,2015-07-09T19:30:00,1900-01-01T00:00:00,225,217.5,150,145,31,0,0,NA,13,7,8,30,117.268,01:51:17,630935,"Matt Crafton won the UNOH 225, his ninth career NASCAR Camping World Truck Series victory. Prior to the start of the race, no trucks dropped to the rear of the field. The race was called five laps short of completion due to a damaged catchfence caused by an accident involving the No. 11 truck.",0,MRN,FS1,3994,Kentucky
4470,3,2015,Fred's 250 presented by Coca-Cola,1,TRUE,82,Talladega Superspeedway,2015-10-24T13:00:00,2015-10-24T13:00:00,2015-10-24T00:00:00,250.04,260.68,94,98,32,2550,178.304,NA,15,9,6,25,130.051,02:00:16,725320,"Timothy Peters won the Fred's 250, his ninth career NASCAR Camping World Truck Series victory. Prior to the start of the race, the following trucks dropped to the rear of the field for the reasons indicated: No. 08 (unapproved adjustments).",0,MRN,FOX,3198,Talladega
