race_id,series_id,race_season,race_name,race_type_id,restrictor_plate,track_id,track_name,date_scheduled,race_date,qualifying_date,tunein_date,scheduled_distance,actual_distance,scheduled_laps,actual_laps,stage_1_laps,stage_2_laps,stage_3_laps,number_of_cars_in_field,pole_winner_driver_id,pole_winner_speed,number_of_lead_changes,number_of_leaders,number_of_cautions,number_of_caution_laps,average_speed,total_race_time,margin_of_victory,race_purse,race_comments,attendance,radio_broadcaster,television_broadcaster,master_race_id,inspection_complete,playoff_round,is_qualifying_race,qualifying_race_no,qualifying_race_id,has_qualifying,winner_driver_id,pole_winner_laptime,short_name
5131,3,2021,SpeedyCash.com 220,1,FALSE,43,Texas Motor Speedway,2021-06-12T13:00:00,2021-06-12T12:00:00,1900-01-01T00:00:00,2021-06-12T13:00:00,220.5,220.5,147,147,40,40,67,36,0,0,15,7,6,38,114.761,1:55:17,3.361,0,"John Hunter Nemechek won the Speedycash.com 220 at Texas Motor Speedway, his 10th NASCAR Camping World Truck Series victory. Prior to the start of the race the following truck dropped to the rear of the field under penalty for the reason indicated: #3 (driver change).",0,MRN,FS1,4095,TRUE,0,FALSE,0,-1,FALSE,4092,NA,Texas
5132,3,2021,Rackley Roofing 200,1,FALSE,52,Nashville Superspeedway,2021-06-18T20:00:00,2021-06-18T20:00:00,2021-06-18T19:00:00,2021-06-18T20:00:00,199.5,199.95,150,150,45,50,55,36,4297,160.493,8,6,5,29,114.637,1:44:25,0.950,0,"Ryan Preece won the Rackley Roofing 200 at Nashville Superspeedway, his first NASCAR Camping World Truck Series victory. Prior to the start of the race the following trucks dropped to the rear of the field under penalty for the reason indicated: #15, #38 (failed inspection).",0,MRN,FS1,0,TRUE,0,FALSE,0,-1,TRUE,4070,NA,Nashville
5133,3,2021,CRC Brakleen 150 ,1,FALSE,198,Pocono Raceway,2021-06-26T12:00:00,2021-06-26T12:00:00,1900-01-01T00:00:00,2021-06-26T12:00:00,150,150,60,60,15,15,30,39,0,0,8,7,4,13,122.31,1:13:35,1.337,0,"John Hunter Nemechek has won the CRC Brakleen 150 at Pocono Raceway, his 11th victory in the NASCAR Camping World Truck Series. Prior to the start of the race, no vehicle(s) dropped to the rear of the field under penalty.    ",0,MRN,FS1,3822,TRUE,0,FALSE,0,-1,FALSE,4092,NA,Pocono
5134,3,2021,Corn Belt 150 Presented by Premier Chevy Dealers,1,FALSE,215,Knoxville Raceway,2021-07-09T21:00:00,2021-07-09T20:00:00,2021-07-09T20:00:00,2021-07-09T21:00:00,75,89.5,150,179,40,50,89,40,4297,0,20,7,14,80,36.802,2:25:55,1.207,0,"Austin Hill won the Inaugural Corn Belt 150 Presented by Premier Chevy Dealers at Knoxville Raceway, his seventh victory in the NASCAR Camping World Truck Series. Prior to the start of the race, the following cars dropped to the rear of the field under penalty for the reasons indicated: Nos. 4 (backup), 02 (driver change).",0,MRN,FS1,5134,TRUE,0,FALSE,0,-1,TRUE,4133,NA,Knoxville
5135,3,2021,United Rentals 176,1,FALSE,157,Watkins Glen International,2021-08-07T12:30:00,2021-08-07T12:30:00,1900-01-01T00:00:00,2021-08-07T12:30:00,176.4,149.45,72,61,20,25,16,40,0,0,7,6,5,10,87.298,1:42:43,Caution,0,"Austin Hill won the United Rentals 176 at Watkins Glen International, his eighth NASCAR Camping World Truck Series victory. Prior to the start of the race the following truck dropped to the rear of the field under penalty for the reason indicated: #23 (driver change).",0,MRN,FS1,5135,TRUE,0,FALSE,0,-1,FALSE,4133,NA,Watkins-Glen
5136,3,2021,Toyota 200 presented by CK Power,1,FALSE,45,World Wide Technology Raceway,2021-08-20T21:00:00,2021-08-20T20:00:00,1900-01-01T00:00:00,2021-08-20T21:00:00,200,203.75,160,163,55,55,53,38,0,0,5,3,8,37,80.684,2:31:31,0.292,0,"Sheldon Creed won the Toyota 200 Presented by CK Power at World Wide Technology Raceway at Gateway, his seventh victory in the NASCAR Camping World Truck Series. Prior to the start of the race no vehicle(s) dropped to the rear of the field under penalty. ",0,MRN,FS1,4376,TRUE,1,FALSE,0,-1,FALSE,4204,NA,Gateway
5137,3,2021,In It To Win It 200,1,FALSE,4,Darlington Raceway,2021-09-05T13:30:00,2021-09-05T13:30:00,1900-01-01T00:00:00,2021-09-05T13:30:00,200,200.8,147,147,45,45,57,38,0,0,4,3,8,35,105.331,1:54:23,0.531,0,"Sheldon Creed won the 2nd running of the In It To Win It 200 at Darlington Raceway, his eighth victory in the NASCAR Camping World Truck Series. Prior to the start of the race, the following cars dropped to the rear of the field under penalty for the reasons indicated: None.",0,MRN,FS1,5137,TRUE,1,FALSE,0,-1,FALSE,4204,NA,Darlington
5138,3,2021,UNOH 200 presented by Ohio Logistics,1,TRUE,14,Bristol Motor Speedway,2021-09-16T21:00:00,2021-09-16T21:00:00,1900-01-01T00:00:00,2021-09-16T21:00:00,106.6,106.6,200,200,55,55,90,40,0,0,3,3,11,85,59.479,1:47:32,0.422,0,"Chandler Smith has won the UNOH 200 presented by Ohio Logistics at Bristol Motor Speedway, his first victory in the NASCAR Camping World Truck Series. Prior to the start of the race, no vehicle(s) dropped to the rear of the field under penalty.",0,MRN,FS1,3105,TRUE,1,FALSE,0,-1,FALSE,4312,NA,Bristol
5139,3,2021,Victoria’s Voice Foundation 200 Presented by Westgate Resorts,1,FALSE,42,Las Vegas Motor Speedway,2021-09-24T21:00:00,2021-09-24T18:00:00,1900-01-01T00:00:00,2021-09-24T21:00:00,201,201,134,134,30,30,74,37,0,0,14,11,10,39,105.358,1:54:28,Caution,0,"Christian Eckes won the Victoria's Voice Foundation 200 presented by Westgate Resorts at Las Vegas Motor Speedway, his first NASCAR Camping World Truck Series victory. Prior to the start of the race the following trucks dropped to the rear of the field under penalty for the reason indicated: #34 (unapproved adjustments), #49 (driver change).",0,MRN,FS1,2941,TRUE,2,FALSE,0,-1,FALSE,4268,NA,Las Vegas
5140,3,2021,Chevrolet Silverado 250,1,TRUE,82,Talladega Superspeedway,2021-10-02T13:00:00,2021-10-02T12:00:00,1900-01-01T00:00:00,2021-10-02T13:00:00,250.04,263.34,94,99,20,20,59,40,0,0,23,12,6,29,125.119,2:06:17,0.052,0,"Tate Fogleman won the Chevrolet Silverado 250 at Talladega Superspeedway, his first career NASCAR Camping World Truck Series victory. Prior to the start of the race, the followng truck dropped to the rear of the field for the reasons indicated: No. 9 (missed driver introductions).",0,MRN,FS1,3198,TRUE,2,FALSE,0,-1,FALSE,4271,NA,Talladega
5141,3,2021,United Rentals 200,1,FALSE,22,Martinsville Speedway,2021-10-30T13:00:00,2021-10-30T13:00:00,1900-01-01T00:00:00,2021-10-30T13:00:00,105.2,107.3,200,204,50,50,104,40,0,0,10,4,14,89,56.402,1:54:09,Caution,0,"Zane Smith has won the United Rentals 200 at Martinsville Speedway, his third career victory in the NASCAR Camping World Truck Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty for the reason indicated: No. 75 (Unapproved adjustments). ",0,MRN,FS1,3112,TRUE,2,FALSE,0,-1,FALSE,4272,NA,Martinsville
5142,3,2021,Lucas Oil 150,1,FALSE,84,Phoenix Raceway,2021-11-05T20:00:00,2021-11-05T20:00:00,2021-11-05T17:00:00,2021-11-05T20:00:00,150,150,150,150,45,45,60,36,4312,136.576,12,3,4,25,99.374,1:30:34,4.694,0,"Chandler Smith has won the Lucas Oil 150 at Phoenix Raceway, his second career victory in the NASCAR Camping World Truck Series. Ben Rhodes has won the 2021 NASCAR Camping World Truck Series Championship. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty for the reason indicated: Nos. 3, 04, 13 (Missing driver introductions). ",0,MRN,FS1,2898,TRUE,3,FALSE,0,-1,TRUE,4312,NA,Phoenix
