vehicle_number,driver_name,vehicle_manufacturer,leader_lap,lap_count,pit_in_flag_status,pit_out_flag_status,pit_in_race_time,pit_out_race_time,total_duration,box_stop_race_time,box_leave_race_time,pit_stop_duration,in_travel_duration,out_travel_duration,pit_stop_type,left_front_tire_changed,left_rear_tire_changed,right_front_tire_changed,right_rear_tire_changed,previous_lap_time,next_lap_time,race_id
96,* Parker Kligerman(i),Toyota,200,198,2,2,12868.308,12912.22,43.9119,12880.0775,12900.7646,20.6871,11.7695,11.4553,ONE_WHEEL_CHANGE,TRUE,FALSE,FALSE,FALSE,0,0,4773
9,Chase Elliott,Chevrolet,200,199,2,2,12860.0229,0,0,12901.2985,12916.2985,15,41.2755,0,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4773
17,Ricky Stenhouse Jr.,Ford,200,199,2,2,12723.143,12791.053,67.9099,12732.1259,12776.4032,44.2772,8.9829,14.6497,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4773
2,Brad Keselowski,Ford,200,199,2,2,12716.49,12844.944,128.4539,12734.8286,12836.3626,101.5339,18.3386,8.5813,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4773
15,Ross Chastain(i),Chevrolet,199,199,2,2,12714.571,12763.557,48.986,12718.112,12743.0034,24.8913,3.541,20.5535,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4773
48,Jimmie Johnson,Chevrolet,199,199,2,2,12708.9779,12759.091,50.113,12716.7774,12743.8407,27.0633,7.7994,15.2502,TWO_WHEEL_CHANGE_RIGHT,FALSE,FALSE,TRUE,TRUE,0,0,4773
40,Jamie McMurray,Chevrolet,199,198,2,2,12627.25,0,0,12632.391,12660.1184,27.7273,5.141,0,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4773
14,Clint Bowyer,Ford,199,198,2,2,12620.285,0,0,12651.2096,12869.826,218.6163,30.9246,0,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4773
9,Chase Elliott,Chevrolet,199,198,2,2,12613.9419,12702.47,88.528,12631.3233,12695.8537,64.5303,17.3813,6.6162,TWO_WHEEL_CHANGE_RIGHT,FALSE,FALSE,TRUE,TRUE,0,0,4773
62,* Brendan Gaughan(i),Chevrolet,199,196,2,2,12604.775,12996.194,391.4189,12626.3174,12988.3434,362.026,21.5424,7.8505,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4773
88,Alex Bowman,Chevrolet,199,198,2,2,12603.524,12671.949,68.425,12614.9395,12662.3529,47.4133,11.4155,9.596,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4773
17,Ricky Stenhouse Jr.,Ford,198,197,1,1,12527.406,12577.316,49.9099,12535.1922,12562.9863,27.794,7.7862,14.3296,TWO_WHEEL_CHANGE_RIGHT,FALSE,FALSE,TRUE,TRUE,0,0,4773
48,Jimmie Johnson,Chevrolet,196,196,2,2,12389.655,12438.753,49.0979,12397.5189,12423.5107,25.9918,7.8639,15.2422,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4773
88,Alex Bowman,Chevrolet,196,195,2,2,12317.206,12397.408,80.2019,12328.8157,12387.7396,58.9238,11.6097,9.6683,ONE_WHEEL_CHANGE,FALSE,FALSE,TRUE,FALSE,0,0,4773
