vehicle_number,driver_name,vehicle_manufacturer,leader_lap,lap_count,pit_in_flag_status,pit_out_flag_status,pit_in_race_time,pit_out_race_time,total_duration,box_stop_race_time,box_leave_race_time,pit_stop_duration,in_travel_duration,out_travel_duration,pit_stop_type,left_front_tire_changed,left_rear_tire_changed,right_front_tire_changed,right_rear_tire_changed,previous_lap_time,next_lap_time,race_id
22,Joey Logano (P),Ford,248,248,2,2,10019.66,10059.342,39.682,10042.6281,10056.5086,13.8804,22.9681,2.8333,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
78,Martin Truex Jr. (P),Toyota,248,248,2,2,10019.382,10058.568,39.1859,10040.2925,10053.6391,13.3465,20.9105,4.9288,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
4,Kevin Harvick (P),Ford,248,248,2,2,10019.051,10059.452,40.4009,10024.4768,10039.0579,14.5811,5.4258,20.394,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
6,Matt Kenseth,Ford,248,248,2,2,10018.743,10059.498,40.7549,10029.0146,10043.4623,14.4476,10.2716,16.0356,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
18,Kyle Busch (P),Toyota,248,248,2,2,10018.1,10057.667,39.5669,10041.8607,10055.8746,14.0139,23.7607,1.7923,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
19,Daniel Suarez,Toyota,247,245,2,2,9934.004,10039.321,105.3169,9955.5052,10032.5818,77.0766,21.5012,6.7391,TWO_WHEEL_CHANGE_RIGHT,FALSE,FALSE,TRUE,TRUE,0,0,4676
23,JJ Yeley(i),Ford,240,233,1,1,9639.655,9684.059,44.4039,9646.1567,9663.7407,17.584,6.5017,20.3182,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
51,BJ McLeod(i),Ford,236,226,1,1,9513.608,9561.073,47.465,9534.7424,9554.195,19.4526,21.1344,6.8779,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
20,Erik Jones,Toyota,235,232,1,1,9457.004,9517.34,60.3359,9475.0812,9508.481,33.3997,18.0772,8.8589,TWO_WHEEL_CHANGE_RIGHT,FALSE,FALSE,TRUE,TRUE,0,0,4676
99,* Kyle Weatherman,Chevrolet,234,224,1,1,9446.191,9491.974,45.7829,9464.1037,9481.254,17.1503,17.9127,10.7199,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
15,Ross Chastain(i),Chevrolet,233,225,1,1,9391.715,9433.467,41.752,9414.1192,9428.7002,14.581,22.4042,4.7667,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
00,Landon Cassill(i),Chevrolet,233,227,1,1,9390.465,9435.283,44.8179,9402.9415,9420.292,17.3504,12.4765,14.9909,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
66,* Timmy Hill(i),Toyota,232,219,1,1,9357.513,9404.368,46.8549,9381.2524,9401.7737,20.5212,23.7394,2.5942,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
13,Ty Dillon,Chevrolet,231,229,1,1,9338.151,9379.403,41.252,9352.891,9367.9059,15.0148,14.74,11.497,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
22,Joey Logano (P),Ford,230,230,1,1,9306.565,9345.778,39.2129,9329.4002,9342.9469,13.5466,22.8352,2.831,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
78,Martin Truex Jr. (P),Toyota,230,230,1,1,9304.476,9347.485,43.009,9325.2962,9342.5131,17.2169,20.8202,4.9718,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
43,Bubba Wallace #,Chevrolet,230,228,1,1,9299.546,9343.23,43.6839,9306.8447,9323.5945,16.7498,7.2987,19.6354,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
1,Jamie McMurray,Chevrolet,230,229,1,1,9297.26,9338.205,40.9449,9313.5837,9328.5651,14.9814,16.3237,9.6398,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
72,Corey LaJoie,Chevrolet,230,222,1,1,9287.4419,9330.459,43.017,9297.5345,9312.8162,15.2817,10.0925,17.6427,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
31,Ryan Newman,Chevrolet,230,229,1,1,9285.724,9330.167,44.4429,9298.8024,9316.4865,17.684,13.0784,13.6804,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
41,Kurt Busch,Ford,230,229,1,1,9282.998,9323.238,40.2399,9290.7278,9304.6082,13.8803,7.7298,18.6297,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
4,Kevin Harvick (P),Ford,230,229,1,1,9273.249,9312.887,39.638,9278.9496,9292.4962,13.5466,5.7006,20.3907,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
3,Austin Dillon,Chevrolet,229,228,1,1,9251.405,9292.038,40.6329,9260.8641,9275.3784,14.5143,9.4591,16.6595,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
2,Brad Keselowski,Ford,229,228,1,1,9248.709,9288.425,39.7159,9253.5903,9267.1369,13.5466,4.8813,21.288,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
14,Clint Bowyer,Ford,229,228,1,1,9245.919,9286.236,40.317,9256.6266,9270.9741,14.3474,10.7076,15.2618,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
10,Aric Almirola,Ford,229,228,1,1,9244.995,9285.39,40.3949,9263.6001,9277.4138,13.8136,18.6051,7.9761,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
11,Denny Hamlin,Toyota,229,228,1,1,9242.002,9282.78,40.778,9264.1006,9278.9152,14.8146,22.0986,3.8647,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
17,Ricky Stenhouse Jr.,Ford,228,227,1,1,9217.677,9257.842,40.165,9226.329,9240.4763,14.1473,8.652,17.3656,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
12,Ryan Blaney,Ford,228,227,1,1,9217.2189,9259.188,41.969,9239.0749,9255.0907,16.0158,21.8559,4.0972,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
9,Chase Elliott,Chevrolet,228,227,1,1,9209.785,9251.169,41.384,9216.3191,9231.4007,15.0815,6.5341,19.7682,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
37,Chris Buescher,Chevrolet,227,225,1,1,9197.593,9253.94,56.3469,9215.6174,9244.7462,29.1287,18.0244,9.1937,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
97,* Tanner Berryhill,Toyota,227,215,1,1,9184.704,9239.55,54.8459,9205.9078,9233.5351,27.6272,21.2038,6.0148,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
42,Kyle Larson,Chevrolet,226,225,1,1,9153.438,9194.876,41.438,9167.9027,9183.051,15.1482,14.4647,11.8249,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
95,Regan Smith,Chevrolet,224,196,1,1,9062.542,9107.231,44.689,9081.4812,9099.831,18.3498,18.9392,7.3999,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
24,William Byron #,Chevrolet,220,218,1,1,8946.897,8997.973,51.0759,8956.9887,8980.4785,23.4897,10.0917,17.4944,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
20,Erik Jones,Toyota,220,219,1,1,8941.776,8996.391,54.6149,8959.9583,8987.6523,27.6939,18.1823,8.7386,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
47,AJ Allmendinger,Chevrolet,218,216,1,1,8853.731,8895.2819,41.5509,8865.4622,8880.087,14.6248,11.7312,15.1949,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
88,Alex Bowman,Chevrolet,216,213,1,1,8801.424,8852.254,50.8299,8822.0174,8846.0722,24.0548,20.5934,6.1817,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4676
88,Alex Bowman,Chevrolet,213,212,1,1,8699.342,8762.745,63.403,8719.6826,8756.5498,36.8671,20.3406,6.1951,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
32,Matt DiBenedetto,Ford,208,206,1,1,8537.562,8580.1919,42.6299,8550.0122,8566.6599,16.6477,12.4502,13.532,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
21,Paul Menard,Ford,206,204,1,1,8463.652,8505.434,41.7819,8479.4409,8494.8227,15.3818,15.7889,10.6112,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
95,Regan Smith,Chevrolet,203,177,1,1,8358.472,8402.081,43.609,8377.471,8393.8204,16.3494,18.999,8.2605,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
42,Kyle Larson,Chevrolet,198,197,2,2,8121.016,8181.983,60.967,8135.9252,8170.2923,34.3671,14.9092,11.6906,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4676
15,Ross Chastain(i),Chevrolet,197,191,2,2,8106.43,8153.479,47.0489,8130.4531,8147.6034,17.1502,24.0231,5.8755,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
88,Alex Bowman,Chevrolet,196,196,2,2,8014.765,8076.834,62.0689,8035.86,8070.1243,34.2643,21.095,6.7096,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
37,Chris Buescher,Chevrolet,196,195,2,2,8013.33,8055.382,42.0519,8030.5548,8046.0699,15.5151,17.2248,9.312,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
34,Michael McDowell,Ford,196,193,2,2,8012.868,8055.043,42.1749,8028.4193,8044.0346,15.6152,15.5513,11.0083,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
66,* Timmy Hill(i),Toyota,196,186,2,2,8012.35,8066.407,54.0569,8036.5607,8063.985,27.4242,24.2107,2.4219,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
43,Bubba Wallace #,Chevrolet,196,195,2,2,8011.908,8054.594,42.6859,8019.5105,8034.9257,15.4152,7.6025,19.6682,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
38,David Ragan,Ford,196,195,2,2,8011.577,8052.1,40.523,8016.9079,8031.2888,14.3808,5.3309,20.8111,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
99,* Kyle Weatherman,Chevrolet,196,188,2,2,8011.265,8065.913,54.6479,8028.5194,8054.509,25.9895,17.2544,11.4039,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
24,William Byron #,Chevrolet,196,195,2,2,8010.738,8052.469,41.7309,8020.2779,8035.0926,14.8146,9.5399,17.3763,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
19,Daniel Suarez,Toyota,196,195,2,2,8010.462,8052.887,42.4249,8030.8551,8045.9698,15.1147,20.3931,6.9171,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
51,BJ McLeod(i),Ford,196,188,2,2,8010.073,8062.239,52.1659,8030.5548,8053.241,22.6862,20.4818,8.9979,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
72,Corey LaJoie,Chevrolet,196,190,2,2,8009.457,8052.818,43.3609,8020.0109,8036.2604,16.2494,10.5539,16.5575,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
00,Landon Cassill(i),Chevrolet,196,192,2,2,8009.042,8054.915,45.8729,8021.6125,8039.2966,17.684,12.5705,15.6183,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
23,JJ Yeley(i),Ford,196,191,2,2,8008.208,8054.015,45.807,8014.906,8033.7579,18.8519,6.698,20.257,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
42,Kyle Larson,Chevrolet,196,195,2,2,7922.224,8020.824,98.5999,7937.3935,8008.8971,71.5035,15.1695,11.9268,TWO_WHEEL_CHANGE_RIGHT,FALSE,FALSE,TRUE,TRUE,0,0,4676
1,Jamie McMurray,Chevrolet,195,195,2,2,7918.069,7962.29,44.2209,7934.5573,7951.7745,17.2171,16.4883,10.5154,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
2,Brad Keselowski,Ford,195,195,2,2,7914.841,7958.115,43.2739,7919.4423,7937.0265,17.5841,4.6013,21.0884,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
17,Ricky Stenhouse Jr.,Ford,195,195,2,2,7914.618,7956.452,41.8339,7923.6799,7938.9617,15.2818,9.0619,17.4902,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
3,Austin Dillon,Chevrolet,195,195,2,2,7914.291,7955.162,40.871,7924.5474,7938.6281,14.0806,10.2564,16.5338,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
12,Ryan Blaney,Ford,195,195,2,2,7914.071,8004.404,90.333,7936.8596,7999.666,62.8063,22.7886,4.7379,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
48,Jimmie Johnson,Chevrolet,195,195,2,2,7913.786,7955.956,42.17,7926.5827,7942.0982,15.5154,12.7967,13.8577,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
6,Matt Kenseth,Ford,195,195,2,2,7913.491,7954.815,41.3239,7924.2805,7938.9951,14.7146,10.7895,15.8198,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
31,Ryan Newman,Chevrolet,195,195,2,2,7913.167,7953.688,40.5209,7926.3158,7940.2964,13.9805,13.1488,13.3915,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
20,Erik Jones,Toyota,195,195,2,2,7912.849,7954.064,41.215,7930.1196,7945.0679,14.9483,17.2706,8.996,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
41,Kurt Busch,Ford,195,195,2,2,7912.548,7953.212,40.664,7920.143,7934.5573,14.4143,7.595,18.6546,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
9,Chase Elliott,Chevrolet,195,195,2,2,7912.28,7952.921,40.641,7919.0419,7933.224,14.182,6.7619,19.6969,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
14,Clint Bowyer,Ford,195,195,2,2,7912.024,7951.948,39.9239,7922.7456,7936.7595,14.0139,10.7216,15.1884,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
11,Denny Hamlin,Toyota,195,195,2,2,7911.571,7951.152,39.581,7933.7899,7947.5036,13.7137,22.2189,3.6483,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
10,Aric Almirola,Ford,195,195,2,2,7911.342,7951.546,40.204,7929.886,7943.7332,13.8471,18.544,7.8127,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
18,Kyle Busch (P),Toyota,195,195,2,2,7911.004,7952.99,41.9859,7934.891,7951.2407,16.3496,23.887,1.7492,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
4,Kevin Harvick (P),Ford,195,195,2,2,7910.757,7951.153,40.396,7916.3393,7930.7202,14.3808,5.5823,20.4327,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
78,Martin Truex Jr. (P),Toyota,195,195,2,2,7910.405,7950.938,40.533,7931.4209,7945.8681,14.4472,21.0159,5.0698,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
22,Joey Logano (P),Ford,195,195,2,2,7910.197,7949.688,39.4909,7933.156,7946.8363,13.6803,22.959,2.8516,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
42,Kyle Larson,Chevrolet,194,193,2,2,7757.666,7821.185,63.519,7772.9611,7809.1634,36.2023,15.2951,12.0215,TWO_WHEEL_CHANGE_RIGHT,FALSE,FALSE,TRUE,TRUE,0,0,4676
13,Ty Dillon,Chevrolet,190,188,1,1,7591.064,7634.43,43.3659,7605.7571,7622.7406,16.9834,14.6931,11.6893,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
95,Regan Smith,Chevrolet,173,147,1,1,7009.883,7051.964,42.081,7029.1699,7044.6185,15.4486,19.2869,7.3454,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
1,Jamie McMurray,Chevrolet,164,163,2,2,6571.585,6618.548,46.9629,6589.4906,6607.2746,17.784,17.9056,11.2733,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
00,Landon Cassill(i),Chevrolet,163,160,2,2,6561.896,6607.781,45.885,6574.6092,6592.1932,17.584,12.7132,15.5877,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
32,Matt DiBenedetto,Ford,163,161,2,2,6561.477,6606.606,45.1289,6575.0096,6592.6937,17.6841,13.5326,13.9122,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
47,AJ Allmendinger,Chevrolet,163,162,2,2,6561.09,6605.8059,44.7159,6573.1411,6590.1245,16.9833,12.0511,15.6814,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
24,William Byron #,Chevrolet,163,162,2,2,6560.678,6607.018,46.34,6570.2716,6589.8242,19.5526,9.5936,17.1937,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
37,Chris Buescher,Chevrolet,163,162,2,2,6560.388,6604.1809,43.7929,6577.7456,6594.8959,17.1502,17.3576,9.285,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
88,Alex Bowman,Chevrolet,163,162,2,2,6560.034,6603.733,43.699,6580.782,6597.465,16.683,20.748,6.2679,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
43,Bubba Wallace #,Chevrolet,163,162,2,2,6559.679,6603.405,43.7259,6567.1352,6583.8183,16.683,7.4562,19.5866,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
72,Corey LaJoie,Chevrolet,163,158,2,2,6559.268,6601.983,42.715,6569.7377,6585.5533,15.8155,10.4697,16.4296,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
38,David Ragan,Ford,163,162,2,2,6558.866,6600.535,41.6689,6564.1646,6579.6799,15.5152,5.2986,20.855,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
19,Daniel Suarez,Toyota,163,162,2,2,6558.576,6600.289,41.7129,6578.7122,6593.2599,14.5477,20.1362,7.029,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
66,* Timmy Hill(i),Toyota,163,154,2,2,6558.246,6604.584,46.3379,6583.1166,6602.202,19.0854,24.8706,2.3819,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
97,* Tanner Berryhill,Toyota,163,154,2,2,6557.749,6605.752,48.003,6580.0469,6599.6996,19.6526,22.2979,6.0523,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
51,BJ McLeod(i),Ford,163,156,2,2,6557.234,6607.477,50.2429,6578.3452,6600.4336,22.0883,21.1112,7.0433,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
99,* Kyle Weatherman,Chevrolet,163,156,2,2,6556.777,6613.502,56.725,6574.4748,6601.7349,27.2601,17.6978,11.767,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
15,Ross Chastain(i),Chevrolet,163,158,2,2,6556.298,6598.707,42.409,6578.4119,6593.7604,15.3484,22.1139,4.9465,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
23,JJ Yeley(i),Ford,163,159,2,2,6555.823,6599.8819,44.0589,6562.2627,6579.5798,17.317,6.4397,20.3021,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
34,Michael McDowell,Ford,163,160,2,2,6555.308,6604.326,49.018,6570.5709,6593.1932,22.6223,15.2629,11.1327,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
21,Paul Menard,Ford,163,161,2,2,6554.503,6606.094,51.591,6570.304,6594.9616,24.6576,15.801,11.1323,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
20,Erik Jones,Toyota,162,162,2,2,6461.826,6559.6989,97.8729,6480.1129,6550.3823,70.2693,18.2869,9.3166,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
3,Austin Dillon,Chevrolet,162,162,2,2,6461.602,6507.854,46.252,6471.1374,6490.8235,19.6861,9.5354,17.0304,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
17,Ricky Stenhouse Jr.,Ford,162,162,2,2,6461.262,6503.546,42.284,6470.0363,6485.9854,15.9491,8.7743,17.5605,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
12,Ryan Blaney,Ford,162,162,2,2,6460.908,6502.1319,41.2239,6483.0825,6497.8638,14.7812,22.1745,4.2681,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
31,Ryan Newman,Chevrolet,162,162,2,2,6460.608,6501.4219,40.8139,6473.5398,6488.4211,14.8813,12.9318,13.0008,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
2,Brad Keselowski,Ford,162,162,2,2,6460.216,6555.9979,95.7819,6465.2315,6530.6628,65.4313,5.0155,25.3351,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
6,Matt Kenseth,Ford,162,162,2,2,6459.904,6501.584,41.6799,6470.5368,6485.952,15.4152,10.6328,15.6319,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4676
