vehicle_number,driver_name,vehicle_manufacturer,leader_lap,lap_count,pit_in_flag_status,pit_out_flag_status,pit_in_race_time,pit_out_race_time,total_duration,box_stop_race_time,box_leave_race_time,pit_stop_duration,in_travel_duration,out_travel_duration,pit_stop_type,left_front_tire_changed,left_rear_tire_changed,right_front_tire_changed,right_rear_tire_changed,previous_lap_time,next_lap_time,race_id
34,Michael McDowell,Ford,5,4,2,2,368.025,394.69,26.665,374.5715,378.1751,3.6035,6.5465,16.5148,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,5009
21,Matt DiBenedetto,Ford,5,4,2,2,368.863,394.987,26.124,379.2762,383.1801,3.9038,10.4132,11.8068,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,5009
24,William Byron,Chevrolet,5,4,2,2,368.446,395.56,27.1139,381.5117,385.6825,4.1708,13.0657,9.8774,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,5009
19,Martin Truex Jr.,Toyota,5,4,2,2,371.826,397.813,25.9869,390.7876,394.558,3.7704,18.9616,3.2549,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,5009
14,Chase Briscoe #,Ford,5,4,2,2,375.351,400.259,24.908,384.6482,386.7837,2.1354,9.2972,13.4752,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,5009
38,Anthony Alfredo #,Ford,5,4,2,2,371.374,398.913,27.5389,385.6492,390.1536,4.5044,14.2752,8.7593,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,5009
41,Cole Custer,Ford,5,4,2,2,372.627,398.522,25.8949,380.3106,383.7139,3.4033,7.6836,14.808,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,5009
78,BJ McLeod(i),Ford,5,4,2,2,373.158,401.5779,28.4199,390.5206,395.7258,5.2052,17.3626,5.8521,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,5009
16,* Kaz Grala,Chevrolet,5,4,2,2,374.763,401.284,26.521,392.5894,396.4599,3.8705,17.8264,4.824,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,5009
11,Denny Hamlin,Toyota,5,4,2,2,376.117,410.5539,34.4369,392.3892,404.4345,12.0452,16.2722,6.1194,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,5009
