race_id,series_id,race_season,race_name,race_type_id,restrictor_plate,track_id,track_name,date_scheduled,race_date,qualifying_date,scheduled_distance,actual_distance,scheduled_laps,actual_laps,stage_1_laps,stage_2_laps,stage_3_laps,number_of_cars_in_field,pole_winner_driver_id,pole_winner_speed,number_of_lead_changes,number_of_leaders,number_of_cautions,number_of_caution_laps,average_speed,total_race_time,margin_of_victory,race_purse,race_comments,attendance,radio_broadcaster,television_broadcaster,master_race_id,inspection_complete,playoff_round,winner_driver_id,pole_winner_laptime,short_name
4909,2,2020,"NASCAR Racing Experience 300",1,TRUE,105,Daytona International Speedway,2020-02-15T14:30:00,2020-02-15T14:30:00,2020-02-15T14:30:00,300,300,120,120,30,30,60,36,4223,188.43,12,8,7,28,136.64,2:11:44,Under Caution,0,"Noah Gragson won the NASCAR Racing Experience 300 at Daytona International Speedway, his first victory in the NASCAR Xfinity Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty for the reasons indicated: No. 38 (driver change), Nos. 47, 52 (unapproved adjustments).",0,MRN,FS1,2131,TRUE,0,4224,NA,Daytona
4911,2,2020,Boyd Gaming 300,1,FALSE,42,Las Vegas Motor Speedway,2020-02-22T16:00:00,2020-02-22T16:00:00,2020-02-22T16:00:00,300,300,200,200,45,45,110,36,0,0,17,8,5,28,128.817,2:19:44,2.874,0,"Chase Briscoe won the Boyd Gaming 300 at Las Vegas Motor Speedway, his third NASCAR Xfinity Series victory. Prior to the start of the race the following car dropped to the rear of the field under penalty for the reasons indicated: #21 (backup car), #47 (missed driver intros).",0,PRN,FS2,2573,TRUE,0,4228,NA,Las Vegas
4913,2,2020,Production Alliance Group 300,1,FALSE,38,Auto Club Speedway,2020-02-29T16:00:00,2020-02-29T16:00:00,2020-02-29T16:00:00,300,300,150,150,35,35,80,36,4085,180.234,13,8,8,36,121.417,2:28:15,0.455,0,"Harrison Burton won the Production Alliance Group 300 at Auto Club Speedway, his first career NASCAR Xfinity Series victory. Prior to the start of the race, the following cars dropped to the rear of the field under penalty for the reasons indicated: No. 44 (engine change), #47 (unapproved adjustments) and #99 (unapproved adjustments).",0,MRN,FS1,2596,TRUE,0,4217,NA,Auto Club
4912,2,2020,LS Tractor 200,1,FALSE,84,Phoenix Raceway,2020-03-07T16:00:00,2020-03-07T16:00:00,2020-03-07T16:00:00,200,200,200,200,45,45,110,36,454,133.983,11,7,7,45,92.462,2:09:47,3.556,0,"Brandon Jones won the LS Tractor 200 at Phoenix Raceway, his second victory in the NASCAR Xfinity Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty for the reasons indicated: No. 07 (Unapproved Adjustments).",0,MRN,FS1,2837,TRUE,0,4085,NA,Phoenix
4970,2,2020,Toyota 200,1,FALSE,4,Darlington Raceway,2020-05-19T18:00:00,2020-05-21T16:30:00,1900-01-01T00:00:00,200,200.8,147,147,45,45,57,39,0,0,11,6,5,28,115.367,1:44:26,.086,0,"Chase Briscoe won the Toyota 200 at Darlington Raceway, his fourth victory in the NASCAR Xfinity Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty for the reasons indicated: Nos. 08, 52, 89 (Unapproved Adjustments).",0,MRN,FS1,4970,TRUE,0,4228,NA,Darlington
4919,2,2020,Alsco 300,1,FALSE,162,Charlotte Motor Speedway,2020-05-25T19:30:00,2020-05-25T19:30:00,1900-01-01T00:00:00,300,304.5,200,203,45,45,113,37,0,0,20,5,11,53,111.743,2:43:30,0.178,0,"Kyle Busch won the Alsco 300 at Charlotte Motor Speedway, his 97th victory in the NASCAR Xfinity Series. Prior to the start of the race, no vehicle(s) dropped to the rear of the field under penalty.",0,PRN,FS1,2143,TRUE,0,454,NA,Charlotte
4976,2,2020,Cheddar's 300 presented by Alsco,1,FALSE,14,Bristol Motor Speedway,2020-06-01T19:00:00,2020-06-01T19:00:00,1900-01-01T00:00:00,159.5,161.5,300,303,85,85,133,37,0,0,10,6,12,85,69.687,2:19:03,.328,0,"Noah Gragson won the Cheddar's 300 presented by Alsco at Bristol Motor Speedway, his second victory in the NASCAR Xfinity Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty for the reasons indicated: No. 07 (Unapproved Adjustment).",0,PRN,FS1,4976,TRUE,0,4224,NA,Bristol
4977,2,2020,EchoPark 250,1,FALSE,111,Atlanta Motor Speedway,2020-06-06T16:30:00,2020-06-06T16:30:00,1900-01-01T00:00:00,251,251.02,162,163,40,40,83,37,0,0,10,7,6,28,122.832,2:02:37,1.858,0,"AJ Allmendinger won the EchoPark 250 at Atlanta Motor Speedway, his fourth NASCAR Xfinity Series victory. Prior to the start of the race the following car dropped to the rear of the field under penalty for the reason indicated: #44 (unapproved adjustments).",0,PRN,FOX,2432,TRUE,0,3774,NA,Atlanta
4978,2,2020,Hooters 250,1,FALSE,40,Homestead-Miami Speedway,2020-06-13T15:30:00,2020-06-13T15:30:00,1900-01-01T00:00:00,250,250.5,167,167,40,40,87,37,0,0,18,7,5,25,118.752,2:06:34,0.179,0,"Harrison Burton won the Hooters 250 at Homestead-Miami Speedway, his second victory in the NASCAR Xfinity Series. Prior to the start of the race, no vehicle(s) dropped to the rear of the field under penalty.",0,MRN,FOX,2861,TRUE,0,4217,NA,Homestead
4979,2,2020,Contender Boats 250,1,FALSE,40,Homestead-Miami Speedway,2020-06-14T12:00:00,2020-06-14T12:00:00,1900-01-01T00:00:00,250,265.5,167,177,40,40,97,38,0,0,20,8,6,28,117.247,2:15:52,0.072,0,"Chase Briscoe won the Contender Boats 250 at Homestead-Miami Speedway, his fifth victory in the NASCAR Xfinity Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty for the reasons indicated: No. 8, 07 (Driver change), No. 02 (Back-up car, Driver change), No. 7, 52 (Back-up car), No. 9 (Unapproved adjustment).",0,MRN,FS1,2861,TRUE,0,4228,NA,Homestead
4980,2,2020,Unhinged 300,1,TRUE,82,Talladega Superspeedway,2020-06-20T17:30:00,2020-06-20T16:30:00,1900-01-01T00:00:00,300,300.58,113,113,25,25,63,39,0,0,22,12,6,22,136.249,2:12:22,0.299,0,"Justin Haley won the Unhinged 300 at Talladega Superspeedway, his first victory in the NASCAR Xfinity Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty for the reasons indicated: No. 47 (driver change), Nos 8, 16 (failed inspection 3 times), No. 99 (unapproved adjustments).",0,MRN,FS1,2447,TRUE,0,4172,NA,Talladega
4920,2,2020,Pocono Green 225 Recycled by J.P. Mascaro & Sons,1,FALSE,198,Pocono Raceway,2020-06-28T12:30:00,2020-06-28T12:30:00,1900-01-01T00:00:00,225,227.5,90,91,20,20,51,36,0,0,12,6,9,31,108.563,2:05:44,1.015,0,"Chase Briscoe won the Pocono Green 225 Recycled by J.P. Mascaro & Sons at Pocono Raceway, his sixth NASCAR Xfinity Series victory. Prior to the start of the race the following cars dropped to the rear of the field under penalty for the reasons indicated: #0, #07 (unapproved adjustments).",0,MRN,FS1,4532,TRUE,0,4228,NA,Pocono
4933,2,2020,Pennzoil 150 at the Brickyard,1,FALSE,211,Indianapolis Motor Speedway Road Course,2020-07-04T15:00:00,2020-07-04T15:00:00,1900-01-01T00:00:00,150,151.22,62,62,20,20,22,38,0,0,13,8,5,15,73.885,2:02:48,1.717,0,"Chase Briscoe won the Pennzoil 150 at the Brickyard at Indianapolis Motor Speedway Road Course, his seventh victory in the NASCAR Xfinity Series. Prior to the start of the race, no vehicle(s) dropped to the rear of the field under penalty.",0,IMS,NBC,4074,TRUE,0,4228,NA,Indy Road
4987,2,2020,Shady Rays 200,1,FALSE,61,Kentucky Speedway,2020-07-09T20:00:00,2020-07-09T20:00:00,1900-01-01T00:00:00,200,204,134,136,30,30,76,36,0,0,6,4,9,40,109.759,1:51:31,Caution,0,"Austin Cindric won the Shady Rays 200 at Kentucky Speedway, his third NASCAR Xfinity Series victory. Prior to the start of the race the following car dropped to the rear of the field under penalty for the reasons indicated: #74, #99 (unapproved adjustments), #78 (stopping in pit box during pit road speed check).",0,PRN,FS1,2709,TRUE,0,4180,NA,Kentucky
4925,2,2020,Alsco 300,1,FALSE,61,Kentucky Speedway,2020-07-10T20:00:00,2020-07-10T20:00:00,1900-01-01T00:00:00,300,300,200,200,45,45,110,36,0,0,8,6,5,27,134.916,2:13:25,2.262,0,"Austin Cindric won the Alsco 300 at Kentucky Speedway, his fourth NASCAR Xfinity Series victory. Prior to the start of the race the following cars dropped to the rear of the field under penalty for the reasons indicated: #7, #15, #19, #52, #61, #68, #90 (backup car), #8 (backup car / driver change), #44 (unapproved adjustments).",0,PRN,FS1,2709,TRUE,0,4180,NA,Kentucky
4926,2,2020,My Bariatric Solutions 300,1,FALSE,43,Texas Motor Speedway,2020-07-18T15:00:00,2020-07-18T14:00:00,1900-01-01T00:00:00,300,301.5,200,201,45,45,111,37,0,0,15,7,9,39,126.918,2:22:32,0.949,0,"Austin Cindric won the My Bariatric Solutions 300 at Texas Motor Speedway, his fifth victory in the NASCAR Xfinity Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty for the reasons indicated: No. 74 (multiple inspection failures).",0,PRN,NBCSN,2576,TRUE,0,4180,NA,Texas
