race_id,series_id,race_season,race_name,race_type_id,restrictor_plate,track_id,track_name,date_scheduled,race_date,qualifying_date,scheduled_distance,actual_distance,scheduled_laps,actual_laps,stage_1_laps,stage_2_laps,stage_3_laps,number_of_cars_in_field,pole_winner_driver_id,pole_winner_speed,number_of_lead_changes,number_of_leaders,number_of_cautions,number_of_caution_laps,average_speed,total_race_time,margin_of_victory,race_purse,race_comments,attendance,radio_broadcaster,television_broadcaster,master_race_id,pole_winner_laptime,short_name
4734,2,2018,Rock N Roll Tequila 170 Presented by Amethyst Beverage,1,FALSE,72,Mid-Ohio Sports Car Course,2018-08-11T15:00:00,2018-08-11T15:00:00,2018-08-11T00:00:00,169.35,180,75,75,20,20,35,40,4180,96.386,7,4,6,18,73.312,02:18:36,2.095,0,"Justin Allgaier won the 6th annual Rock N Roll Tequilla 170 at Mid-Ohio Sports Car Course, his eighth NASCAR Xfinity Series victory. Prior to the green flag, the following cars dropped to the rear of the field under penalty for the reason indicated: No. 0, 01, 36, 45 (unapproved adjustments).",0,MRN,NBCSN,4229,NA,Mid-Ohio
4735,2,2018,Food City 300,1,FALSE,14,Bristol Motor Speedway,2018-08-17T19:15:00,2018-08-17T19:15:00,2018-08-17T00:00:00,159.9,165.23,300,310,85,85,140,40,454,124.686,12,7,8,59,82.306,02:00:27,0.434,0,"Kyle Larson won the 37th annual Food City 300 at Bristol Motor Speedway, his 12th victory in the NASCAR Xfinity Series. Prior to the start of the race, the following cars dropped to the rear of the field under penalty for the reasons indicated: Nos. 93 (missing drivers meeting), 8 (tire change), 5, 45 (unapproved adjustments).",0,PRN,NBCSN,2153,NA,Bristol
4736,2,2018,Johnsonville 180,1,FALSE,34,Road America,2018-08-25T15:00:00,2018-08-25T15:00:00,2018-08-25T00:00:00,182.16,182.16,45,45,10,10,25,40,4131,109.307,10,7,7,10,75.926,02:23:57,5.403,0,"Justin Allgaier won the ninth annual Johnsonville 180 at Road America, his ninth victory in the NASCAR Xfinity Series. Prior to the start of the race, the following cars dropped to the rear of the field under penalty for the reasons indicated: No. 0 (unapproved adjustments) and Nos. 22, 61, 66  (unapproved tire change)",0,MRN,NBCSN,3793,NA,Road America
4737,2,2018,Sport Clips Haircuts VFW 200,1,FALSE,4,Darlington Raceway,2018-09-01T15:30:00,2018-09-01T15:30:00,2018-09-01T00:00:00,200.8,200.802,147,147,45,45,57,40,4001,169.531,10,5,6,30,111.179,01:48:22,0.738,0,"Brad Keselowski won the 36th Annual Sport Clips Haircuts VFW 200 at Darlington Raceway, his 39th victory in the NASCAR Xfinity Series. Prior to the start of the race, the following cars dropped to the rear of the field under penalty for the reasons indicated: No. 0 (backup), No. 19 (inspection failure), No. 23 (tire change), No. 45 (unapproved adjustments - engine).",0,MRN,NBC,2200,NA,Darlington
4731,2,2018,Lilly Diabetes 250,1,FALSE,123,Indianapolis Motor Speedway,2018-09-10T10:00:00,2018-09-10T10:00:00,1900-01-01T00:00:00,250,250,100,100,30,30,40,40,0,0,14,9,7,31,112.038,02:13:53,0.092,0,"Justin Allgaier won the Lilly Diabetes 250 at Indianapolis Motor Speedway, his 10th victory in the NASCAR Xfinity Series. Prior to the start of the race, the following cars dropped to the rear of the field under penalty for the reasons indicated: No. 40 (unapproved adjustments) and No. 90 (pitting before the green).",0,IMS,NBCSN,4074,NA,Indy
4740,2,2018,DC Solar 300,1,FALSE,42,Las Vegas Motor Speedway,2018-09-15T17:00:00,2018-09-15T17:00:00,2018-09-15T00:00:00,300,300,200,200,45,45,110,40,4104,179.295,11,4,8,40,119.258,02:30:56,1.629,0,"Ross Chastain won the Inaugural DC Solar 300 at Las Vegas Motor Speedway, his first victory in the NASCAR Xfinity Series. Prior to the start of the race, the following cars dropped to the rear of the field under penalty for the reasons indicated: No. 0 (backup car), No. 2 (failed inspection three times).",0,PRN,NBCSN,4082,NA,Las Vegas
4738,2,2018,Go Bowling 250,1,FALSE,26,Richmond Raceway,2018-09-21T19:30:00,2018-09-21T19:30:00,2018-09-21T00:00:00,187.5,187.5,250,250,75,75,100,40,4153,118.99,11,5,5,40,91.352,02:03:09,0.566,0,"Christopher Bell won the 38th Annual Go Bowling 250, his sixth victory in 35 NASCAR Xfinity Series races. Prior to the start of the race, the following cars dropped to rear under penalty for the reasons indicated: Nos. 16, 42 (unapproved adjustments).",0,MRN,NBCSN,2332,NA,Richmond
4742,2,2018,Drive for the Cure 200 presented by Blue Cross Blue Shield of North Carolina,1,FALSE,210,Charlotte Motor Speedway Road Course,2018-09-29T15:00:00,2018-09-29T15:00:00,2018-09-29T00:00:00,125.4,0,55,55,15,15,25,40,4180,105.527,4,4,5,10,81.267,01:32:35,1.478,0,"Chase Briscoe won the Drive For The Cure 200 presented by Blue Cross Blue Shield of North Carolina at the Charlotte Motor Speedway Road Course, his first victory in the NASCAR Xfinity Series. Prior to the start of the race, the following cars dropped to the rear of the field under penalty for the reasons indicated: Nos. 23, 38 (Back-up car); No. 11 (unapproved adjustments).",0,PRN,NBCSN,4742,NA,ROVAL
4741,2,2018,Bar Harbor 200 presented by Sea Watch International,1,FALSE,103,Dover International Speedway,2018-10-06T15:00:00,2018-10-06T15:00:00,2018-10-06T00:00:00,200,200,200,200,45,45,110,40,4093,158.249,10,6,4,23,116.845,01:42:42,0.525,0,"Christopher Bell won the Bar Harbor 200 at Dover International Speedway, his seventh victory in the NASCAR Xfinity Series. Prior to the start of the race, the following cars dropped to the rear of the field under penalty for the reasons indicated: Nos. 74 (engine change), 01, 15 (unapproved adjustments).",0,MRN,NBCSN,2275,NA,Dover
4743,2,2018,Kansas Lottery 300,1,FALSE,41,Kansas Speedway,2018-10-20T15:00:00,2018-10-20T15:00:00,2018-10-20T00:00:00,300,300,200,200,45,45,110,40,4093,183.955,10,6,7,41,118.995,02:31:16,5.2,0,"John Hunter Nemechek won the Kansas Lottery 300 at the Kansas Speedway, his first victory in the NASCAR Xfinity Series. Prior to the start of the race, the following cars dropped to the rear of the field under penalty for the reasons indicated: Nos. 4, 36 (engine change), 74 (unapproved adjustments).",0,MRN,NBC,2721,NA,Kansas
4744,2,2018,O'Reilly Auto Parts 300,1,FALSE,43,Texas Motor Speedway,2018-11-03T16:30:00,2018-11-03T16:30:00,2018-11-03T00:00:00,300,300,200,200,45,45,110,39,4153,189.321,17,8,13,54,116.82,02:34:05,0.162,0,"Cole Custer won the O'Reilly Auto Parts Challenge at Texas Motor Speedway, his second victory in the NASCAR Xfinity Series. Prior to the start of the race, the following cars dropped to the rear of the field under penalty for the reasons indicated: Nos. 4, 60 (unapproved adjustments), 22, 35, 45, 52, 89 (backup car).",0,PRN,NBCSN,3794,NA,Texas
4745,2,2018,Whelen Trusted To Perform 200,1,FALSE,84,ISM Raceway,2018-11-10T15:30:00,2018-11-10T15:30:00,2018-11-10T00:00:00,200,200,200,200,45,45,110,40,4092,133.482,7,5,6,34,100.643,01:59:14,1.887,0,"Christopher Bell won the Whelen Trusted To Perform 200 at ISM Raceway, his eighth victory in the NASCAR Xfinity Series.",0,MRN,NBC,2860,NA,Phoenix
4746,2,2018,Ford EcoBoost 300,1,FALSE,40,Homestead-Miami Speedway,2018-11-17T15:30:00,2018-11-17T15:30:00,2018-11-17T00:00:00,300,300,200,200,45,45,110,40,4104,165.598,5,4,2,10,140.515,02:08:06,6.902,0,"Tyler Reddick won the Ford EcoBoost 300 at Homestead-Miami Speedway, his third NASCAR Xfinity Series victory. Prior to the start of the race, the following cars dropped to the rear of the field under penalty for the reasons indicated: #40 (unapproved adjustments).",0,MRN,NBCSN,2861,NA,Homestead
