race_id,series_id,race_season,race_name,race_type_id,restrictor_plate,track_id,track_name,date_scheduled,race_date,qualifying_date,scheduled_distance,actual_distance,scheduled_laps,actual_laps,number_of_cars_in_field,pole_winner_driver_id,pole_winner_speed,pole_winner_laptime,number_of_lead_changes,number_of_leaders,number_of_cautions,number_of_caution_laps,average_speed,total_race_time,race_purse,race_comments,attendance,radio_broadcaster,television_broadcaster,master_race_id,short_name
4426,2,2015,VFW Sport Clips Help A Hero 200,1,FALSE,4,Darlington Raceway,2015-09-05T15:30:00,2015-09-05T15:30:00,2015-09-05T00:00:00,200.8,200.802,147,147,40,1361,171.704,NA,7,3,2,8,141.355,01:25:14,1091286,"Denny Hamlin won the VFW SportClips Help a Hero 200, his 14th career NASCAR XFINITY Series victory and fourth at Darlington Raceway. Prior to the start of the race, the following cars dropped to the rear of the field for the reasons indicated: No. 15 (unapproved adjustments) and No. 54 (missed driver introductions).",0,MRN,NBC,2200,Darlington
4423,2,2015,Drive to Stop Diabetes 300,1,FALSE,14,Bristol Motor Speedway,2015-04-18T13:30:00,2015-04-18T13:30:00,2015-04-18T00:00:00,159.9,159.9,300,300,40,4059,125.158,NA,1,1,8,48,87.218,01:50:00,1458884,"Joey Logano won the Drive to Stop Diabetes 300 at Bristol Motor Speedway, his 23rd victory in the NASCAR XFINITY Series and second at the track. Prior to the start of the race, no cars dropped to the rear of the field.",0,PRN,FS1,2133,Bristol
4442,2,2015,Food City 300,1,FALSE,14,Bristol Motor Speedway,2015-08-21T19:30:00,2015-08-21T19:30:00,2015-08-21T00:00:00,159.9,160.966,300,302,40,1361,126.896,NA,10,4,8,52,86.27,01:51:57,1404150,"Kyle Busch won the Food City 300 at Bristol Motor Speedway, his 73rd victory in the NASCAR XFINITY Series and his eighth at BMS. Prior to the start of the race the following car dropped to the rear of the field for the reasons indicated: No. 90 (unapproved adjustments).",0,PRN,NBCSN,2153,Bristol
4427,2,2015,ToyotaCare 250,1,FALSE,26,Richmond International Raceway,2015-04-24T19:30:00,2015-04-24T19:30:00,2015-04-24T00:00:00,187.5,187.5,250,250,40,1361,124.069,NA,4,3,3,24,101.55,01:50:47,1205528,"Denny Hamlin won the ToyotaCare 250 at Richmond International Raceway, his 12th victory in the NASCAR XFINITY Series and third at the track. Prior to the start of the race, the following cars dropped to the rear of the field for the reasons indicated: #44, 52, 70, 74 and 97 (unapproved adjustments).",0,MRN,FS1,2368,Richmond
4444,2,2015,Virginia529 College Savings 250,1,FALSE,26,Richmond International Raceway,2015-09-11T19:30:00,2015-09-11T19:30:00,2015-09-11T00:00:00,187.5,187.5,250,250,40,454,122.073,NA,8,6,6,48,90.072,02:04:54,1218001,"Chase Elliott won the Virginia529 College Savings 250, his fourth career NASCAR XFINITY Series victory. Prior to the start of the race, the following cars 
dropped to the rear of the field for the reasons indicated: No. 13, 28, 70 (unapproved adjustments). ",0,MRN,NBCSN,2332,Richmond
4433,2,2015,Road America 180 Fired Up by Johnsonville,1,FALSE,34,Road America,2015-08-29T15:00:00,2015-08-29T15:00:00,1900-01-01T00:00:00,202.4,182.16,50,45,40,0,0,NA,9,6,3,11,77.874,02:20:21,1118322,"Paul Menard won the Road America 180 Fired Up by Johnnsonville, his 3rd career NASCAR XFINITY Series victory. Prior to the start of the race, no cars dropped to the rear of the field.",0,MRN,NBCSN,3793,Road America
4424,2,2015,Drive4Clots.com 300,1,FALSE,38,Auto Club Speedway,2015-03-21T16:00:00,2015-03-21T16:00:00,2015-03-21T00:00:00,300,300,150,150,40,4059,178.288,NA,13,8,3,12,147.723,02:01:51,1433787,"Kevin Harvick won the Drive4Clots.com 300 at Auto Club Speedway, his 46th victory in the NASCAR XFINITY Series. Prior to the start of the race, the following cars dropped to the rear of the field for the reasons indicated:  #70, 01 (unapproved adjustments).",0,MRN,FS1,2596,Auto Club
4437,2,2015,Owens Corning AttiCat 300,1,FALSE,39,Chicagoland Speedway,2015-06-20T21:30:00,2015-06-21T00:00:00,2015-06-20T00:00:00,300,300,200,200,40,3873,176.569,NA,23,11,7,39,118.812,02:31:30,1367242,"Erik Jones won the Owens Corning AttiCat 300 at Chicagoland Speedway, his first win at the track and his second career win. Prior to the start of the race, the following cars dropped to the rear of the field for the reasons indicated: No. 1, No. 3, No. 52, No. 79 (unnaproved adjustments), No. 22 (back up car), No. 0 and No. 74 (missing drivers meeting).",0,MRN,FS1,4214,Chicagoland
4445,2,2015,Furious 7 300,1,FALSE,39,Chicagoland Speedway,2015-09-19T18:00:00,2015-09-19T18:00:00,2015-09-19T00:00:00,300,300,200,200,40,454,180.959,NA,15,7,5,22,136.709,02:11:40,1470945,"Kyle Busch won the Furious 7 300, his 74th career NASCAR XFINITY Series victory. Prior to the start of the race, the following cars dropped to the rear of the field for the reasons indicated: Nos. 1, 92 (unapproved adjustments).",0,MRN,NBCSN,2712,Chicagoland
4452,2,2015,Ford EcoBoost 300,1,FALSE,40,Homestead-Miami Speedway,2015-11-21T14:45:00,2015-11-21T14:45:00,2015-11-21T00:00:00,300,300,200,200,40,454,168.14,NA,13,5,6,26,128.266,02:20:20,1462501,"Kyle Larson won the Ford EcoBoost 300, his third career NASCAR XFINITY Series victory. Prior to the start of the race, the following cars 
dropped to the rear of the field: No. 97 (unapproved adjustments).",0,MRN,NBC,2861,Homestead
