race_id,series_id,race_season,race_name,race_type_id,restrictor_plate,track_id,track_name,date_scheduled,race_date,qualifying_date,tunein_date,scheduled_distance,actual_distance,scheduled_laps,actual_laps,stage_1_laps,stage_2_laps,stage_3_laps,number_of_cars_in_field,pole_winner_driver_id,pole_winner_speed,number_of_lead_changes,number_of_leaders,number_of_cautions,number_of_caution_laps,average_speed,total_race_time,margin_of_victory,race_purse,race_comments,attendance,radio_broadcaster,television_broadcaster,master_race_id,inspection_complete,playoff_round,is_qualifying_race,qualifying_race_no,qualifying_race_id,has_qualifying,winner_driver_id,pole_winner_laptime,short_name
5098,2,2021,Pit Boss 250,1,TRUE,214,Circuit of The Americas,2021-05-22T16:00:00,2021-05-22T15:00:00,2021-05-22T00:00:00,2021-05-22T16:00:00,157.6,157.6,46,46,14,16,16,36,454,76.558,6,5,4,7,72.723,2:09:25,11.024,0,"Kyle Busch won the Pit Boss 250, his 98th career NASCAR Xfinity Series victory. Prior to the start of the race the following cars dropped to the rear of the field for the reasons indicated: No. 26 and 39 (engine change) and No. 18 (transmission change).",0,PRN,FS1,5098,TRUE,0,FALSE,0,-1,TRUE,454,NA,COTA
5099,2,2021,Alsco Uniforms 300,1,FALSE,162,Charlotte Motor Speedway,2021-05-29T13:00:00,2021-05-29T13:00:00,2021-05-29T13:00:00,2021-05-29T13:00:00,300,300,200,200,45,45,110,36,4269,183.986,12,7,10,51,112.535,2:39:57,0.437,0,"Ty Gibbs has won the Alsco Uniforms 300 at Charlotte Motor Speedway, his second victory in the NASCAR Xfinity Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty: No. 66 (Unapproved Tire Change). ",0,PRN,FS1,2143,TRUE,0,FALSE,0,-1,TRUE,4368,NA,Charlotte
5100,2,2021,B&L Transport 170 at Mid-Ohio,1,FALSE,72,Mid-Ohio Sports Car Course,2021-06-05T13:00:00,2021-06-05T13:00:00,1900-01-01T00:00:00,2021-06-05T13:00:00,169.35,187.2,75,78,25,25,28,40,0,0,7,5,7,23,66.212,2:39:36,0.809,0,"A.J. Allmendinger won the 8th running of the B&L Transport 170 at Mid-Ohio Sports Car Course, his seventh victory in the NASCAR Xfinity Series. Prior to the start of the race, the following cars dropped to the rear of the field under penalty for the reasons indicated: Nos. 26, 99 (unapproved adjustments).",0,MRN,FS1,5100,TRUE,0,FALSE,0,-1,FALSE,3774,NA,Mid-Ohio
5101,2,2021,Alsco Uniforms 250 Powered by Cheddar’s Scratch Kitchen,1,FALSE,43,Texas Motor Speedway,2021-06-12T16:00:00,2021-06-12T15:00:00,1900-01-01T00:00:00,2021-06-12T16:00:00,250.5,256.5,167,171,40,40,91,40,0,0,14,8,10,52,107.773,2:22:48,0.433,0,"Kyle Busch won the Alsco Uniforms 250 at Texas Motor Speedway, his 99th NASCAR Xfinity Series victory. Prior to the start of the race the following car dropped to the rear of the field under penalty for the reason indicated: #4 (unapproved adjustments).",0,PRN,FS1,2576,TRUE,0,FALSE,0,-1,FALSE,454,NA,Texas
5102,2,2021,Tennessee Lottery 250,1,FALSE,52,Nashville Superspeedway,2021-06-19T15:30:00,2021-06-19T15:30:00,2021-06-19T14:30:00,2021-06-19T15:30:00,250.04,251.37,188,189,45,45,99,36,454,157.396,12,5,8,46,107.118,2:20:48,1.110,0,"Kyle Busch won the Tennessee Lottery 250 at Nashville Superspeedway, his 100th NASCAR Xfinity Series victory. Prior to the start of the race no cars were sent to the rear of the field. ",0,MRN,NBCSN,5102,TRUE,0,FALSE,0,-1,TRUE,454,NA,Nashville
5103,2,2021,Pocono Green 225 Recycled by J.P. Mascaro & Sons,1,FALSE,198,Pocono Raceway,2021-06-27T12:00:00,2021-06-27T12:00:00,1900-01-01T00:00:00,2021-06-27T12:00:00,225,225,90,90,20,20,50,40,0,0,11,8,6,21,117.511,1:54:53,0.331,0,"Austin Cindric has won the Pocono Green 225 Recycled by J.P. Mascaro & Sons at Pocono Raceway, his 12th victory in the NASCAR Xfinity Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty: No. 74 (driver change) and No. 98 (unapproved adjustments). ",0,MRN,NBCSN,4532,TRUE,0,FALSE,0,-1,FALSE,4180,NA,Pocono
5104,2,2021,Henry 180,1,FALSE,34,Road America,2021-07-03T14:30:00,2021-07-03T13:30:00,2021-07-03T00:00:00,2021-07-03T14:30:00,182.16,182.16,45,45,10,10,25,36,4368,107.532,12,8,7,11,74.972,2:25:47,3.522,0,"Kyle Busch has won the Henry 180 at Road America, his 101st victory in the NASCAR Xfinity Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty: No. 9 (engine change), No. 98 (backup car), Nos. 02, 23, 78 (unapproved adjustments). ",0,MRN,NBC,3793,TRUE,0,FALSE,0,-1,TRUE,454,NA,Road America
5105,2,2021,Credit Karma Money 250,1,FALSE,111,Atlanta Motor Speedway,2021-07-10T15:30:00,2021-07-10T15:30:00,1900-01-01T00:00:00,2021-07-10T15:30:00,251,252.56,163,164,40,40,84,40,0,0,16,9,10,43,109.032,2:18:59,.550,0,"Kyle Busch won the Inaugural Credit Karma Money 250 at Atlanta Motor Speedway, his 102nd victory in the NASCAR Xfinity Series. Prior to the start of the race, the following car dropped to the rear of the field under penalty for the reasons indicated: No. 1 (driver change).",0,PRN,NBCSN,2432,TRUE,0,FALSE,0,-1,FALSE,454,NA,Atlanta
5106,2,2021,Ambetter Get Vaccinated 200,1,FALSE,138,New Hampshire Motor Speedway,2021-07-17T15:00:00,2021-07-17T15:00:00,1900-01-01T00:00:00,2021-07-17T15:00:00,211.6,211.6,200,200,45,45,110,40,0,0,5,4,5,28,102.031,2:04:26,6.241,0,"Christopher Bell won the Ambetter Get Vaccinated 200 at New Hampshire Motor Speedway, his 17th career NASCAR Xfinity Series victory. Prior to the start of the race, the following cars dropped to the rear of the field for the reasons indicated: 4, 5 (unapproved adjustments), and 74 (driver change).",0,PRN,NBCSN,5106,TRUE,0,FALSE,0,-1,FALSE,4153,NA,New Hampshire
5107,2,2021,Skrewball Peanut Butter Whiskey 200,1,FALSE,157,Watkins Glen International,2021-08-07T16:00:00,2021-08-07T16:00:00,1900-01-01T00:00:00,2021-08-07T16:00:00,200.9,200.9,82,82,20,20,42,40,0,0,12,6,8,15,84.088,2:23:21,0.948,0,"Ty Gibbs won the Skrewball Peanut Butter Whiskey 200 at Watkins Glen International, his third NASCAR Xfinity Series victory.  Prior to the start of the race the following cars dropped to the rear of the field under penalty for the reason indicated: #39, #78 (unapproved adjustments).",0,MRN,CNBC,5107,TRUE,0,FALSE,0,-1,FALSE,4368,NA,Watkins-Glen
5108,2,2021,Pennzoil 150 at the Brickyard,1,FALSE,211,Indianapolis Motor Speedway Road Course,2021-08-14T16:00:00,2021-08-14T16:00:00,2021-08-14T16:00:00,2021-08-14T16:00:00,151.2,151.218,62,62,20,20,22,36,3774,97.744,8,5,5,15,73.825,2:02:54,2.108,0,"Austin Cindric has won the Pennzoil 150 at the Brickyard at the Indianapolis Motor Speedway Road Course, his 13th victory in the NASCAR Xfinity Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty: Nos. 4, 8, 23 (Unapproved adjustments), No. 47 (Unapproved tire change), Nos. 17, 39 (Missing driver introductions).",0,IMS,NBCSN,4074,TRUE,0,FALSE,0,-1,TRUE,4180,NA,Indy Road
5109,2,2021,New Holland 250,1,FALSE,133,Michigan International Speedway,2021-08-21T15:30:00,2021-08-21T15:30:00,1900-01-01T00:00:00,2021-08-21T15:30:00,250,278,125,139,30,30,79,40,0,0,13,6,9,43,115.619,2:24:16,.163,0,"AJ Allmendinger has won the New Holland 250 at Michigan International Speedway, his eighth victory in the NASCAR Xfinity Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty: No. 1 (Driver Change). ",0,MRN,NBCSN,5109,TRUE,0,FALSE,0,-1,FALSE,3774,NA,Michigan
5110,2,2021,Wawa 250,1,TRUE,105,Daytona International Speedway,2021-08-27T19:30:00,2021-08-27T19:30:00,1900-01-01T00:00:00,2021-08-28T12:30:00,250,250,100,100,30,30,40,40,0,0,17,8,7,29,121.753,2:03:12,0.023,0,"Justin Haley has won the WAWA 250 at Daytona International Speedway, his fourth victory in the NASCAR Xfinity Series. Prior to the start of the race, no vehicle(s) dropped to the rear of the field under penalty.",0,MRN,NBCSN,2744,TRUE,0,FALSE,0,-1,FALSE,4172,NA,Daytona
5111,2,2021,Sport Clips Haircuts VFW Help A Hero 200,1,FALSE,4,Darlington Raceway,2021-09-04T15:30:00,2021-09-04T15:30:00,1900-01-01T00:00:00,2021-09-04T15:30:00,200.1,207.63,147,152,45,45,62,40,0,0,19,8,8,41,102.422,2:01:38,0.219,0,"Noah Gragson won the 39th running of the Sport Clips Haircuts VFW Help a Hero 200 at Darlington Raceway, his thrid victory in the NASCAR Xfinity Series. Prior to the start of the race, the following cars dropped to the rear of the field under penalty for the reasons indicated: Nos. 52 (Missing the Drivers Meeting), 02 (Driver Change).",0,MRN,NBCSN,2200,TRUE,0,FALSE,0,-1,FALSE,4224,NA,Darlington
5112,2,2021,Go Bowling 250 ,1,FALSE,26,Richmond Raceway,2021-09-11T14:30:00,2021-09-11T14:30:00,1900-01-01T00:00:00,2021-09-11T14:30:00,187.5,187.5,250,250,75,75,100,40,0,0,15,8,9,58,83.364,2:14:57,0.381,0,"Noah Gragson has won the Go Bowling 250 at Richmond Raceway, his fourth victory in the NASCAR Xfinity Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty: No. 52 (Missing driver intros), Nos. 02 and 15 (Driver change). ",0,MRN,NBCSN,2332,TRUE,0,FALSE,0,-1,FALSE,4224,NA,Richmond
5113,2,2021,Food City 300,1,FALSE,14,Bristol Motor Speedway,2021-09-17T19:30:00,2021-09-17T19:30:00,1900-01-01T00:00:00,2021-09-17T19:30:00,159.9,163.1,300,306,85,85,136,40,0,0,11,7,10,72,75.026,2:10:26,0.082,0,"A.J. Allmendinger has won the Food City 300 at Bristol Motor Speedway, his ninth victory in the NASCAR Xfinity Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty: No. 1 (driver change). ",0,PRN,NBCSN,2153,TRUE,0,FALSE,0,-1,FALSE,3774,NA,Bristol
5114,2,2021,Alsco Uniforms 302,1,FALSE,42,Las Vegas Motor Speedway,2021-09-25T19:30:00,2021-09-25T16:30:00,1900-01-01T00:00:00,2021-09-25T19:30:00,302,301.5,201,201,45,45,111,40,0,0,13,7,6,32,123.509,2:26:28,4.398,0,"Josh Berry won the Alsco Uniforms 302 at Las Vegas Motor Speedway, his second NASCAR Xfinity Series victory.  Prior to the start of the race no cars were sent to the rear of the field.",0,PRN,NBCSN,4082,TRUE,1,FALSE,0,-1,FALSE,4123,NA,Las Vegas
5115,2,2021,Sparks 300 at Talladega,1,TRUE,82,Talladega Superspeedway,2021-10-02T16:30:00,2021-10-02T15:30:00,1900-01-01T00:00:00,2021-10-02T16:30:00,300.58,284.62,113,107,25,25,57,40,0,0,33,17,5,21,128.486,2:04:55,Caution,0,"Brandon Brown won the Sparks 300 at Talladega Superspeedway, his first career NASCAR Xfinity Series victory. Prior to the start of the race the following car dropped to the rear for the reason indicated: No. 11 (Inspection Violation).",0,MRN,NBCSN,5001,TRUE,1,FALSE,0,-1,FALSE,4118,NA,Talladega
5116,2,2021,Drive for the Cure 250 presented by Blue Cross Blue Shield of North Carolina,1,FALSE,210,Charlotte Motor Speedway Road Course,2021-10-09T15:00:00,2021-10-09T15:00:00,1900-01-01T00:00:00,2021-10-09T15:00:00,155.44,157.76,67,68,20,20,28,40,0,0,6,5,7,13,74.396,2:07:14,3.192,0,"A.J. Allmendinger has won the Drive for the Cure 250 presented by Blue Cross Blue Shield of North Carolina at Charlotte Motor Speedway Road Course, his 10th victory in the NASCAR Xfinity Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty: No. 1 (driver change). ",0,PRN,NBC,4742,TRUE,1,FALSE,0,-1,FALSE,3774,NA,ROVAL
5117,2,2021,Andy’s Frozen Custard 335,1,FALSE,43,Texas Motor Speedway,2021-10-16T15:00:00,2021-10-16T14:00:00,1900-01-01T00:00:00,2021-10-16T15:00:00,300,300,200,200,45,45,110,40,0,0,8,5,10,54,115.533,2:35:48,1.316,0,"John Hunter Nemechek won the Andy's Frozen Custard 335 at Texas Motor Speedway, his second NASCAR Xfinity Series victory.  Prior to the start of the race no cars were sent to the rear of the field. ",0,PRN,NBC,3794,TRUE,2,FALSE,0,-1,FALSE,4092,NA,Texas
5118,2,2021,Kansas Lottery 300,1,FALSE,41,Kansas Speedway,2021-10-23T15:00:00,2021-10-23T14:00:00,1900-01-01T00:00:00,2021-10-23T15:00:00,300,300,200,200,45,45,110,40,0,0,19,6,10,46,112.641,2:39:48,0.759,0,"Ty Gibbs won the Kansas Lottery 300 at Kansas Speedway, his fourth career NASCAR Xfinity Series victory. Prior to the start of the race, the following drivers dropped to the rear of the field for the reasons indicated: #17 and 61 (Driver Change).",0,MRN,NBC,2721,TRUE,2,FALSE,0,-1,FALSE,4368,NA,Kansas
5119,2,2021,Dead On Tools 250,1,FALSE,22,Martinsville Speedway,2021-10-30T18:00:00,2021-10-30T18:00:00,1900-01-01T00:00:00,2021-10-30T18:00:00,131.5,135.18,250,257,60,60,137,40,0,0,13,6,13,75,62.01,2:10:48,0.064,0,"Noah Gragson has won the Dead On Tools 250 at Martinsville Speedway, his fifth career victory in the NASCAR Xfinity Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty for the reason indicated: No. 07, 61 (Unapproved Adjustments).",0,MRN,NBCSN,4916,TRUE,2,FALSE,0,-1,FALSE,4224,NA,Martinsville
5120,2,2021,"NASCAR Xfinity Series Championship",1,FALSE,84,Phoenix Raceway,2021-11-06T20:30:00,2021-11-06T20:30:00,2021-11-06T17:30:00,2021-11-06T20:30:00,200,204,200,204,45,45,114,36,4180,131.902,16,5,10,61,85.845,2:22:35,0.030,0,"Daniel Hemric has won the NASCAR Xfinity Series Championship Race at Phoenix Raceway, his first career victory in the NASCAR Xfinity Series. Daniel Hemric has won the 2021 NASCAR Xfinity Series Championship. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty for the reason indicated: No. 66 (Unapproved adjustments), No. 07 (Backup car), No. 20 (Inspection infraction).",0,MRN,NBCSN,2860,TRUE,3,FALSE,0,-1,TRUE,4093,NA,Phoenix
