race_id,series_id,race_season,race_name,race_type_id,restrictor_plate,track_id,track_name,date_scheduled,race_date,qualifying_date,scheduled_distance,actual_distance,scheduled_laps,actual_laps,number_of_cars_in_field,pole_winner_driver_id,pole_winner_speed,pole_winner_laptime,number_of_lead_changes,number_of_leaders,number_of_cautions,number_of_caution_laps,average_speed,total_race_time,race_purse,race_comments,attendance,radio_broadcaster,television_broadcaster,master_race_id,short_name
4521,2,2016,Boyd Gaming 300,1,FALSE,42,Las Vegas Motor Speedway,2016-03-05T16:00:00,2016-03-05T16:00:00,2016-03-05T00:00:00,300,300,200,200,40,454,182.698,NA,2,2,3,15,145.415,02:03:47,0,"Kyle Busch won the Boyd Gaming 300 at Las Vegas Motor Speedway, his 78th career NASCAR XFINITY Series victory. Prior to the start of the 

race, the following cars dropped to the rear of the field: No. 15 (driver change) and No. 44 (unapproved adjustments).",0,PRN,FS1,2573,Las Vegas
4524,2,2016,O'Reilly Auto Parts 300,1,FALSE,43,Texas Motor Speedway,2016-04-08T20:30:00,2016-04-08T20:30:00,2016-04-08T00:00:00,300,300,200,200,40,454,188.475,NA,6,3,5,22,141.121,02:07:33,0,"Kyle Busch won the O'Reilly Auto Parts 300 at Texas Motor Speedway, his 80th NASCAR XFINITY Series victory. Prior to the start of the race, no cars dropped to the rear of the field.",0,PRN,FS1,2576,Texas
4549,2,2016,O'Reilly Auto Parts Challenge,1,FALSE,43,Texas Motor Speedway,2016-11-05T15:30:00,2016-11-05T15:30:00,2016-11-05T00:00:00,300,300,200,200,40,1816,186.909,NA,5,4,5,22,140.992,02:07:40,0,"Kyle Larson won the O'Reilly Auto Parts Challenge, his fifth career NASCAR XFINITY Series victory. Prior to the start of the race, the following car dropped to the rear of the field for the reason indicated: No. 07 (unapproved adjustments).",0,PRN,NBC,3794,Texas
4545,2,2016,VisitMyrtleBeach.com 300,1,FALSE,61,Kentucky Speedway,2016-09-24T20:00:00,2016-09-24T20:00:00,2016-09-24T00:00:00,300,300,200,200,40,4059,187.207,NA,16,8,12,64,106.751,02:48:37,0,"Elliott Sadler won the VisitMyrtleBeach.com 300, his 13th NASCAR XFINITY Series victory. Prior to the start of the race, the following cars dropped to the rear of the field for the reason indicated: No. 13 (driver change).",0,PRN,NBCSN,4082,Kentucky
4534,2,2016,Alsco 300,1,FALSE,61,Kentucky Speedway,2016-07-08T20:30:00,2016-07-08T20:30:00,2016-07-08T00:00:00,300,301.5,200,201,40,454,187.318,NA,11,6,5,22,144.258,02:05:24,0,"Kyle Busch won the Alsco 300 at Kentucky Speedway, his 81st career NASCAR XFINITY Series victory. Prior to the start of the race, the following cars dropped to the rear of the field for the reasons indicated: No. 3 and 13 (unapproved adjustments).",0,PRN,NBCSN,2709,Kentucky
4539,2,2016,Mid-Ohio Challenge,1,FALSE,72,Mid-Ohio Sports Car Course,2016-08-13T15:30:00,2016-08-13T15:30:00,2016-08-12T00:00:00,169.35,180,75,75,40,3776,96.374,NA,13,8,8,32,53.437,03:10:09,0,"Justin Marks won the Mid-Ohio Challenge at Mid-Ohio Sports Car Course, his 1st NASCAR XFINITY Series victory. Prior to the start of the race, the following cars dropped to the rear of the field for the reason indicated: No. 0, 3, 07, 22, 78, 93 (unapproved adjustments).",0,MRN,USA,4229,Mid-Ohio
4527,2,2016,Sparks Energy 300,1,TRUE,82,Talladega Superspeedway,2016-04-30T15:00:00,2016-04-30T15:00:00,2016-04-30T00:00:00,324.52,308.56,113,116,40,4131,181.168,NA,20,13,7,29,132.477,02:19:45,0,"Elliott Sadler won the Sparks Energy 300 at Talladega Superspeedway, his 11th career NASCAR XFINITY Series victory. Prior to the start of the race, the following cars dropped to the rear of the field for the reason indicated: No. 88 (missing driver intros), No. 85 (missing drivers meeting).",0,MRN,FOX,2447,Talladega
4522,2,2016,Axalta Faster. Tougher. Brighter. 200,1,FALSE,84,Phoenix International Raceway,2016-03-12T14:30:00,2016-03-12T14:30:00,2016-03-12T00:00:00,200,200,200,200,40,4059,136.789,NA,5,4,3,16,114.087,01:45:11,0,"Kyle Busch won the AXALTA Faster. Tougher. Brighter. 200 at Phoenix International Raceway, his 79th career NASCAR XFINITY Series victory. Prior to the start of the race, the following cars dropped to the rear of the field: Nos. 28 and 78 (unapproved adjustment); No. 15 (backup car and driver change).",0,MRN,FOX,2837,Phoenix
4550,2,2016,Ticket Galaxy 200,1,FALSE,84,Phoenix International Raceway,2016-11-12T19:30:00,2016-11-12T19:30:00,2016-11-12T00:00:00,200,200,200,200,40,454,136.132,NA,6,4,6,39,97.31,02:03:19,0,"Kyle Busch won the Ticket Galaxy 200 at Phoenix International Raceway, his 86th career NASCAR XFINITY Series victory. Prior to the start of the race, the following cars dropped to the rear of the field for the reason indicated: No. 22 and 24 (unapproved adjustments).",0,MRN,NBCSN,2860,Phoenix
4546,2,2016,Drive Sober 200,1,FALSE,103,Dover International Speedway,2016-10-01T15:00:00,2016-10-02T10:00:00,2016-10-01T00:00:00,200,200,200,200,40,4059,158.318,NA,11,7,4,35,104.076,01:55:18,0,"Daniel Suarez won the Drive Sober 200 at Dover International Speedway, his second career NASCAR XFINITY Series victory. Prior to the start of the race, the following cars dropped to the rear of the field for the reasons indicated: Nos. 15, 3 (unapproved adjustments) and Nos. 2, 18, 22 (driver change).",0,MRN,CNBC,2275,Dover
4530,2,2016,Ollie's Bargain Outlet 200,1,FALSE,103,Dover International Speedway,2016-05-14T14:00:00,2016-05-14T14:00:00,2016-05-14T00:00:00,200,120,200,120,40,4059,157.102,NA,4,3,2,10,122.867,00:58:36,0,"Erik Jones won the Ollie's Bargain Outlet 200 at Dover International Speedway, his fourth career NASCAR XFINITY Series victory. No cars started the race from the rear of the field.",0,MRN,FOX,2141,Dover
4533,2,2016,Subway Firecracker 250 Powered by Coca-Cola,1,TRUE,105,Daytona International Speedway,2016-07-01T19:30:00,2016-07-01T19:30:00,2016-07-01T00:00:00,250,257.5,100,103,40,2674,180.346,NA,19,12,8,33,121.192,02:07:29,0,"Aric Almirola won the Subway Firecracker 250 Powered by Coca-Cola, his second NASCAR XFINITY Series victory. Prior to the start of the race, the folllowing cars dropped to the rear of the field: #78 (unapproved adjustments).",0,MRN,NBCSN,2744,Daytona
4519,2,2016,PowerShares QQQ 300,1,TRUE,105,Daytona International Speedway,2016-02-20T15:30:00,2016-02-20T15:30:00,2016-02-20T00:00:00,300,300,120,120,40,4013,181.844,NA,19,9,4,17,151.176,01:59:04,0,"Chase Elliott won the Powershare QQQ 300 at Daytona International Speedway, his fifth career NASCAR XFINITY Series victory. Prior to the start of the race, no cars dropped to the rear of the field.",0,MRN,FS1,2131,Daytona
4520,2,2016,Heads Up Georgia 250,1,FALSE,111,Atlanta Motor Speedway,2016-02-27T13:30:00,2016-02-27T13:30:00,2016-02-27T00:00:00,300.3,251.02,163,163,40,454,185.499,NA,5,4,5,21,137.065,01:49:53,0,"Kyle Busch won the Heads Up Georgia 250 at Atlanta Motor Speedway, his 77th career NASCAR XFINITY Series victory. Prior to the start of the race, the 
following car dropped to the rear of the field: No. 25 (unapproved adjustments).",0,PRN,FS1,2432,Atlanta
4536,2,2016,Lilly Diabetes 250,1,FALSE,123,Indianapolis Motor Speedway,2016-07-23T15:30:00,2016-07-23T15:30:00,2016-07-23T00:00:00,250,157.5,100,63,40,454,181.939,NA,2,2,2,10,136.298,01:09:20,0,"Kyle Busch won the Lilly Diabetes 250 at Indianapolis Motor Speedway, his 83rd career NASCAR XFINITY Series victory.",0,IMS,NBCSN,4074,Indy
4531,2,2016,Menards 250 presented by Valvoline,1,FALSE,133,Michigan International Speedway,2016-06-11T13:30:00,2016-06-11T13:30:00,2016-06-11T00:00:00,250,250,125,125,40,4045,191.586,NA,11,7,3,14,155.952,01:36:11,0,"Daniel Suarez won the Menards 250 presented by Valvoline at Michigan International Speedway, his first NASCAR XFINITY Series victory. Prior to the start of the race, no cars dropped to the rear of the field.",0,MRN,FS1,2450,Michigan
4535,2,2016,AutoLotto 200 ,1,FALSE,138,New Hampshire Motor Speedway,2016-07-16T16:00:00,2016-07-16T16:00:00,2016-07-16T00:00:00,211.6,211.6,200,200,40,454,130.792,NA,3,3,7,37,98.789,02:08:31,0,"Kyle Busch won the AutoLotto 200 at New Hampshire Motor Speedway, his 82nd career NASCAR XFINITY Series victory. Prior to the start of the race, the following cars dropped to the rear of the field for the reason indicated: No. 07, 44 and 89 (unapproved adjustments), No. 14 (engine change).",0,PRN,NBCSN,2395,New Hampshire
4538,2,2016,Zippo 200 at The Glen,1,FALSE,157,Watkins Glen International,2016-08-06T14:00:00,2016-08-06T14:00:00,2016-08-05T00:00:00,200.9,200.9,82,82,40,3859,124.552,NA,8,5,6,18,87.496,02:17:46,0,"Joey Logano won the Zippo 200 at Watkins Glen International, his 26th career NASCAR XFINITY Series victory. Prior to the start of the race, the following cars dropped to the rear of the field for the reason indicated: No. 01, 14, 16, 25, 28, 40, 74, 77 (Unapproved adjustments).",0,MRN,CNBC,2530,Watkins-Glen
4547,2,2016,Blue Cross Blue Shield of North Carolina Drive for the Cure 300,1,FALSE,162,Charlotte Motor Speedway,2016-10-07T20:00:00,2016-10-09T16:30:00,2016-10-07T00:00:00,300,300,200,200,40,0,0,NA,12,5,4,19,143.56,02:05:23,0,"Joey Logano won the Drive for the Cure 300 at Charlotte Motor Speedway, his 27th career NASCAR XFINITY Series victory. Prior to the start of the race, the following cars dropped to the rear of the field for the reasons indicated: Nos. 13, 40 and 74 (missed drivers meeting).",0,PRN,NBCSN,2157,Charlotte
4529,2,2016,Hisense 4K TV 300,1,FALSE,162,Charlotte Motor Speedway,2016-05-28T14:30:00,2016-05-28T14:30:00,2016-05-28T00:00:00,300,309,200,206,40,4059,184.546,NA,21,10,8,54,114.515,02:41:54,0,"Denny Hamlin won the Hisense 4K TV 300 at Charlotte Motor Speedway, his 15th career NASCAR XFINITY Series victory. Prior to the start of the race, the following cars dropped to the rear of the field for the reason indicated: No. 25 and No. 43 (unapproved adjustments).",0,PRN,FS1,2143,Charlotte
4532,2,2016,Pocono Green 250,1,FALSE,198,Pocono Raceway,2016-06-04T13:00:00,2016-06-04T13:00:00,2016-06-04T00:00:00,250,132.5,100,53,40,4059,175.926,NA,6,5,5,14,118.421,01:07:08,0,"Kyle Larson won the Pocono Green 250 at Pocono Raceway, his fourth career NASCAR XFINITY Series victory. Prior to the start of the race, the following cars dropped to the rear of the field for the reason indicated: Nos. 14, 74 (unapproved adjustments).",0,MRN,FOX,4532,Pocono
4528,2,2016,American Ethanol E15 250 presented by Enogen,1,FALSE,206,Iowa Speedway,2016-06-19T13:30:00,2016-06-19T13:30:00,2016-06-18T00:00:00,218.75,218.75,250,250,40,4059,135.752,NA,10,4,6,33,102.659,02:07:51,0,"Sam Hornish Jr. won the American Ethanol E15 250 Presented by Enogen at Iowa Speedway, his fourth NASCAR XFINITY Series victory. Prior to the start of the race, the following cars dropped to the rear of the field for the reason indicated: Nos. 1, 20, 22 (unapproved body modifications); Nos. 4, 62 (unapproved adjustments).",0,MRN,FS1,3961,Iowa
4537,2,2016,US Cellular 250,1,FALSE,206,Iowa Speedway,2016-07-30T20:00:00,2016-07-30T20:00:00,2016-07-30T00:00:00,218.75,218.75,250,250,40,4113,132.811,NA,7,4,6,29,104.401,02:05:43,0,"Erik Jones won the U.S. Cellular 250 at Iowa Speedway, his fifth NASCAR XFINITY Series victory. Prior to the start of the race, the No. 52 dropped to the rear of the field for unapproved adjustments.",0,MRN,NBCSN,3713,Iowa
