Number,NASCARDriverID,Driver,FullName,Manufacturer,Sponsor,OverAllAvg,OverAllAvgRank,BestLapTime,BestLapRank,Con5Lap,Con5LapRank,Con10Lap,Con10LapRank,Con15Lap,Con15LapRank,Con20Lap,Con20LapRank,Con25Lap,Con25LapRank,Con30Lap,Con30LapRank,PracticeName,race_id
15,4342,Gray,Tanner Gray,Frd,Ford Performance,27.1416316,1,26.762,6,26.935,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5142
38,4231,Gilliland,Todd Gilliland,Frd,Frontline Enterprises Inc,27.1468333,2,26.501,1,27.49,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5142
21,4272,Smith (P),Zane Smith (P),Chv,MRC Construction,27.1939444,3,26.848,12,27.269,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5142
2,4204,Creed,Sheldon Creed,Chv,Liftkits4less.com,27.2566154,4,26.632,2,26.85,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5142
18,4312,Smith #,Chandler Smith #,Tyt,Safelite AutoGlass,27.2968636,5,26.683,4,26.881,2,27.253,1,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5142
16,4133,Hill,Austin Hill,Tyt,United Rentals,27.3122222,6,26.961,13,27.124,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5142
4,4092,Nemechek (P),John Hunter Nemechek (P),Tyt,Pye-Barker Fire & Safety,27.3241818,7,26.793,9,26.943,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5142
52,4205,Friesen,Stewart Friesen,Tyt,Halmar International,27.3292593,8,26.797,10,26.917,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5142
17,4406,Gray,Taylor Gray,Frd,FORD,27.35525,9,26.821,11,27.269,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5142
98,4268,Eckes,Christian Eckes,Tyt,Curb Records,27.3584783,10,26.767,7,27.015,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5142
23,4295,Purdy #,Chase Purdy #,Chv,BamaBuggies.com,27.4697727,11,27.018,14,27.279,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5142
88,694,Crafton (P),Matt Crafton (P),Tyt,Ideal Door/Menards,27.5057826,12,27.101,18,27.465,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5142
