vehicle_number,driver_name,vehicle_manufacturer,leader_lap,lap_count,pit_in_flag_status,pit_out_flag_status,pit_in_race_time,pit_out_race_time,total_duration,box_stop_race_time,box_leave_race_time,pit_stop_duration,in_travel_duration,out_travel_duration,pit_stop_type,left_front_tire_changed,left_rear_tire_changed,right_front_tire_changed,right_rear_tire_changed,previous_lap_time,next_lap_time,race_id
52,Stewart Friesen,Chevrolet,106,106,2,2,9209.7279,9287.84,78.112,9219.5266,9269.0753,49.5486,9.7986,18.7646,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4844
44,Timothy Peters,Chevrolet,106,106,2,2,9206.697,9256.375,49.6779,9220.3274,9248.4217,28.0942,13.6304,7.9532,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4844
22,Austin Wayne Self,Chevrolet,106,106,2,2,9206.604,9309.645,103.041,9225.2322,9303.7233,78.491,18.6282,5.9216,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4844
52,Stewart Friesen,Chevrolet,103,102,2,2,8775.758,8878.828,103.0699,8783.5176,8862.9629,79.4452,7.7596,15.865,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4844
68,Clay Greenfield,Chevrolet,103,101,2,2,8774.288,8896.323,122.0349,8792.4264,8887.5235,95.0971,18.1384,8.7994,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4844
68,Clay Greenfield,Chevrolet,101,100,2,2,8537.801,8650.099,112.298,8555.184,8642.0215,86.8374,17.383,8.0774,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4844
52,Stewart Friesen,Chevrolet,100,100,2,2,8504.678,8639.352,134.674,8514.0424,8622.6829,108.6405,9.3644,16.669,TWO_WHEEL_CHANGE_RIGHT,FALSE,FALSE,TRUE,TRUE,0,0,4844
17,David Gilliland,Toyota,99,99,2,2,8379.471,0,0,8397.2228,8412.2228,15,17.7518,0,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4844
22,Austin Wayne Self,Chevrolet,99,98,2,2,8299.115,8367.543,68.4279,8319.2104,8361.8525,42.6421,20.0954,5.6904,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4844
45,Ross Chastain(i),Chevrolet,99,98,2,2,8296.7549,8367.457,70.702,8309.7677,8358.2882,48.5205,13.0127,9.1687,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4844
68,Clay Greenfield,Chevrolet,99,98,2,2,8281.367,8365.897,84.53,8299.3231,8357.0995,57.7763,17.9561,8.7974,TWO_WHEEL_CHANGE_RIGHT,FALSE,FALSE,TRUE,TRUE,0,0,4844
44,Timothy Peters,Chevrolet,95,94,2,2,7992.606,8035.147,42.541,8006.1596,8027.4137,21.2541,13.5536,7.7332,TWO_WHEEL_CHANGE_RIGHT,FALSE,FALSE,TRUE,TRUE,0,0,4844
68,Clay Greenfield,Chevrolet,95,94,2,2,7979.128,8009.527,30.399,7996.1498,8000.6542,4.5044,17.0218,8.8727,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4844
68,Clay Greenfield,Chevrolet,94,93,2,2,7856.662,7911.587,54.925,7874.0897,7902.6845,28.5948,17.4277,8.9024,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4844
44,Timothy Peters,Chevrolet,94,93,2,2,7855.991,7896.882,40.8909,7870.3193,7888.604,18.2847,14.3283,8.2779,TWO_WHEEL_CHANGE_LEFT,TRUE,TRUE,FALSE,FALSE,0,0,4844
52,Stewart Friesen,Chevrolet,94,93,2,2,7802.71,7852.061,49.3509,7810.6583,7835.85,25.1916,7.9483,16.2109,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4844
63,Bobby Gerhart,Chevrolet,91,90,2,2,7492.696,7549.516,56.8199,7503.2787,7533.9421,30.6634,10.5827,15.5738,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4844
22,Austin Wayne Self,Chevrolet,91,90,2,2,7488.392,7533.71,45.318,7506.2816,7527.8361,21.5545,17.8896,5.8738,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4844
17,David Gilliland,Toyota,90,90,2,2,7474.306,7590.456,116.15,7492.3679,7585.3591,92.9911,18.0619,5.0968,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4844
8,Angela Ruch,Chevrolet,90,89,2,2,7352.638,7458.399,105.761,7367.7078,7445.4844,77.7766,15.0698,12.9145,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4844
45,Ross Chastain(i),Chevrolet,90,89,2,2,7351.364,7397.656,46.292,7364.7716,7387.7275,22.9559,13.4076,9.9284,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4844
63,Bobby Gerhart,Chevrolet,90,89,2,2,7347.802,7430.546,82.744,7358.3319,7412.38,54.0481,10.5299,18.1659,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4844
18,Harrison Burton #,Toyota,89,88,2,2,7278.387,7587.284,308.8969,7306.4457,7584.9884,278.5426,28.0587,2.2955,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4844
98,Grant Enfinger,Ford,80,78,2,2,6689.591,6755.293,65.7019,6699.8985,6742.4034,42.5049,10.3075,12.8895,ONE_WHEEL_CHANGE,FALSE,TRUE,FALSE,FALSE,0,0,4844
17,David Gilliland,Toyota,80,79,2,2,6564.8549,6597.263,32.408,6581.3781,6592.4889,11.1108,16.5231,4.774,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4844
2,Sheldon Creed #,Chevrolet,79,79,2,2,6560.388,6682.319,121.931,6570.8344,6669.5097,98.6752,10.4464,12.8092,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4844
4,Todd Gilliland,Toyota,78,78,2,2,6428.217,6515.058,86.841,6447.8104,6511.8658,64.0554,19.5934,3.1921,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4844
33,Josh Reaume,Chevrolet,67,67,2,2,5730.883,5757.5159,26.6329,5750.2991,5754.67,4.3709,19.4161,2.8459,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4844
63,Bobby Gerhart,Chevrolet,67,67,2,2,5729.938,5764.189,34.251,5739.5885,5746.4953,6.9067,9.6505,17.6936,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4844
98,Grant Enfinger,Ford,67,64,2,2,5652.1139,5726.508,74.394,5663.478,5713.0271,49.549,11.364,13.4808,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4844
2,Sheldon Creed #,Chevrolet,67,66,2,2,5610.812,5715.679,104.867,5621.401,5702.448,81.0469,10.589,13.2309,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4844
