vehicle_number,driver_name,vehicle_manufacturer,leader_lap,lap_count,pit_in_flag_status,pit_out_flag_status,pit_in_race_time,pit_out_race_time,total_duration,box_stop_race_time,box_leave_race_time,pit_stop_duration,in_travel_duration,out_travel_duration,pit_stop_type,left_front_tire_changed,left_rear_tire_changed,right_front_tire_changed,right_rear_tire_changed,previous_lap_time,next_lap_time,race_id
88,Matt Crafton,Ford,103,102,2,2,7248.052,7301.003,52.951,7253.6544,7286.4199,32.7655,5.6024,14.583,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4942
38,Todd Gilliland,Ford,102,102,2,2,7246.173,7310.192,64.019,7265.9331,7307.3071,41.374,19.7601,2.8848,ONE_WHEEL_CHANGE,FALSE,FALSE,TRUE,FALSE,0,0,4942
52,Stewart Friesen,Toyota,102,101,2,2,7240.948,7293.989,53.0409,7251.6524,7279.2462,27.5937,10.7044,14.7427,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4942
23,Brett Moffitt,Chevrolet,102,101,2,2,7129.384,7197.054,67.67,7132.2655,7180.0112,47.7456,2.8815,17.0427,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4942
4,Raphael Lessard #,Toyota,102,100,2,2,7108.373,7204.614,96.2409,7127.5265,7200.9736,73.447,19.1535,3.6403,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4942
52,Stewart Friesen,Toyota,101,100,2,2,7051.259,7115.334,64.0749,7061.7934,7101.6992,39.9058,10.5344,13.6347,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4942
88,Matt Crafton,Ford,101,100,2,2,6981.675,7100.804,119.1289,6987.6185,7083.9788,96.3603,5.9435,16.8251,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4942
30,Brennan Poole(i),Toyota,101,100,2,2,6980.057,7035.265,55.208,6996.1601,7029.5928,33.4327,16.1031,5.6721,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4942
2,Sheldon Creed,Chevrolet,101,100,2,2,6977.277,7088.642,111.3649,6979.7108,7069.4553,89.7445,2.4338,19.1866,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4942
04,Cory Roper,Ford,100,100,2,2,6973.745,7023.475,49.73,6993.4575,7018.1482,24.6907,19.7125,5.3267,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4942
7,Korbin Forrister,Toyota,100,100,2,2,6973.188,7030.507,57.3189,6986.484,7018.1482,31.6641,13.296,12.3587,TWO_WHEEL_CHANGE_RIGHT,FALSE,FALSE,TRUE,TRUE,0,0,4942
38,Todd Gilliland,Ford,100,100,2,2,6969.924,7106.338,136.4139,6988.8864,7103.594,114.7076,18.9624,2.7439,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4942
52,Stewart Friesen,Toyota,100,99,2,2,6924.67,6984.454,59.7839,6935.0996,6970.5008,35.4012,10.4296,13.9531,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4942
18,Christian Eckes #,Toyota,100,99,2,2,6892.878,7100.033,207.155,6909.6402,7089.281,179.6408,16.7622,10.7519,ONE_WHEEL_CHANGE,FALSE,FALSE,TRUE,FALSE,0,0,4942
51,Riley Herbst(i),Toyota,100,99,2,2,6851.376,6945.108,93.7319,6867.4311,6938.3864,70.9552,16.0551,6.7215,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4942
13,Johnny Sauter,Ford,100,99,2,2,6849.411,6965.956,116.545,6856.8874,6950.4376,93.5502,7.4764,15.5183,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4942
4,Raphael Lessard #,Toyota,100,98,2,2,6846.733,6973.57,126.8369,6866.0965,6969.9296,103.8331,19.3635,3.6403,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4942
52,Stewart Friesen,Toyota,99,98,2,2,6805.045,6853.695,48.6499,6816.3123,6839.9355,23.6231,11.2673,13.7594,TWO_WHEEL_CHANGE_RIGHT,FALSE,FALSE,TRUE,TRUE,0,0,4942
30,Brennan Poole(i),Toyota,99,98,2,2,6730.654,6808.731,78.0769,6749.9122,6802.9643,53.0521,19.2582,5.7666,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4942
88,Matt Crafton,Ford,98,98,2,2,6712.644,6844.346,131.7019,6720.0165,6828.0824,108.0658,7.3725,16.2635,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4942
13,Johnny Sauter,Ford,98,97,2,2,6663.322,6706.856,43.5339,6670.9664,6690.7916,19.8252,7.6444,16.0643,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4942
97,Jesse Little(i),Chevrolet,98,97,2,2,6651.276,0,0,6669.9978,7056.5075,386.5096,18.721800000000002,0,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4942
52,Stewart Friesen,Toyota,98,97,2,2,6650.077,6714.577,64.5,6662.1234,6699.2267,37.1033,12.0464,15.3502,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4942
20,Spencer Boyd,Chevrolet,98,97,2,2,6641.905,6776.285,134.38,6659.4207,6723.4152,63.9945,17.5157,52.8697,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4942
51,Riley Herbst(i),Toyota,98,97,2,2,6626.501,6692.075,65.5739,6642.8043,6684.9794,42.175,16.3033,7.0955,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4942
15,Tanner Gray #,Ford,98,97,2,2,6616.9,0,0,6633.5942,6648.5942,15,16.6942,0,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4942
18,Christian Eckes #,Toyota,98,97,2,2,6601.555,6704.539,102.9839,6618.1456,6692.657,74.5113,16.5906,11.8819,ONE_WHEEL_CHANGE,FALSE,FALSE,TRUE,FALSE,0,0,4942
4,Raphael Lessard #,Toyota,96,95,1,1,6512.558,6599.874,87.3159,6531.8906,6596.2336,64.3429,19.3326,3.6403,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4942
20,Spencer Boyd,Chevrolet,74,73,2,2,5349.759,5384.608,34.849,5366.1437,5378.1556,12.0118,16.3847,6.4523,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4942
44,Natalie Decker,Chevrolet,74,73,2,2,5348.236,5381.688,33.452,5369.08,5376.7876,7.7076,20.844,4.9003,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4942
9,Codie Rohrbaugh,Chevrolet,73,73,2,2,5346.779,5382.256,35.4769,5361.4391,5369.7139,8.2748,14.6601,12.542,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4942
3,Jordan Anderson,Chevrolet,73,73,2,2,5346.2299,5378.443,32.213,5362.8071,5370.9151,8.1079,16.5771,7.5278,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4942
7,Korbin Forrister,Toyota,73,73,2,2,5344.621,5377.651,33.0299,5358.5029,5363.2409,4.7379,13.8819,14.41,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4942
30,Brennan Poole(i),Toyota,72,71,2,2,5075.437,5108.37,32.9329,5092.0332,5102.8106,10.7773,16.5962,5.5593,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4942
33,Jason White,Chevrolet,71,70,2,2,4957.076,5026.987,69.911,4981.8209,5023.1284,41.3074,24.7449,3.8585,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4942
18,Christian Eckes #,Toyota,70,69,2,2,4813.171,4900.401,87.2299,4829.3003,4890.583,61.2826,16.1293,9.8179,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4942
21,Zane Smith #,Chevrolet,70,69,2,2,4813.124,4932.665,119.541,4817.5223,4914.5683,97.0459,4.3983,18.0966,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4942
33,Jason White,Chevrolet,70,69,2,2,4812.228,4883.16,70.9319,4836.4407,4879.5822,43.1415,24.2127,3.5777,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4942
30,Brennan Poole(i),Toyota,70,69,2,2,4811.937,4897.903,85.966,4828.4995,4892.5283,64.0287,16.5625,5.3746,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4942
44,Natalie Decker,Chevrolet,69,69,2,2,4802.226,4839.661,37.435,4823.1276,4834.6389,11.5113,20.9016,5.022,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4942
04,Cory Roper,Ford,69,68,2,2,4678.203,4724.945,46.7419,4698.334,4719.5216,21.1875,20.131,5.4233,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4942
23,Brett Moffitt,Chevrolet,69,67,2,2,4677.418,4714.487,37.069,4680.65,4696.6657,16.0157,3.232,17.8212,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4942
18,Christian Eckes #,Toyota,69,68,2,2,4675.023,4746.157,71.134,4688.4576,4735.889,47.4313,13.4346,10.2679,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4942
20,Spencer Boyd,Chevrolet,68,68,2,2,4667.2,4701.336,34.136,4683.2192,4694.3968,11.1776,16.0192,6.9391,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4942
33,Jason White,Chevrolet,68,68,2,2,4665.898,4722.905,57.0069,4690.1259,4719.288,29.162,24.2279,3.6169,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4942
