vehicle_number,driver_name,vehicle_manufacturer,leader_lap,lap_count,pit_in_flag_status,pit_out_flag_status,pit_in_race_time,pit_out_race_time,total_duration,box_stop_race_time,box_leave_race_time,pit_stop_duration,in_travel_duration,out_travel_duration,pit_stop_type,left_front_tire_changed,left_rear_tire_changed,right_front_tire_changed,right_rear_tire_changed,previous_lap_time,next_lap_time,race_id
19,Derek Kraus,Toyota,1,0,2,2,114.429,205.592,91.163,135.5396,200.2036,64.6639,21.1106,5.3883,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,5121
30,Danny Bohn,Toyota,2,1,2,2,244.916,322.983,78.067,254.9274,308.013,53.0856,10.0114,14.9699,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,5121
56,Gus Dean,Chevrolet,1,0,2,2,126.903,354.009,227.106,139.944,336.0033,196.0593,13.041,18.0056,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,5121
10,Jennifer Jo Cobb,Chevrolet,3,2,2,2,370.884,412.208,41.324,389.0299,402.2097,13.1797,18.1459,9.9982,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,5121
02,Kris Wright #,Chevrolet,3,2,2,2,362.982,448.763,85.7809,384.2589,445.2514,60.9925,21.2769,3.5115,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,5121
19,Derek Kraus,Toyota,3,2,2,2,371.311,434.104,62.793,394.2018,428.4683,34.2665,22.8908,5.6356,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,5121
30,Danny Bohn,Toyota,3,2,2,2,386.569,432.27,45.7009,396.0379,418.0258,21.9878,9.4689,14.2441,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,5121
9,Codie Rohrbaugh,Chevrolet,23,22,2,2,1633.608,1683.156,49.548,1639.8972,1662.2524,22.3552,6.2892,20.9035,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,5121
19,Derek Kraus,Toyota,22,22,2,2,1628.816,1661.835,33.019,1650.1405,1655.3122,5.1717,21.3245,6.5227,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,5121
99,Ben Rhodes,Toyota,22,22,2,2,1624.91,1655.112,30.202,1630.5204,1638.2946,7.7742000000000004,5.6104,16.8173,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,5121
04,Cory Roper,Ford,23,22,2,2,1632.588,1692.478,59.89,1651.1415,1684.2741,33.1325,18.5535,8.2038,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,5121
88,Matt Crafton,Toyota,22,22,2,2,1626.81,1748.202,121.392,1641.4644,1738.104,96.6395,14.6544,10.0979,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,5121
13,Johnny Sauter,Toyota,22,22,2,2,1624.74,1653.833,29.093,1632.6892,1637.7608,5.0716,7.9492,16.0721,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,5121
52,Stewart Friesen,Toyota,22,22,2,2,1626.098,1662.284,36.186,1633.59,1646.2856,12.6956,7.492,15.9983,TWO_WHEEL_CHANGE_LEFT,TRUE,TRUE,FALSE,FALSE,0,0,5121
17,David Gilliland,Ford,22,22,2,2,1625.631,1670.04,44.4089,1633.6568,1654.6439,20.9871,8.0258,15.396,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,5121
24,Raphael Lessard,Chevrolet,22,22,2,2,1623.51,1652.303,28.793,1635.5253,1640.9639,5.4386,12.0153,11.339,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,5121
33,Jason White,Chevrolet,23,22,2,2,1634.33,1695.592,61.262,1654.7117,1685.175,30.4633,20.3817,10.4169,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,5121
4,John Hunter Nemechek,Toyota,22,22,2,2,1624.458,1651.83,27.3719,1637.2603,1641.3309,4.0706,12.8023,10.499,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,5121
22,Austin Wayne Self,Chevrolet,22,22,2,2,1629.927,1663.439,33.512,1638.7294,1648.0718,9.3424,8.8024,15.3671,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,5121
45,Brett Moffitt,Chevrolet,22,22,2,2,1631.51,1671.279,39.769,1642.6332,1658.7156,16.0824,11.1232,12.5633,TWO_WHEEL_CHANGE_LEFT,TRUE,TRUE,FALSE,FALSE,0,0,5121
02,Kris Wright #,Chevrolet,23,22,2,2,1636.529,1720.375,83.846,1665.1219,1717.0063,51.8843,28.5929,3.3686,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,5121
23,Chase Purdy #,Chevrolet,22,22,2,2,1627.275,1690.536,63.2609,1645.3014,1671.9276,26.6262,18.0264,18.6083,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,5121
12,Tate Fogleman,Chevrolet,23,22,2,2,1635.651,1691.537,55.8859,1642.7666,1672.7294,29.9627,7.1156,18.8075,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,5121
