vehicle_number,driver_name,vehicle_manufacturer,leader_lap,lap_count,pit_in_flag_status,pit_out_flag_status,pit_in_race_time,pit_out_race_time,total_duration,box_stop_race_time,box_leave_race_time,pit_stop_duration,in_travel_duration,out_travel_duration,pit_stop_type,left_front_tire_changed,left_rear_tire_changed,right_front_tire_changed,right_rear_tire_changed,previous_lap_time,next_lap_time,pit_in_rank,pit_out_rank,positions_gained_lost,race_id
66,Ty Majeski,Toyota,22,22,2,2,1288.599,1317.807,29.208,1295.7705,1300.2418,4.4712,7.1715,17.5651,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,7,9,-2,5218
66,Ty Majeski,Toyota,42,42,2,2,2681.506,2793.164,111.658,2688.9927,2776.2706,87.2779,7.4867,16.8933,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,10,32,-22,5218
66,Ty Majeski,Toyota,44,43,2,2,2861.1439,2921.081,59.937,2869.7768,2904.3111,34.5342,8.6328,16.7698,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,32,32,0,5218
66,Ty Majeski,Toyota,64,64,2,2,4088.888,4131.294,42.4059,4096.325,4114.743,18.418,7.437,16.5509,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,22,28,-6,5218
66,Ty Majeski,Toyota,81,80,2,2,5127.299,5160.622,33.323,5135.4473,5143.255,7.8076,8.1483,17.3669,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,22,23,-1,5218
4,John Hunter Nemechek,Toyota,22,22,2,2,1286.5,1315.249,28.749,1297.8726,1303.9456,6.0729,11.3726,11.3033,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,1,6,-5,5218
4,John Hunter Nemechek,Toyota,42,42,2,2,2678.255,2718.799,40.5439,2689.5265,2708.0116,18.485,11.2715,10.7873,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,1,10,-9,5218
4,John Hunter Nemechek,Toyota,64,64,2,2,4080.46,4108.189,27.729,4092.0208,4097.3927,5.3719,11.5608,10.7962,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,1,5,-4,5218
4,John Hunter Nemechek,Toyota,99,99,2,2,6694.371,6825.021,130.6499,6717.1655,6812.2889,95.1234,22.7945,12.732,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,11,18,-7,5218
4,John Hunter Nemechek,Toyota,101,100,2,2,6936.947,7059.583,122.6359,6950.3719,7047.5149,97.143,13.4249,12.068,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,21,24,-3,5218
4,John Hunter Nemechek,Toyota,104,102,1,1,7270.252,7321.955,51.7029,7281.9454,7310.7569,28.8115,11.6934,11.198,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,21,23,-2,5218
18,Chandler Smith,Toyota,22,22,2,2,1286.784,1316.386,29.6019,1296.0708,1303.2115,7.1407,9.2868,13.1744,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,2,8,-6,5218
18,Chandler Smith,Toyota,42,42,2,2,2678.918,2723.303,44.3849,2688.1919,2708.3786,20.1866,9.2739,14.9243,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,3,18,-15,5218
18,Chandler Smith,Toyota,64,64,2,2,4086.495,4118.694,32.199,4096.7254,4105.4005,8.6751,10.2304,13.2934,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,17,18,-1,5218
18,Chandler Smith,Toyota,66,65,2,2,4219.0649,4263.898,44.833,4230.3276,4250.9478,20.6202,11.2626,12.9501,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,19,29,-10,5218
18,Chandler Smith,Toyota,100,99,2,2,6782.554,6944.388,161.8339,6793.8456,6931.0776,137.232,11.2916,13.3103,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,24,26,-2,5218
18,Chandler Smith,Toyota,102,101,2,2,7114.196,7164.626,50.43,7123.8833,7151.5886,27.7052,9.6873,13.0373,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,22,24,-2,5218
16,Tyler Ankrum,Toyota,22,22,2,2,1289.5429,1320.455,30.912,1305.4137,1312.2538,6.8401,15.8707,8.2011,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,10,13,-3,5218
16,Tyler Ankrum,Toyota,42,42,2,2,2680.1439,2722.302,42.158,2695.399,2714.4513,19.0522,15.255,7.8506,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,7,16,-9,5218
16,Tyler Ankrum,Toyota,64,64,2,2,4082.197,4113.151,30.9539,4097.2592,4104.7332,7.4739,15.0622,8.4177,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,6,8,-2,5218
52,Stewart Friesen,Toyota,22,22,2,2,1287.179,1315.667,28.4879,1297.906,1303.0781,5.172,10.727,12.5888,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,3,7,-4,5218
52,Stewart Friesen,Toyota,42,42,2,2,2685.203,2740.558,55.355,2696.9005,2727.631,30.7304,11.6975,12.9269,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,19,27,-8,5218
52,Stewart Friesen,Toyota,64,64,2,2,4084.495,4113.313,28.818,4095.2239,4100.7626,5.5387,10.7289,12.5503,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,12,9,3,5218
52,Stewart Friesen,Toyota,80,80,2,2,5123.775,5169.639,45.864,5135.147,5157.2689,22.1218,11.372,12.37,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,17,27,-10,5218
52,Stewart Friesen,Toyota,83,82,2,2,5384.4889,5414.8239,30.335,5396.0785,5401.8843,5.8058,11.5895,12.9396,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,23,30,-7,5218
52,Stewart Friesen,Toyota,102,101,2,2,6980.083,7116.404,136.321,6991.6805,7103.458,111.7774,11.5975,12.9459,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,12,20,-8,5218
51,Corey Heim #,Toyota,22,22,2,2,1287.516,1331.25,43.7339,1296.004,1313.7234,17.7193,8.488,17.5265,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4,21,-17,5218
51,Corey Heim #,Toyota,24,23,2,2,1427.8,1550.96,123.16,1436.8476,1536.7464,99.8988,9.0476,14.2135,TWO_WHEEL_CHANGE_RIGHT,FALSE,FALSE,TRUE,TRUE,0,0,23,32,-9,5218
51,Corey Heim #,Toyota,25,24,2,2,1610.266,1704.569,94.3029,1619.3023,1690.3224,71.0201,9.0363,14.2465,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,32,35,-3,5218
51,Corey Heim #,Toyota,43,41,2,2,2808.407,2912.795,104.3879,2816.7221,2898.837,82.1149,8.3151,13.9579,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,34,35,-1,5218
51,Corey Heim #,Toyota,62,59,1,1,3905.917,3955.171,49.2539,3915.241,3941.2174,25.9764,9.324,13.9535,TWO_WHEEL_CHANGE_RIGHT,FALSE,FALSE,TRUE,TRUE,0,0,34,34,0,5218
51,Corey Heim #,Toyota,65,62,2,2,4213.625,4309.01,95.385,4221.8505,4295.0884,73.2379,8.2255,13.9215,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,33,33,0,5218
51,Corey Heim #,Toyota,80,76,2,2,5033.012,5207.075,174.063,5043.3534,5192.6974,149.344,10.3414,14.3775,TWO_WHEEL_CHANGE_RIGHT,FALSE,FALSE,TRUE,TRUE,0,0,32,32,0,5218
51,Corey Heim #,Toyota,82,77,2,2,5275.689,5408.05,132.3609,5285.1327,5391.2654,106.1327,9.4437,16.7845,ONE_WHEEL_CHANGE,FALSE,FALSE,FALSE,TRUE,0,0,32,32,0,5218
51,Corey Heim #,Toyota,97,91,1,1,6472.571,0,0,6482.1065,6497.1065,15,9.5355,0,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,31,31,0,5218
23,Grant Enfinger,Chevrolet,22,22,2,2,1288.154,1320.061,31.9069,1306.2479,1315.5238,9.2759,18.0939,4.5371,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,6,11,-5,5218
23,Grant Enfinger,Chevrolet,42,42,2,2,2682.266,2722.181,39.9149,2701.1714,2717.9548,16.7833,18.9054,4.2261,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,12,15,-3,5218
23,Grant Enfinger,Chevrolet,64,64,2,2,4083.333,4115.369,32.0359,4101.6969,4110.8726,9.1756,18.3639,4.4963,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,9,14,-5,5218
17,Riley Herbst(i),Ford,22,22,2,2,1291.8409,1341.864,50.023,1306.8818,1333.3144,26.4326,15.0408,8.5495,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,16,28,-12,5218
17,Riley Herbst(i),Ford,42,42,2,2,2684.814,2736.972,52.158,2699.1535,2727.4714,28.3179,14.3395,9.5005,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,18,25,-7,5218
17,Riley Herbst(i),Ford,45,44,2,2,2946.544,2985.511,38.967,2962.9376,2976.0524,13.1148,16.3936,9.4585,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,20,28,-8,5218
17,Riley Herbst(i),Ford,64,64,2,2,4082.896,4113.5649,30.6689,4096.9985,4105.1314,8.1329,14.1025,8.4335,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,8,11,-3,5218
17,Riley Herbst(i),Ford,99,99,2,2,6690.8459,6850.534,159.688,6712.0705,6841.1614,129.0909,21.2245,9.3725,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,6,24,-18,5218
17,Riley Herbst(i),Ford,102,101,2,2,6990.943,7048.092,57.1489,7006.7966,7039.3294,32.5328,15.8536,8.7625,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,18,16,2,5218
02,Jesse Little,Chevrolet,22,22,2,2,1293.253,1327.873,34.62,1313.3216,1325.0665,11.7448,20.0686,2.8064,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,19,19,0,5218
02,Jesse Little,Chevrolet,24,23,2,2,1426.027,1471.2059,45.1789,1445.3561,1467.9119,22.5557,19.3291,3.294,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,20,29,-9,5218
02,Jesse Little,Chevrolet,25,24,2,2,1563.771,1608.075,44.304,1583.8323,1604.8528,21.0204,20.0613,3.2221,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,30,30,0,5218
02,Jesse Little,Chevrolet,43,42,2,2,2690.454,2732.067,41.6129,2710.0469,2729.366,19.319,19.5929,2.7009,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,26,23,3,5218
02,Jesse Little,Chevrolet,64,64,2,2,4086.023,4118.86,32.8369,4105.5673,4116.0442,10.4769,19.5443,2.8157,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,16,19,-3,5218
02,Jesse Little,Chevrolet,66,65,2,2,4219.5739,4251.097,31.523,4241.2717,4248.2118,6.9401,21.6977,2.8851,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,20,24,-4,5218
02,Jesse Little,Chevrolet,82,81,2,2,5254.277,5298.789,44.5119,5273.8873,5296.1428,22.2555,19.6103,2.6461,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,17,28,-11,5218
45,Lawless Alan #,Chevrolet,7,6,1,1,348.967,394.004,45.037,357.1161,378.6705,21.5544,8.1491,15.3334,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,36,36,0,5218
45,Lawless Alan #,Chevrolet,23,22,2,2,1420.247,1459.152,38.9049,1428.506,1443.1873,14.6812,8.259,15.9646,TWO_WHEEL_CHANGE_RIGHT,FALSE,FALSE,TRUE,TRUE,0,0,35,34,1,5218
45,Lawless Alan #,Chevrolet,44,43,2,2,2824.463,2868.729,44.2659,2832.5053,2852.6921,20.1867,8.0423,16.0368,TWO_WHEEL_CHANGE_LEFT,TRUE,TRUE,FALSE,FALSE,0,0,28,28,0,5218
45,Lawless Alan #,Chevrolet,45,44,2,2,2951.721,2980.462,28.7409,2959.2684,2965.0407,5.7722,7.5474,15.4212,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,29,25,4,5218
45,Lawless Alan #,Chevrolet,64,64,2,2,4088.057,4123.208,35.1509,4095.7244,4107.1689,11.4445,7.6674,16.039,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,20,24,-4,5218
45,Lawless Alan #,Chevrolet,100,99,2,2,6704.045,6838.13,134.085,6717.6336,6820.1688,102.5352,13.5886,17.9611,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,20,20,0,5218
45,Lawless Alan #,Chevrolet,101,100,2,2,6938.304,7015.773,77.469,6947.8361,6998.7532,50.9171,9.5321,17.0197,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,22,22,0,5218
45,Lawless Alan #,Chevrolet,103,102,1,1,7269.575,0,0,7279.3095,7296.1595,16.85,9.7345,0,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,23,23,0,5218
24,Jack Wood #,Chevrolet,22,22,2,2,1296.069,1336.763,40.6939,1313.1547,1326.7347,13.5799,17.0857,10.0282,TWO_WHEEL_CHANGE_LEFT,TRUE,TRUE,FALSE,FALSE,0,0,25,25,0,5218
24,Jack Wood #,Chevrolet,42,42,2,2,2686.395,2724.652,38.257,2700.4707,2714.0509,13.5801,14.0757,10.601,TWO_WHEEL_CHANGE_RIGHT,FALSE,FALSE,TRUE,TRUE,0,0,21,19,2,5218
44,Kris Wright,Chevrolet,23,22,2,2,1298.131,1337.804,39.673,1307.6492,1321.83,14.1807,9.5182,15.9739,TWO_WHEEL_CHANGE_RIGHT,FALSE,FALSE,TRUE,TRUE,0,0,30,26,4,5218
44,Kris Wright,Chevrolet,43,42,2,2,2687.891,2733.1439,45.2529,2696.4,2715.5524,19.1523,8.509,17.5915,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,22,24,-2,5218
44,Kris Wright,Chevrolet,64,64,2,2,4087.506,4122.791,35.285,4095.6577,4107.2023,11.5446,8.1517,15.5886,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,19,23,-4,5218
44,Kris Wright,Chevrolet,65,65,2,2,4206.49,4238.503,32.0129,4214.4787,4222.8202,8.3415,7.9887,15.6827,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,1,19,-18,5218
44,Kris Wright,Chevrolet,66,66,1,1,4356.675,4420.6049,63.9299,4365.7315,4405.324,39.5925,9.0565,15.2809,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,24,30,-6,5218
44,Kris Wright,Chevrolet,82,81,2,2,5265.588,5322.951,57.363,5273.5546,5307.229,33.6743,7.9666,15.7219,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,30,29,1,5218
44,Kris Wright,Chevrolet,85,84,2,2,5591.6139,5645.769,54.155,5600.0856,5630.431,30.3454,8.4716,15.3379,TWO_WHEEL_CHANGE_RIGHT,FALSE,FALSE,TRUE,TRUE,0,0,29,29,0,5218
44,Kris Wright,Chevrolet,87,86,2,2,5786.553,5898.454,111.9009,5795.6194,5882.598,86.9786,9.0664,15.8559,TWO_WHEEL_CHANGE_LEFT,TRUE,TRUE,FALSE,FALSE,0,0,29,29,0,5218
44,Kris Wright,Chevrolet,100,100,2,2,6845.748,6933.963,88.215,6854.0071,6918.847,64.8399,8.2591,15.1159,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,9,19,-10,5218
7,Austin Hill(i),Chevrolet,22,22,2,2,1289.884,1338.174,48.2899,1295.7705,1320.4953,24.7248,5.8865,17.6786,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,11,27,-16,5218
7,Austin Hill(i),Chevrolet,42,42,2,2,2680.996,2711.837,30.8409,2687.291,2694.1979,6.9068,6.295,17.639,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,9,6,3,5218
7,Austin Hill(i),Chevrolet,44,44,2,2,2937.706,3051.775,114.0689,2944.5531,3034.3075,89.7543,6.8471,17.4674,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,2,31,-29,5218
7,Austin Hill(i),Chevrolet,66,65,2,2,4241.12,4302.828,61.708,4247.5121,4285.9718,38.4596,6.3921,16.8561,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,30,30,0,5218
7,Austin Hill(i),Chevrolet,97,96,1,1,6449.847,6489.327,39.48,6456.492,6472.1076,15.6156,6.645,17.2193,TWO_WHEEL_CHANGE_RIGHT,FALSE,FALSE,TRUE,TRUE,0,0,25,29,-4,5218
7,Austin Hill(i),Chevrolet,102,101,2,2,6982.106,7077.594,95.488,6988.445,7057.9807,69.5357,6.339,19.6132,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,15,17,-2,5218
98,Christian Eckes,Toyota,22,22,2,2,1292.455,1323.253,30.798,1307.2154,1313.5885,6.373,14.7604,9.6644,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,17,16,1,5218
98,Christian Eckes,Toyota,42,42,2,2,2679.274,2722.915,43.641,2693.2302,2713.0165,19.7863,13.9562,9.8984,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4,17,-13,5218
98,Christian Eckes,Toyota,64,64,2,2,4083.999,4115.206,31.207,4098.6272,4106.4015,7.7742000000000004,14.6282,8.8044,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,11,12,-1,5218
12,Spencer Boyd,Chevrolet,23,23,2,2,1419.295,1462.98,43.6849,1433.0773,1450.4945,17.4172,13.7823,12.4854,TWO_WHEEL_CHANGE_LEFT,TRUE,TRUE,FALSE,FALSE,0,0,7,26,-19,5218
12,Spencer Boyd,Chevrolet,43,43,2,2,2812.2579,2855.201,42.943,2824.4296,2843.6821,19.2524,12.1716,11.5188,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,8,25,-17,5218
12,Spencer Boyd,Chevrolet,65,65,2,2,4213.317,4252.661,39.344,4227.0911,4241.1048,14.0137,13.7741,11.5561,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,11,25,-14,5218
12,Spencer Boyd,Chevrolet,81,80,2,2,5132.39,5171.527,39.1369,5147.4258,5159.4582,12.0324,15.0358,12.0687,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,29,28,1,5218
12,Spencer Boyd,Chevrolet,100,99,2,2,6734.007,6824.274,90.267,6750.8438,6810.8912,60.0473,16.8368,13.3827,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,22,17,5,5218
12,Spencer Boyd,Chevrolet,102,101,2,2,6980.932,7034.98,54.0479,6994.6438,7022.2262,27.5823,13.7118,12.7537,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,13,14,-1,5218
22,Austin Wayne Self,Chevrolet,22,22,2,2,1294.458,1333.5619,39.1039,1303.3116,1317.6591,14.3474,8.8536,15.9028,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,23,23,0,5218
22,Austin Wayne Self,Chevrolet,42,42,2,2,2679.858,2728.308,48.4499,2688.1919,2713.2501,25.0581,8.3339,15.0578,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,6,22,-16,5218
22,Austin Wayne Self,Chevrolet,64,64,2,2,4084.849,4116.986,32.1369,4093.4221,4101.8971,8.4749,8.5731,15.0888,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,13,16,-3,5218
22,Austin Wayne Self,Chevrolet,99,99,2,2,6695.611,6840.964,145.353,6711.294,6823.6054,112.3113,15.683,17.3585,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,13,21,-8,5218
22,Austin Wayne Self,Chevrolet,102,101,2,2,6986.754,7086.642,99.8879,6995.2479,7071.2094,75.9614,8.4939,15.4325,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,17,18,-1,5218
40,Dean Thompson #,Chevrolet,22,22,2,2,1294.896,1433.385,138.489,1305.1486,1420.4647,115.316,10.2526,12.9202,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,24,33,-9,5218
40,Dean Thompson #,Chevrolet,25,23,2,2,1558.367,1683.538,125.171,1570.1189,1670.5517,100.4327,11.7519,12.9862,ONE_WHEEL_CHANGE,TRUE,FALSE,FALSE,FALSE,0,0,33,36,-3,5218
40,Dean Thompson #,Chevrolet,39,36,1,1,2363.13,0,0,2378.3774,2393.3774,15,15.2474,0,TWO_WHEEL_CHANGE_LEFT,TRUE,TRUE,FALSE,FALSE,0,0,36,36,0,5218
91,Colby Howard,Toyota,22,22,2,2,1290.578,1328.505,37.927,1310.5188,1324.6995,14.1806,19.9408,3.8054,TWO_WHEEL_CHANGE_LEFT,TRUE,TRUE,FALSE,FALSE,0,0,13,20,-7,5218
91,Colby Howard,Toyota,42,42,2,2,2682.699,2716.693,33.994,2702.4727,2711.782,9.3092,19.7737,4.9109,TWO_WHEEL_CHANGE_RIGHT,FALSE,FALSE,TRUE,TRUE,0,0,13,8,5,5218
91,Colby Howard,Toyota,64,64,2,2,4081.612,4112.338,30.7259,4100.9628,4108.5036,7.5407,19.3508,3.8343,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4,6,-2,5218
9,Blaine Perkins #,Chevrolet,22,22,2,2,1291.468,1326.589,35.1209,1304.5128,1315.9242,11.4113,13.0448,10.6647,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,15,18,-3,5218
9,Blaine Perkins #,Chevrolet,43,42,2,2,2689.451,2747.3739,57.9229,2701.9389,2735.8725,33.9335,12.4879,11.5014,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,24,28,-4,5218
9,Blaine Perkins #,Chevrolet,45,44,2,2,2947.694,2981.898,34.204,2961.8032,2970.0112,8.208,14.1092,11.8867,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,22,26,-4,5218
9,Blaine Perkins #,Chevrolet,65,64,2,2,4090.267,4128.618,38.351,4103.7322,4117.1787,13.4464,13.4652,11.4392,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,27,26,1,5218
9,Blaine Perkins #,Chevrolet,80,80,2,2,5122.588,5173.027,50.439,5135.6141,5161.3063,25.6921,13.0261,11.7206,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,15,29,-14,5218
9,Blaine Perkins #,Chevrolet,99,99,2,2,6673.326,0,0,6692.3658,6720.9939,28.6281,19.0398,0,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,1,28,-27,5218
38,Zane Smith,Ford,22,22,2,2,1287.834,1333.1869,45.3529,1302.9446,1326.0006,23.056,15.1106,7.1863,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,5,22,-17,5218
38,Zane Smith,Ford,42,42,2,2,2682.995,2717.721,34.726,2698.9359,2710.6142,11.6782,15.9409,7.1067,TWO_WHEEL_CHANGE_RIGHT,FALSE,FALSE,TRUE,TRUE,0,0,14,9,5,5218
38,Zane Smith,Ford,64,64,2,2,4080.714,4112.692,31.978,4095.9246,4105.3671,9.4425,15.2106,7.3248,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,2,7,-5,5218
32,Bret Holmes,Chevrolet,22,22,2,2,1289.276,1323.804,34.528,1300.175,1309.9182,9.7431,10.899,13.8857,TWO_WHEEL_CHANGE_RIGHT,FALSE,FALSE,TRUE,TRUE,0,0,9,17,-8,5218
32,Bret Holmes,Chevrolet,42,42,2,2,2683.413,2738.004,54.5909,2694.7651,2702.5395,7.7743,11.3521,35.4645,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,15,26,-11,5218
32,Bret Holmes,Chevrolet,44,43,2,2,2823.746,2874.151,50.4049,2835.1079,2858.6981,23.5901,11.3619,15.4528,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,26,30,-4,5218
32,Bret Holmes,Chevrolet,45,44,2,2,3068.719,0,0,3082.026,3097.026,15,13.307,0,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,32,32,0,5218
42,Carson Hocevar,Chevrolet,23,22,2,2,1296.628,1351.695,55.067,1320.6622,1345.3197,24.6575,24.0342,6.3752,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,27,30,-3,5218
42,Carson Hocevar,Chevrolet,43,43,2,2,2808.837,2851.87,43.0329,2826.6651,2846.5183,19.8531,17.8281,5.3516,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,1,24,-23,5218
42,Carson Hocevar,Chevrolet,45,44,2,2,2949.428,2983.839,34.411,2970.6461,2977.653,7.0068,21.2181,6.1859,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,24,27,-3,5218
42,Carson Hocevar,Chevrolet,64,64,2,2,4087.093,4121.828,34.735,4105.1002,4116.478,11.3777,18.0072,5.3499,TWO_WHEEL_CHANGE_RIGHT,FALSE,FALSE,TRUE,TRUE,0,0,18,22,-4,5218
42,Carson Hocevar,Chevrolet,81,80,2,2,5131.821,5165.677,33.8559,5151.9636,5160.1385,8.1748,20.1426,5.5384,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,28,26,2,5218
42,Carson Hocevar,Chevrolet,101,101,2,2,6974.017,7014.62,40.603,6991.7139,7009.0311,17.3172,17.6969,5.5888,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,7,12,-5,5218
25,Matt Dibenedetto,Chevrolet,23,23,2,2,1416.607,1465.943,49.336,1436.4462,1460.9373,24.491,19.8392,5.0056,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,1,27,-26,5218
25,Matt Dibenedetto,Chevrolet,43,43,2,2,2810.823,2845.813,34.99,2831.5366,2842.4475,10.9108,20.7136,3.3654,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4,23,-19,5218
25,Matt Dibenedetto,Chevrolet,65,65,2,2,4211.312,4257.095,45.783,4232.1961,4254.0842,21.8881,20.8841,3.0107,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,5,27,-22,5218
25,Matt Dibenedetto,Chevrolet,82,81,2,2,5256.321,5288.654,32.333,5276.2563,5285.0649,8.8086,19.9353,3.589,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,19,26,-7,5218
15,Tanner Gray,Ford,22,22,2,2,1288.907,1319.488,30.581,1298.4065,1303.612,5.2054,9.4995,15.8759,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,8,10,-2,5218
15,Tanner Gray,Ford,42,42,2,2,2681.822,2724.975,43.1529,2691.5952,2710.414,18.8187,9.7732,14.5609,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,11,20,-9,5218
15,Tanner Gray,Ford,64,64,2,2,4082.551,4115.3549,32.8039,4091.9874,4100.6292,8.6417,9.4364,14.7257,TWO_WHEEL_CHANGE_RIGHT,FALSE,FALSE,TRUE,TRUE,0,0,7,13,-6,5218
28,Bryan Dauzat,Chevrolet,13,12,1,1,653.745,684.058,30.3129,675.7382,678.2074,2.4691,21.9932,5.8505,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,33,35,-2,5218
28,Bryan Dauzat,Chevrolet,38,36,1,1,2278.96,2334.276,55.3159,2300.4973,2327.2766,26.7792,21.5373,6.9993,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,34,35,-1,5218
