Number,NASCARDriverID,Driver,FullName,Manufacturer,Sponsor,OverAllAvg,OverAllAvgRank,BestLapTime,BestLapRank,Con5Lap,Con5LapRank,Con10Lap,Con10LapRank,Con15Lap,Con15LapRank,Con20Lap,Con20LapRank,Con25Lap,Con25LapRank,Con30Lap,Con30LapRank,PracticeName,race_id
16,3774,Allmendinger,AJ Allmendinger,Chv,Hyperice,137.2646,1,136.189,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5104
9,4224,Gragson,Noah Gragson,Chv,Bass Pro Shops/TrueTimber/BRCC,138.078,2,138.078,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5104
18,4093,Hemric,Daniel Hemric,Tyt,Poppy Bank,138.58425,3,136.961,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5104
07,4213,Bilicki(i),Josh Bilicki(i),Chv,Insurance King/DITEC,139.164,4,139.164,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5104
22,4180,Cindric,Austin Cindric,Frd,Menards/Richmond,139.221,5,135.096,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5104
90,4317,Pardus,Preston Pardus,Chv,Chinchor Electric/Danus,139.4808333,6,138.204,12,139.688,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5104
54,454,Busch(i),Kyle Busch(i),Tyt,M&M's Ice Cream,139.5121111,7,137.502,7,138.286,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5104
5,3816,Lally,Andy Lally,Tyt,Alpha Prime Regimen,139.7888,8,138.294,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5104
31,4191,Grala(i),Kaz Grala(i),Chv,Ruedebusch.com,140.5428571,9,138.677,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5104
92,4106,Williams,Josh Williams,Chv,Alloy Employer Services,141.2562,10,139.727,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5104
68,4118,Brown,Brandon Brown,Chv,Sim Seats,141.8466667,11,140.427,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5104
99,1416,Harvick(i),Kevin Harvick(i),Frd,Henry Repeating Arms,141.9624,12,138.847,22,140.73,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5104
48,4346,Buford #,Jade Buford #,Chv,Big Machine Spiked Coolers,142.6494286,13,138.345,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5104
36,4225,Labbe,Alex Labbe,Chv,Can-Am,143.2724,14,137.635,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5104
19,4085,Jones,Brandon Jones,Tyt,Toyota,144.0586667,15,138.812,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5104
13,1965,Leicht,Stephen Leicht,Tyt,Janiking,144.1485,16,140.817,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5104
61,2883,Said,Boris Said,Tyt,Kunes RV,144.1704,17,139.329,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5104
6,4390,Pumpelly,Spencer Pumpelly,Chv,TeamJDMotorsports.com,144.37525,18,138.505,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5104
44,3902,Martins,Tommy Joe Martins,Chv,Gilreath Farms Red Angus,145.205,19,139.058,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5104
66,4381,Jaskol,Matt Jaskol,Tyt,Auto Parts 4 Less,145.3634286,20,138.772,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5104
42,3984,Hill(i),Timmy Hill(i),Tyt,,145.6966667,21,140.117,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5104
1,3861,Annett,Michael Annett,Chv,Allstate Peterbilt Group 50th,146.232125,22,139.727,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5104
52,4103,Gaulding,Gray Gaulding,Chv,,147.8804286,23,140.87,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5104
2,4223,Snider,Myatt Snider,Chv,Shore Lunch,148.2534444,24,138.464,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5104
0,3894,Earnhardt,Jeffrey Earnhardt,Chv,ForeverLawn,148.9864286,25,142.004,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5104
74,4257,Currey(i),Bayley Currey(i),Chv,Belmont Classic Cars,149.4185,26,142.011,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5104
4,3808,Cassill,Landon Cassill,Chv,Voyager,150.47725,27,141.698,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5104
81,4368,Gibbs #,Ty Gibbs #,Tyt,Monster Energy,151.044,28,137.086,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5104
39,3884,Sieg,Ryan Sieg,Frd,CMR Construction and Roofing/A-Game,151.3476667,29,139.239,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5104
11,4172,Haley,Justin Haley,Chv,LeafFilter Gutter Protection,151.4154286,30,137.599,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5104
7,34,Allgaier,Justin Allgaier,Chv,BRANDT,152.0968571,31,136.17,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5104
26,4364,Wright(i),Kris Wright(i),Tyt,Wright Automotive,152.9675714,32,140.555,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5104
10,4018,Burton,Jeb Burton,Chv,Nutrien Ag Solutions,153.1336,33,136.084,2,151.255,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5104
8,4327,Mayer,Sam Mayer,Chv,QPS Employment Group,153.393375,34,139.712,31,141.385,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5104
23,4196,Decker,Natalie Decker,Chv,NERD Focus,154.0951429,35,150.68,43,153.382,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5104
51,595,Clements,Jeremy Clements,Chv,Whitetail Smokeless,154.1008,36,137.921,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5104
17,4125,Ware,Cody Ware,Frd,Nurtec ODT,154.3415714,37,139.479,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5104
78,4029,Ellis,Ryan Ellis,Tyt,Rich Mar Florist,154.6144,38,138.654,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5104
47,4187,Weatherman,Kyle Weatherman,Chv,Axe Crossbows,154.74725,39,139.059,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5104
15,4344,Howard,Colby Howard,Chv,Project Hope Foundation,154.9816667,40,144.275,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5104
02,4038,Moffitt,Brett Moffitt,Chv,Our Motorsports,155.4424286,41,139.563,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5104
20,4217,Burton,Harrison Burton,Tyt,DEX Imaging,162.4711429,42,138.429,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5104
98,4269,Herbst,Riley Herbst,Frd,Monster Energy,168.4993333,43,139.308,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5104
