Number,NASCARDriverID,Driver,FullName,Manufacturer,Sponsor,OverAllAvg,OverAllAvgRank,BestLapTime,BestLapRank,Con5Lap,Con5LapRank,Con10Lap,Con10LapRank,Con15Lap,Con15LapRank,Con20Lap,Con20LapRank,Con25Lap,Con25LapRank,Con30Lap,Con30LapRank,PracticeName,race_id
54,454,Busch(i),Kyle Busch(i),Tyt,M&M's,31.1599048,1,30.746,1,30.861,1,31.197,1,31.234,1,31.295,1,NA,NA,NA,NA,Final Practice,5102
16,3774,Allmendinger,AJ Allmendinger,Chv,Hyperice,31.2770455,2,30.998,3,31.085,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5102
20,4217,Burton,Harrison Burton,Tyt,DEX Imaging,31.2941154,3,30.978,2,31.073,2,31.268,2,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5102
18,4093,Hemric,Daniel Hemric,Tyt,Poppy Bank,31.3505172,4,31.033,4,31.083,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5102
22,4180,Cindric,Austin Cindric,Frd,Car Shop,31.3543636,5,31.037,5,31.355,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5102
19,4085,Jones,Brandon Jones,Tyt,Menards/Delta Faucets,31.3700714,6,31.133,8,31.32,9,31.45,5,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5102
8,4123,Berry #,Josh Berry #,Chv,iRacing,31.4092143,7,31.054,6,31.442,12,31.473,7,31.489,2,NA,NA,NA,NA,NA,NA,Final Practice,5102
7,34,Allgaier,Justin Allgaier,Chv,Unilever Dollar General LF,31.4162759,8,31.212,13,31.304,8,31.463,6,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5102
98,4269,Herbst,Riley Herbst,Frd,Monster Energy,31.4575455,9,31.099,7,31.225,6,31.444,3,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5102
2,4223,Snider,Myatt Snider,Chv,Crosley Furniture,31.5267297,10,31.169,11,31.205,5,31.526,8,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5102
9,4224,Gragson,Noah Gragson,Chv,Bass Pro Shops/TrueTimber/BRCC,31.5486829,11,31.189,12,31.27,7,31.447,4,31.605,3,NA,NA,NA,NA,NA,NA,Final Practice,5102
39,3884,Sieg,Ryan Sieg,Frd,A-Game/CMR Construction and Roofing/A-Game,31.5804,12,31.162,10,31.613,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5102
11,4172,Haley,Justin Haley,Chv,LeafFilter Gutter Protection,31.5984815,13,31.261,15,31.445,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5102
61,4133,Hill(i),Austin Hill(i),Tyt,AISIN,31.6387692,14,31.258,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5102
10,4018,Burton,Jeb Burton,Chv,Nutrien Ag Solutions,31.6580526,15,31.372,17,31.581,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5102
31,4065,Reddick(i),Tyler Reddick(i),Chv,Bommarito Automotive Group,31.6758095,16,31.383,18,31.634,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5102
99,4285,Parsons,Stefan Parsons,Tyt,Springrates/Dogecoin,31.7159375,17,31.505,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5102
02,4038,Moffitt,Brett Moffitt,Chv,Our Motorsports,31.7248333,18,31.401,19,31.631,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5102
