Number,NASCARDriverID,Driver,FullName,Manufacturer,Sponsor,OverAllAvg,OverAllAvgRank,BestLapTime,BestLapRank,Con5Lap,Con5LapRank,Con10Lap,Con10LapRank,Con15Lap,Con15LapRank,Con20Lap,Con20LapRank,Con25Lap,Con25LapRank,Con30Lap,Con30LapRank,PracticeName,race_id
16,3774,Allmendinger,AJ Allmendinger,Chv,Ellsworth Advisors,47.5801538,1,47.227,4,47.456,2,47.509,1,NA,NA,NA,NA,NA,NA,NA,NA,Practice 1,4909
11,4172,Haley,Justin Haley,Chv,LeafFilter Gutter Protection,47.6345,2,47.226,3,47.531,3,47.546,2,NA,NA,NA,NA,NA,NA,NA,NA,Practice 1,4909
10,4001,Chastain,Ross Chastain,Chv,Nutrien Ag Solutions,47.6693571,3,47.225,2,47.456,1,47.548,3,NA,NA,NA,NA,NA,NA,NA,NA,Practice 1,4909
8,4018,Burton,Jeb Burton,Chv,LS Tractor,47.7495556,4,47.248,6,47.596,6,47.636,5,47.682,1,NA,NA,NA,NA,NA,NA,Practice 1,4909
21,4223,Snider,Myatt Snider,Chv,TaxSlayer,47.7623846,5,47.361,12,47.554,4,47.629,4,NA,NA,NA,NA,NA,NA,NA,NA,Practice 1,4909
66,3984,Hill,Timmy Hill,Frd,VSI Racing/RoofClaim.com,47.8366667,6,47.439,16,47.653,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Practice 1,4909
20,4217,Burton #,Harrison Burton #,Tyt,Dex Imaging,47.8744444,7,47.407,14,47.694,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Practice 1,4909
18,4269,Herbst #,Riley Herbst #,Tyt,Monster,47.8762273,8,47.382,13,47.683,11,47.742,9,47.739,2,NA,NA,NA,NA,NA,NA,Practice 1,4909
22,4180,Cindric,Austin Cindric,Frd,MoneyLion,47.9272632,9,47.258,7,47.566,5,47.658,6,47.771,3,NA,NA,NA,NA,NA,NA,Practice 1,4909
19,4085,Jones,Brandon Jones,Tyt,Interstate Batteries,47.94955,10,47.408,15,47.641,8,47.663,7,NA,NA,NA,NA,NA,NA,NA,NA,Practice 1,4909
98,4228,Briscoe,Chase Briscoe,Frd,Highpoint.com,47.9943333,11,47.296,10,47.605,7,47.68,8,NA,NA,NA,NA,NA,NA,NA,NA,Practice 1,4909
68,4118,Brown,Brandon Brown,Chv,Larry's Lemonade,48.0554286,12,47.292,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Practice 1,4909
1,3861,Annett,Michael Annett,Chv,AHA/Pilot Flying J,48.192076900000004,13,47.286,8,47.712,13,47.806,10,NA,NA,NA,NA,NA,NA,NA,NA,Practice 1,4909
36,4225,Labbe,Alex Labbe,Chv,Globocam/Rousseau,48.316,14,48.238,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Practice 1,4909
39,3884,Sieg,Ryan Sieg,Chv,CMR Roofing,48.35025,15,48.095,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Practice 1,4909
7,34,Allgaier,Justin Allgaier,Chv,BRANDT,48.4457692,16,47.342,11,47.844,14,48.296,12,NA,NA,NA,NA,NA,NA,NA,NA,Practice 1,4909
08,4313,Graf Jr #,Joe Graf Jr #,Chv,CORE Development Group,48.5405,17,48.434,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Practice 1,4909
02,4038,Moffitt(i),Brett Moffitt(i),Chv,Plan B Sales,48.6105333,18,47.241,5,47.861,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Practice 1,4909
