Number,NASCARDriverID,Driver,FullName,Manufacturer,Sponsor,OverAllAvg,OverAllAvgRank,BestLapTime,BestLapRank,Con5Lap,Con5LapRank,Con10Lap,Con10LapRank,Con15Lap,Con15LapRank,Con20Lap,Con20LapRank,Con25Lap,Con25LapRank,Con30Lap,Con30LapRank,PracticeName,race_id
43,4059,Jones,Erik Jones,Chv,The Morgan Law Group,33.7691,1,32.827,27,33.484,31,33.716,26,33.781,22,NA,NA,NA,NA,NA,NA,Final Practice,5181
5,4030,Larson (P),Kyle Larson (P),Chv,Valvoline,33.8104375,2,32.596,15,32.949,10,33.316,9,33.466,4,33.576,2,33.707,2,33.807,2,Final Practice,5181
8,4065,Reddick,Tyler Reddick,Chv,3CHI,33.8305806,3,32.348,3,33,11,33.297,8,33.418,1,33.571,1,33.685,1,33.789,1,Final Practice,5181
16,3774,Allmendinger(i),AJ Allmendinger(i),Chv,Ed Morse Automotive Group,33.8816154,4,32.464,7,32.852,5,33.207,2,33.466,5,33.676,6,33.849,8,NA,NA,Final Practice,5181
1,4001,Chastain (P),Ross Chastain (P),Chv,Kubota,33.8864643,5,32.377,6,32.76,2,33.196,1,33.434,2,33.668,5,33.771,3,NA,NA,Final Practice,5181
31,4172,Haley,Justin Haley,Chv,LeafFilter Gutter Protection,33.89512,6,32.5,9,32.717,1,33.213,3,33.517,8,33.734,10,33.895,11,NA,NA,Final Practice,5181
20,4153,Bell (P),Christopher Bell (P),Tyt,Rheem - WATTS,33.9092609,7,32.35,4,33.005,14,33.877,29,34.085,28,NA,NA,NA,NA,NA,NA,Final Practice,5181
24,4184,Byron (P),William Byron (P),Chv,Liberty University,33.9313667,8,32.535,12,32.879,6,33.223,4,33.469,6,33.66,4,33.818,6,33.931,4,Final Practice,5181
11,1361,Hamlin (P),Denny Hamlin (P),Tyt,FedEx Ground,33.9320882,9,32.732,24,33.002,12,33.318,10,33.547,11,33.696,7,33.806,4,33.892,3,Final Practice,5181
19,3368,Truex Jr.,Martin Truex Jr.,Tyt,Bass Pro Shops,33.9511333,10,32.681,20,33.058,17,33.372,14,33.557,12,33.7,8,33.827,7,33.951,5,Final Practice,5181
