Number,NASCARDriverID,Driver,FullName,Manufacturer,Sponsor,OverAllAvg,OverAllAvgRank,BestLapTime,BestLapRank,Con5Lap,Con5LapRank,Con10Lap,Con10LapRank,Con15Lap,Con15LapRank,Con20Lap,Con20LapRank,Con25Lap,Con25LapRank,Con30Lap,Con30LapRank,PracticeName,race_id
5,4030,Larson,Kyle Larson,Chv,HendrickCars.com,30.0046667,1,29.589,1,29.88,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5161
1,4001,Chastain,Ross Chastain,Chv,Advent Health,30.2106471,2,29.703,3,30.537,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5161
7,4096,LaJoie,Corey LaJoie,Chv,The USO & Coca-Cola,30.2355,3,30.013,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5161
24,4184,Byron,William Byron,Chv,Liberty University Patriotic,30.2907647,4,29.897,12,30.04,8,30.393,5,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5161
20,4153,Bell,Christopher Bell,Tyt,Yahoo!,30.2922105,5,29.983,15,30.164,11,30.274,3,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5161
2,4180,Cindric #,Austin Cindric #,Frd,Menards/Cardell Cabinetry,30.3076471,6,29.705,4,29.976,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5161
23,4025,Wallace,Bubba Wallace,Tyt,McDonald's,30.3089375,7,29.937,13,30.108,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5161
18,454,Busch,Kyle Busch,Tyt,M&M's Red White and Blue,30.3682778,8,29.753,6,30.427,18,30.607,10,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5161
48,4045,Bowman,Alex Bowman,Chv,Ally Patriotic,30.3746471,9,29.637,2,29.923,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5161
11,1361,Hamlin,Denny Hamlin,Tyt,FedEx Ground,30.40405,10,29.758,7,30.018,6,30.59,9,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5161
15,4070,Preece(i),Ryan Preece(i),Frd,Hunt Brothers Pizza,30.4255556,11,30.188,20,30.308,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5161
9,4062,Elliott,Chase Elliott,Chv,NAPA,30.4596842,12,29.963,14,30.099,9,30.275,4,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5161
19,3368,Truex Jr.,Martin Truex Jr.,Tyt,Bass Pro Shops Red White and Blue,30.4990455,13,29.73,5,29.877,1,30.139,1,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5161
45,453,Busch,Kurt Busch,Tyt,Monster Energy,30.5078333,14,30.075,17,30.364,15,30.426,6,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5161
12,4023,Blaney,Ryan Blaney,Frd,BodyArmor EDGE,30.5485,15,29.847,9,30.023,7,30.182,2,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5161
43,4059,Jones,Erik Jones,Chv,FOCUSfactor,30.5795882,16,29.885,11,30.476,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5161
