Number,NASCARDriverID,Driver,FullName,Manufacturer,Sponsor,OverAllAvg,OverAllAvgRank,BestLapTime,BestLapRank,Con5Lap,Con5LapRank,Con10Lap,Con10LapRank,Con15Lap,Con15LapRank,Con20Lap,Con20LapRank,Con25Lap,Con25LapRank,Con30Lap,Con30LapRank,PracticeName,race_id
18,454,Busch,Kyle Busch,Tyt,M&M's,30.5133704,1,29.744,2,29.991,1,30.347,6,30.406,6,30.394,2,30.409,1,NA,NA,Final Practice,5150
20,4153,Bell,Christopher Bell,Tyt,DeWalt,30.5565484,2,29.755,3,30.233,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5150
7,4096,LaJoie,Corey LaJoie,Chv,Fraternal Order of Eagles,30.6730541,3,30.029,21,30.325,17,30.533,26,30.617,21,NA,NA,NA,NA,NA,NA,Final Practice,5150
22,3859,Logano,Joey Logano,Frd,Shell Pennzoil,30.675,4,29.823,5,30.279,11,30.312,3,30.465,7,30.485,7,30.596,5,NA,NA,Final Practice,5150
41,4104,Custer,Cole Custer,Frd,Dixie Vodka,30.6756545,5,30.005,18,30.29,15,30.385,9,30.479,9,30.53,8,30.5,4,30.527,1,Final Practice,5150
9,4062,Elliott,Chase Elliott,Chv,NAPA Auto Parts,30.676875,6,29.882,11,30.261,7,30.304,2,30.36,2,30.418,3,NA,NA,NA,NA,Final Practice,5150
8,4065,Reddick,Tyler Reddick,Chv,3CHI,30.6829636,7,29.885,12,30.268,9,30.36,7,30.396,5,30.43,4,NA,NA,NA,NA,Final Practice,5150
2,4180,Cindric #,Austin Cindric #,Frd,Menards/Knauf,30.7050909,8,29.946,16,30.368,24,30.418,11,30.479,10,30.556,10,NA,NA,NA,NA,Final Practice,5150
23,4025,Wallace,Bubba Wallace,Tyt,McDonald's,30.7851351,9,30.019,20,30.315,16,30.437,12,30.551,14,30.61,12,30.661,6,NA,NA,Final Practice,5150
12,4023,Blaney,Ryan Blaney,Frd,BodyArmor,30.7962931,10,30.058,25,30.285,12,30.374,8,30.396,4,30.455,6,30.496,3,30.531,2,Final Practice,5150
6,1816,Keselowski,Brad Keselowski,Chv,Kohler Generators,30.8118367,11,30.222,34,30.478,32,30.565,29,30.564,15,30.57,11,30.661,7,NA,NA,Final Practice,5150
38,4231,Gilliland #,Todd Gilliland #,Frd,Georgia Peanuts,30.8140833,12,30.161,29,30.345,18,30.498,20,30.55,13,NA,NA,NA,NA,NA,NA,Final Practice,5150
45,453,Busch,Kurt Busch,Tyt,Monster Energy,30.8149259,13,30.195,32,30.364,23,30.501,21,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5150
48,4045,Bowman,Alex Bowman,Chv,Ally,30.8323158,14,30.242,35,30.409,26,30.445,14,30.587,19,30.729,15,NA,NA,NA,NA,Final Practice,5150
5,4030,Larson,Kyle Larson,Chv,HendrickCars.com,30.8583137,15,30.036,23,30.27,10,30.314,4,30.39,3,30.445,5,30.495,2,NA,NA,Final Practice,5150
