Number,NASCARDriverID,Driver,FullName,Manufacturer,Sponsor,OverAllAvg,OverAllAvgRank,BestLapTime,BestLapRank,Con5Lap,Con5LapRank,Con10Lap,Con10LapRank,Con15Lap,Con15LapRank,Con20Lap,Con20LapRank,Con25Lap,Con25LapRank,Con30Lap,Con30LapRank,PracticeName,race_id
1,4001,Chastain (P),Ross Chastain (P),Chv,Tootsies Orchid Lounge,29.94075,1,29.452,2,29.603,2,29.747,2,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5180
22,3859,Logano (P),Joey Logano (P),Frd,Pennzoil,29.979,2,29.679,10,29.846,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5180
45,4025,Wallace,Bubba Wallace,Tyt,McDonald's,30.0059412,3,29.724,14,29.779,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5180
12,4023,Blaney (P),Ryan Blaney (P),Frd,Menards/Knauf,30.0108065,4,29.425,1,29.488,1,29.615,1,29.688,1,29.779,1,29.881,1,29.99,1,Final Practice,5180
18,454,Busch,Kyle Busch,Tyt,M&M's,30.0153125,5,29.711,12,29.916,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5180
43,4059,Jones,Erik Jones,Chv,FOCUSfactor,30.0302222,6,29.453,3,29.618,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5180
16,3774,Allmendinger(i),AJ Allmendinger(i),Chv,Celsius,30.0491579,7,29.511,4,29.721,6,29.894,4,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5180
48,4224,Gragson(i),Noah Gragson(i),Chv,Ally/Koker's Garage,30.0641429,8,29.793,21,29.844,12,30.057,10,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5180
31,4172,Haley,Justin Haley,Chv,LeafFilter Gutter Protection,30.0665625,9,29.779,18,29.831,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5180
8,4065,Reddick,Tyler Reddick,Chv,ALSCO,30.0896842,10,29.804,22,29.851,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5180
5,4030,Larson (P),Kyle Larson (P),Chv,HendrickCars.com,30.0902353,11,29.755,17,29.962,22,30.095,11,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5180
99,4113,Suarez,Daniel Suarez,Chv,Kid Rock's Honky Tonk,30.1046667,12,29.642,8,29.729,7,30.219,13,30.269,5,NA,NA,NA,NA,NA,NA,Final Practice,5180
10,40,Almirola,Aric Almirola,Frd,Smithfield,30.1124,13,29.594,6,29.667,4,29.837,3,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5180
