Number,NASCARDriverID,Driver,FullName,Manufacturer,Sponsor,OverAllAvg,OverAllAvgRank,BestLapTime,BestLapRank,Con5Lap,Con5LapRank,Con10Lap,Con10LapRank,Con15Lap,Con15LapRank,Con20Lap,Con20LapRank,Con25Lap,Con25LapRank,Con30Lap,Con30LapRank,PracticeName,race_id
23,4025,Wallace,Bubba Wallace,Tyt,Wheaties,41.9373333,1,41.824,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5147
43,4059,Jones,Erik Jones,Chv,FOCUSfactor,42.5803636,2,41.935,10,42.651,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5147
47,3888,Stenhouse Jr.,Ricky Stenhouse Jr.,Chv,Ralphs/Honey Nut Cheerios,42.7116923,3,42.03,12,42.536,3,42.878,4,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5147
24,4184,Byron Jr.,William Byron Jr.,Chv,Axalta,42.7771429,4,41.817,6,42.678,7,42.979,6,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5147
5,4030,Larson,Kyle Larson,Chv,HendrickCars.com,42.7934545,5,41.994,11,42.945,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5147
8,4065,Reddick,Tyler Reddick,Chv,Lenovo,42.8061667,6,41.746,3,42.805,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5147
9,4062,Elliott,Chase Elliott,Chv,NAPA Auto Parts,42.8668667,7,42.385,21,42.695,8,42.833,1,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5147
34,3832,McDowell,Michael McDowell,Frd,Stage Front,42.8867778,8,42.119,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5147
18,454,Busch,Kyle Busch,Tyt,Interstate Batteries,42.9197692,9,41.58,2,42.53,2,42.847,2,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5147
48,4045,Bowman,Alex Bowman,Chv,Ally,42.9274444,10,41.811,5,42.768,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5147
12,4023,Blaney,Ryan Blaney,Frd,Wurth,43.0245333,11,42.211,17,42.834,12,43.12,9,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5147
31,4172,Haley,Justin Haley,Chv,LeafFilter Gutter Protection,43.0495714,12,42.3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5147
20,4153,Bell,Christopher Bell,Tyt,Rheem,43.0689333,13,41.866,9,42.601,4,42.9,5,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5147
19,3368,Truex Jr.,Martin Truex Jr.,Tyt,Reser's Fine Foods,43.0925,14,42.178,16,43.107,19,43.279,11,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5147
6,1816,Keselowski,Brad Keselowski,Frd,Violet Defense,43.1230769,15,41.847,8,42.673,6,43.094,8,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5147
