Number,NASCARDriverID,Driver,FullName,Manufacturer,Sponsor,OverAllAvg,OverAllAvgRank,BestLapTime,BestLapRank,Con5Lap,Con5LapRank,Con10Lap,Con10LapRank,Con15Lap,Con15LapRank,Con20Lap,Con20LapRank,Con25Lap,Con25LapRank,Con30Lap,Con30LapRank,PracticeName,race_id
24,4184,Byron,William Byron,Chv,RaptorTough.com,20.2394545,1,20.058,7,20.123,4,20.14,2,20.15,1,NA,NA,NA,NA,NA,NA,Final Practice,5153
5,4030,Larson,Kyle Larson,Chv,HendrickCars.com,20.268,2,20.055,6,20.103,3,20.131,1,20.155,3,20.177,3,20.198,2,20.268,3,Final Practice,5153
18,454,Busch,Kyle Busch,Tyt,M&M's Crunchy Cookie,20.2966,3,20.032,2,20.133,6,20.141,3,20.152,2,20.171,2,20.278,7,NA,NA,Final Practice,5153
48,4045,Bowman,Alex Bowman,Chv,Ally,20.3342105,4,20.04,4,20.127,5,20.151,4,20.199,5,20.244,6,20.266,4,20.291,7,Final Practice,5153
16,3774,Allmendinger(i),AJ Allmendinger(i),Chv,Action Industries,20.345875,5,20.118,11,20.177,8,20.259,16,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5153
12,4023,Blaney,Ryan Blaney,Frd,Advance Auto Parts,20.3507736,6,20.148,15,20.189,12,20.209,9,20.236,10,20.247,8,20.251,3,20.258,2,Final Practice,5153
45,453,Busch,Kurt Busch,Tyt,McDonald's/Money Lion,20.3565588,7,20.11,10,20.195,13,20.212,10,20.214,7,20.222,4,20.305,9,NA,NA,Final Practice,5153
10,40,Almirola,Aric Almirola,Frd,Smithfield Spirals,20.3685918,8,20.125,12,20.174,7,20.227,11,20.253,11,20.27,10,20.277,6,20.282,4,Final Practice,5153
9,4062,Elliott,Chase Elliott,Chv,LLumar,20.3727719,9,19.995,1,20.084,1,20.151,5,20.163,4,20.164,1,20.172,1,20.192,1,Final Practice,5153
8,4065,Reddick,Tyler Reddick,Chv,3CHI,20.3782,10,20.089,8,20.195,14,20.26,17,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5153
6,1816,Keselowski,Brad Keselowski,Frd,Fastenal,20.3806452,11,20.133,14,20.186,10,20.252,14,20.293,15,20.323,13,NA,NA,NA,NA,Final Practice,5153
2,4180,Cindric #,Austin Cindric #,Frd,Menards/Moen,20.3888125,12,20.094,9,20.187,11,20.208,8,20.223,8,20.246,7,20.282,8,20.289,6,Final Practice,5153
23,4025,Wallace,Bubba Wallace,Tyt,DoorDash,20.3919688,13,20.038,3,20.101,2,20.172,6,20.2,6,20.233,5,20.395,11,NA,NA,Final Practice,5153
17,3989,Buescher,Chris Buescher,Frd,Fastenal,20.3948519,14,20.165,16,20.243,21,20.304,20,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5153
22,3859,Logano,Joey Logano,Frd,Shell Pennzoil,20.3949107,15,20.167,17,20.178,9,20.207,7,20.232,9,20.251,9,20.274,5,20.288,5,Final Practice,5153
20,4153,Bell,Christopher Bell,Tyt,Yahoo!,20.4140313,16,20.055,5,20.207,16,20.263,18,20.28,13,NA,NA,NA,NA,NA,NA,Final Practice,5153
41,4104,Custer,Cole Custer,Frd,HaasTooling.com,20.415625,17,20.186,22,20.226,20,20.254,15,20.28,14,20.318,12,NA,NA,NA,NA,Final Practice,5153
19,3368,Truex Jr.,Martin Truex Jr.,Tyt,Bass Pro Shops,20.4427619,18,20.182,21,20.212,18,20.23,12,20.263,12,20.292,11,20.347,10,NA,NA,Final Practice,5153
1,4001,Chastain,Ross Chastain,Chv,GoPro,20.4480769,19,20.175,20,20.205,15,20.236,13,20.356,18,NA,NA,NA,NA,NA,NA,Final Practice,5153
99,4113,Suarez,Daniel Suarez,Chv,GoPro,20.4668438,20,20.17,18,20.225,19,20.295,19,20.342,16,NA,NA,NA,NA,NA,NA,Final Practice,5153
21,4217,Burton #,Harrison Burton #,Frd,Motorcraft/Quick Lane,20.469064500000002,21,20.276,29,20.316,26,20.338,22,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5153
11,1361,Hamlin,Denny Hamlin,Tyt,Sport Clips Haircuts,20.47075,22,20.212,23,20.343,29,20.368,24,20.393,19,NA,NA,NA,NA,NA,NA,Final Practice,5153
4,1416,Harvick,Kevin Harvick,Frd,Subway,20.4898571,23,20.212,24,20.251,22,20.312,21,20.353,17,20.501,14,NA,NA,NA,NA,Final Practice,5153
3,3873,Dillon,Austin Dillon,Chv,Get Bioethanol,20.4976579,24,20.276,30,20.322,27,20.362,23,20.413,20,NA,NA,NA,NA,NA,NA,Final Practice,5153
38,4231,Gilliland #,Todd Gilliland #,Frd,Cross Country Adjusting,20.51156,25,20.235,27,20.3,25,20.44,27,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5153
14,4228,Briscoe,Chase Briscoe,Frd,Mahindra Tractors,20.528,26,20.126,13,20.21,17,20.682,30,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5153
42,4013,Dillon,Ty Dillon,Chv,Chevyliners.com,20.5318667,27,20.27,28,20.299,24,20.369,25,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5153
47,3888,Stenhouse Jr.,Ricky Stenhouse Jr.,Chv,Kroger/Louisiana Hot Sauce,20.5765,28,20.309,31,20.43,32,20.502,29,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5153
31,4172,Haley,Justin Haley,Chv,LeafFilter Gutter Protection,20.6035625,29,20.173,19,20.281,23,20.73,31,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5153
34,3832,McDowell,Michael McDowell,Frd,Navage Nasal Care,20.6343571,30,20.336,32,20.398,31,20.452,28,20.482,21,NA,NA,NA,NA,NA,NA,Final Practice,5153
