Number,NASCARDriverID,Driver,FullName,Manufacturer,Sponsor,OverAllAvg,OverAllAvgRank,BestLapTime,BestLapRank,Con5Lap,Con5LapRank,Con10Lap,Con10LapRank,Con15Lap,Con15LapRank,Con20Lap,Con20LapRank,Con25Lap,Con25LapRank,Con30Lap,Con30LapRank,PracticeName,race_id
5,4030,Larson (P),Kyle Larson (P),Chv,HendrickCars.com,15.5687826,1,15.388,7,15.43,4,15.475,3,15.482,1,15.489,1,15.511,1,15.52,1,Final Practice,5176
11,1361,Hamlin (P),Denny Hamlin (P),Tyt,FedEx Ground,15.5867308,2,15.247,1,15.304,1,15.353,1,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5176
4,1416,Harvick (P),Kevin Harvick (P),Frd,Busch Light,15.594878,3,15.447,15,15.504,14,15.512,9,15.514,2,15.524,2,15.529,2,15.537,2,Final Practice,5176
22,3859,Logano (P),Joey Logano (P),Frd,Shell Pennzoil,15.6145111,4,15.355,3,15.468,8,15.511,8,15.524,4,15.533,4,15.563,5,15.612,5,Final Practice,5176
10,40,Almirola,Aric Almirola,Frd,Ford BlueOval City,15.6355273,5,15.437,14,15.485,12,15.504,5,15.52,3,15.531,3,15.558,4,15.576,3,Final Practice,5176
20,4153,Bell (P),Christopher Bell (P),Tyt,Yahoo!,15.6551042,6,15.387,6,15.439,5,15.48,4,15.559,9,15.565,7,15.579,6,15.594,4,Final Practice,5176
41,4104,Custer,Cole Custer,Frd,Autodesk/HaasTooling.com,15.6579302,7,15.402,9,15.467,7,15.524,11,15.622,14,15.721,15,NA,NA,NA,NA,Final Practice,5176
17,3989,Buescher,Chris Buescher,Frd,Fastenal,15.6606136,8,15.407,11,15.482,11,15.537,12,15.584,12,15.616,10,15.684,11,NA,NA,Final Practice,5176
6,1816,Keselowski,Brad Keselowski,Frd,Kohler Generators,15.6609556,9,15.395,8,15.445,6,15.56,13,15.574,10,NA,NA,NA,NA,NA,NA,Final Practice,5176
16,3774,Allmendinger(i),AJ Allmendinger(i),Chv,Action Industries,15.664675,10,15.377,5,15.423,3,15.467,2,15.557,8,NA,NA,NA,NA,NA,NA,Final Practice,5176
12,4023,Blaney (P),Ryan Blaney (P),Frd,Menards/Pennzoil,15.6696531,11,15.421,13,15.469,9,15.508,6,15.55,7,15.55,5,15.552,3,NA,NA,Final Practice,5176
24,4184,Byron (P),William Byron (P),Chv,Acronis,15.6718108,12,15.461,16,15.526,15,15.563,14,15.576,11,15.585,9,NA,NA,NA,NA,Final Practice,5176
14,4228,Briscoe (P),Chase Briscoe (P),Frd,Magical Vacation Planner,15.6795152,13,15.402,10,15.527,16,15.611,18,15.668,18,15.712,14,NA,NA,NA,NA,Final Practice,5176
43,4059,Jones,Erik Jones,Chv,U.S. Air Force,15.68825,14,15.473,17,15.531,17,15.602,16,15.732,22,NA,NA,NA,NA,NA,NA,Final Practice,5176
23,4368,Gibbs(i),Ty Gibbs(i),Tyt,Monster Energy,15.6995435,15,15.526,20,15.586,21,15.635,22,15.654,17,15.698,13,NA,NA,NA,NA,Final Practice,5176
9,4062,Elliott (P),Chase Elliott (P),Chv,Hooters,15.701434,16,15.536,21,15.59,22,15.594,15,15.619,13,15.62,11,15.629,8,15.646,6,Final Practice,5176
