Number,NASCARDriverID,Driver,FullName,Manufacturer,Sponsor,OverAllAvg,OverAllAvgRank,BestLapTime,BestLapRank,Con5Lap,Con5LapRank,Con10Lap,Con10LapRank,Con15Lap,Con15LapRank,Con20Lap,Con20LapRank,Con25Lap,Con25LapRank,Con30Lap,Con30LapRank,PracticeName,race_id
24,4184,Byron,William Byron,Chv,Axalta,30.4763429,1,30.037,4,30.169,2,30.249,2,30.409,1,30.511,1,NA,NA,NA,NA,Final Practice,5148
5,4030,Larson,Kyle Larson,Chv,HendrickCars.com,30.494825,2,29.804,1,30.012,1,30.172,1,30.631,4,NA,NA,NA,NA,NA,NA,Final Practice,5148
20,4153,Bell,Christopher Bell,Tyt,DeWalt,30.5362174,3,29.872,2,30.288,4,30.457,4,30.457,3,NA,NA,NA,NA,NA,NA,Final Practice,5148
8,4065,Reddick,Tyler Reddick,Chv,BetMGM,30.5861613,4,30.227,7,30.341,6,30.5,6,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5148
22,3859,Logano,Joey Logano,Frd,Pennzoil,30.6330345,5,30.207,5,30.52,9,30.668,7,30.656,5,NA,NA,NA,NA,NA,NA,Final Practice,5148
12,4023,Blaney,Ryan Blaney,Frd,Menards/Pennzoil,30.6750488,6,30,3,30.216,3,30.319,3,30.418,2,30.536,2,30.747,1,NA,NA,Final Practice,5148
11,1361,Hamlin,Denny Hamlin,Tyt,FedEx Freight,30.734125,7,30.396,11,30.539,10,30.779,11,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5148
9,4062,Elliott,Chase Elliott,Chv,NAPA Auto Parts,30.7568529,8,30.255,8,30.478,7,30.72,10,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5148
48,4045,Bowman,Alex Bowman,Chv,Ally,30.8006563,9,30.222,6,30.335,5,30.457,5,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5148
19,3368,Truex Jr.,Martin Truex Jr.,Tyt,Bass Pro Shops,30.8234667,10,30.557,17,30.659,13,30.88,14,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5148
18,454,Busch,Kyle Busch,Tyt,Ethel M Chocolates,30.848,11,30.498,12,30.663,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5148
16,4093,Hemric(i),Daniel Hemric(i),Chv,South Point,30.8492857,12,30.272,9,30.497,8,30.683,8,30.715,6,NA,NA,NA,NA,NA,NA,Final Practice,5148
45,453,Busch,Kurt Busch,Tyt,Monster Energy,30.9167692,13,30.576,19,30.649,12,30.711,9,30.807,7,NA,NA,NA,NA,NA,NA,Final Practice,5148
43,4059,Jones,Erik Jones,Chv,FOCUSfactor,30.93405,14,30.507,13,30.727,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5148
2,4180,Cindric #,Austin Cindric #,Frd,Discount Tire,30.9479643,15,30.56,18,30.829,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5148
10,40,Almirola,Aric Almirola,Frd,Mobil 1,30.9958077,16,30.582,20,30.804,19,30.908,16,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5148
31,4172,Haley,Justin Haley,Chv,LeafFilter Gutter Protection,31.0148333,17,30.608,22,30.827,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5148
1,4001,Chastain,Ross Chastain,Chv,ACM Awards,31.0216,18,30.358,10,30.587,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5148
41,4104,Custer,Cole Custer,Frd,HaasTooling.com,31.023027,19,30.537,16,30.724,17,30.792,13,30.885,8,30.971,4,NA,NA,NA,NA,Final Practice,5148
23,4025,Wallace,Bubba Wallace,Tyt,Dr Pepper Cream Soda,31.0535172,20,30.602,21,30.683,15,30.791,12,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5148
21,4217,Burton #,Harrison Burton #,Frd,Motorcraft/Quick Lane,31.0756364,21,30.511,14,30.707,16,30.986,18,30.971,10,NA,NA,NA,NA,NA,NA,Final Practice,5148
47,3888,Stenhouse Jr.,Ricky Stenhouse Jr.,Chv,SunnyD,31.1091724,22,30.74,26,30.883,25,30.95,17,30.974,11,NA,NA,NA,NA,NA,NA,Final Practice,5148
