Number,NASCARDriverID,Driver,FullName,Manufacturer,Sponsor,OverAllAvg,OverAllAvgRank,BestLapTime,BestLapRank,Con5Lap,Con5LapRank,Con10Lap,Con10LapRank,Con15Lap,Con15LapRank,Con20Lap,Con20LapRank,Con25Lap,Con25LapRank,Con30Lap,Con30LapRank,PracticeName,race_id
24,4184,Byron (P),William Byron (P),Chv,Valvoline,82.4414444,1,81.809,3,82.086,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5179
22,3859,Logano (P),Joey Logano (P),Frd,Shell Pennzoil,82.8342222,2,82.042,4,82.622,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5179
2,4180,Cindric # (P),Austin Cindric # (P),Frd,Menards/Richmond,82.9325556,3,81.798,2,82.188,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5179
41,4104,Custer,Cole Custer,Frd,Autodesk/HaasTooling.com,83.0182727,4,82.359,6,82.794,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5179
12,4023,Blaney (P),Ryan Blaney (P),Frd,Discount Tire,83.0792222,5,82.524,10,83.052,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5179
8,4065,Reddick,Tyler Reddick,Chv,3Chi,83.0859167,6,82.458,8,82.825,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5179
14,4228,Briscoe (P),Chase Briscoe (P),Frd,Ford Performance Racing School,83.0976,7,82.623,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5179
34,3832,McDowell,Michael McDowell,Frd,Love's Travel Stops,83.323375,8,82.505,9,83.128,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5179
1,4001,Chastain (P),Ross Chastain (P),Chv,Worldwide Express,83.4136667,9,82.616,11,83.731,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5179
20,4153,Bell (P),Christopher Bell (P),Tyt,DeWalt,83.638,10,82.738,14,83.097,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5179
18,454,Busch,Kyle Busch,Tyt,M&M's,83.64575,11,83.173,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5179
31,4172,Haley,Justin Haley,Chv,LeafFilter Gutter Protection,83.6745556,12,83.2,23,83.483,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5179
5,4030,Larson (P),Kyle Larson (P),Chv,HendrickCars.com,83.7201667,13,82.394,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5179
11,1361,Hamlin (P),Denny Hamlin (P),Tyt,FedEx Freight,83.7678,14,83.095,18,83.325,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5179
19,3368,Truex Jr,Martin Truex Jr,Tyt,Bass Pro Shops,83.7767778,15,83.145,19,83.312,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5179
99,4113,Suarez (P),Daniel Suarez (P),Chv,CommScope,83.8097,16,82.218,5,82.617,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5179
16,3774,Allmendinger(i),AJ Allmendinger(i),Chv,Action Industries,83.918,17,81.732,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5179
