Number,NASCARDriverID,Driver,FullName,Manufacturer,Sponsor,OverAllAvg,OverAllAvgRank,BestLapTime,BestLapRank,Con5Lap,Con5LapRank,Con10Lap,Con10LapRank,Con15Lap,Con15LapRank,Con20Lap,Con20LapRank,Con25Lap,Con25LapRank,Con30Lap,Con30LapRank,PracticeName,race_id
22,3859,Logano,Joey Logano,Frd,Shell Pennzoil,33.3559032,1,32.906,1,33.141,2,33.165,1,33.209,1,NA,NA,NA,NA,NA,NA,Final Practice,5162
8,4065,Reddick,Tyler Reddick,Chv,3CHI,33.4386364,2,33.098,6,33.281,10,33.376,10,33.407,5,NA,NA,NA,NA,NA,NA,Final Practice,5162
2,4180,Cindric #,Austin Cindric #,Frd,Menards/Atlas,33.4424516,3,33.063,3,33.175,3,33.246,3,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5162
12,4023,Blaney,Ryan Blaney,Frd,Dent Wizard,33.4646047,4,33.025,2,33.1,1,33.219,2,33.309,2,NA,NA,NA,NA,NA,NA,Final Practice,5162
45,453,Busch,Kurt Busch,Tyt,Monster Energy,33.4839091,5,33.065,4,33.3,11,33.354,6,33.602,11,NA,NA,NA,NA,NA,NA,Final Practice,5162
14,4228,Briscoe,Chase Briscoe,Frd,HighPoint.com,33.5001351,6,33.199,11,33.25,6,33.38,11,33.56,8,NA,NA,NA,NA,NA,NA,Final Practice,5162
18,454,Busch,Kyle Busch,Tyt,Snickers,33.515973,7,33.176,10,33.214,5,33.262,4,33.338,3,NA,NA,NA,NA,NA,NA,Final Practice,5162
1,4001,Chastain,Ross Chastain,Chv,Moose Fraternity,33.5167273,8,33.165,9,33.252,7,33.35,5,33.386,4,NA,NA,NA,NA,NA,NA,Final Practice,5162
5,4030,Larson,Kyle Larson,Chv,Valvoline,33.5217941,9,33.161,8,33.263,8,33.367,8,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5162
10,40,Almirola,Aric Almirola,Frd,Built Ford Proud,33.5321923,10,33.124,7,33.419,15,33.468,12,33.526,7,NA,NA,NA,NA,NA,NA,Final Practice,5162
9,4062,Elliott,Chase Elliott,Chv,Hooters,33.5465882,11,33.277,14,33.404,14,33.503,16,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5162
43,4059,Jones,Erik Jones,Chv,Bommarito Automotive Group,33.5511154,12,33.088,5,33.182,4,33.857,25,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5162
21,4217,Burton #,Harrison Burton #,Frd,Ford/DAV,33.5840769,13,33.228,12,33.383,13,33.503,15,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5162
23,4025,Wallace,Bubba Wallace,Tyt,McDonald's,33.6281481,14,33.366,17,33.495,20,33.543,18,33.576,9,NA,NA,NA,NA,NA,NA,Final Practice,5162
24,4184,Byron,William Byron,Chv,RaptorTough.com,33.63676,15,33.357,16,33.451,18,33.471,13,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5162
11,1361,Hamlin,Denny Hamlin,Tyt,FedEx Freight,33.6424118,16,33.239,13,33.279,9,33.36,7,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5162
