Number,NASCARDriverID,Driver,FullName,Manufacturer,Sponsor,OverAllAvg,OverAllAvgRank,BestLapTime,BestLapRank,Con5Lap,Con5LapRank,Con10Lap,Con10LapRank,Con15Lap,Con15LapRank,Con20Lap,Con20LapRank,Con25Lap,Con25LapRank,Con30Lap,Con30LapRank,PracticeName,race_id
5,4030,Larson,Kyle Larson,Chv,HendrickCars.com,80.1835714,1,79.227,1,79.853,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5163
18,454,Busch,Kyle Busch,Tyt,M&M's Crunchy Cookie,80.319,2,79.519,4,79.855,3,80.319,1,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5163
43,4059,Jones,Erik Jones,Chv,FOCUSfactor,80.561,3,79.886,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5163
4,1416,Harvick,Kevin Harvick,Frd,GEARWRENCH,80.5772727,4,79.879,11,80.15,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5163
22,3859,Logano,Joey Logano,Frd,Autotrader,80.6077778,5,80.078,18,80.271,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5163
17,3989,Buescher,Chris Buescher,Frd,Fifth Third Bank,80.6487273,6,79.854,10,80.139,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5163
20,4153,Bell,Christopher Bell,Tyt,DeWalt,80.7104286,7,80.458,28,80.724,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5163
1,4001,Chastain,Ross Chastain,Chv,Worldwide Express,80.7579,8,79.49,3,79.933,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5163
9,4062,Elliott,Chase Elliott,Chv,NAPA Auto Parts,80.7788182,9,79.428,2,79.814,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5163
6,1816,Keselowski,Brad Keselowski,Frd,Kohler Power Reserve,80.8098571,10,79.775,9,80.243,9,80.59,3,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5163
2,4180,Cindric #,Austin Cindric #,Frd,America's Tire,80.8738333,11,80.314,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5163
