Number,NASCARDriverID,Driver,FullName,Manufacturer,Sponsor,OverAllAvg,OverAllAvgRank,BestLapTime,BestLapRank,Con5Lap,Con5LapRank,Con10Lap,Con10LapRank,Con15Lap,Con15LapRank,Con20Lap,Con20LapRank,Con25Lap,Con25LapRank,Con30Lap,Con30LapRank,PracticeName,race_id
99,4113,Suarez,Daniel Suarez,Chv,CommScope,133.27475,1,132.567,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5151
8,4065,Reddick,Tyler Reddick,Chv,3CHI,133.619,2,132.81,5,133.319,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5151
48,4045,Bowman,Alex Bowman,Chv,Ally,134.0598,3,132.632,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5151
1,4001,Chastain,Ross Chastain,Chv,ONX Homes/iFly,134.1056,4,132.826,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5151
20,4153,Bell,Christopher Bell,Tyt,DeWalt,134.17725,5,133.524,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5151
22,3859,Logano,Joey Logano,Frd,Shell Pennzoil,134.2751429,6,132.998,10,133.784,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5151
34,3832,McDowell,Michael McDowell,Frd,Love's Travel Stops,134.78275,7,134.445,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5151
24,4184,Byron,William Byron,Chv,RaptorTough.com,135.2115,8,134.913,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5151
45,453,Busch,Kurt Busch,Tyt,Monster Energy,135.2115714,9,134.279,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5151
10,40,Almirola,Aric Almirola,Frd,Rush/Mobil Delvac 1,135.3067143,10,134.288,20,135.021,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5151
50,4191,Grala(i),* Kaz Grala(i),Chv,Pit Viper Sunglasses,135.5153333,11,134.903,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5151
2,4180,Cindric #,Austin Cindric #,Frd,Discount Tire,135.543875,12,133.16,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5151
15,4413,Hand,Joey Hand,Frd,Ford Pass Rewards Visa,135.8083333,13,133.559,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5151
5,4030,Larson,Kyle Larson,Chv,HendrickCars.com,135.9007143,14,133.941,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5151
17,3989,Buescher,Chris Buescher,Frd,Fifth Third Bank,136.1344,15,134.473,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5151
42,4013,Dillon,Ty Dillon,Chv,chevyliners.com,136.1754286,16,135.598,35,135.996,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5151
77,4213,Bilicki(i),Josh Bilicki(i),Chv,Zeigler Auto Group,136.45275,17,136.009,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5151
78,3816,Lally(i),Andy Lally(i),Frd,MaintenanceSupplies.com,136.454,18,135.433,33,136.225,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5151
47,3888,Stenhouse Jr.,Ricky Stenhouse Jr.,Chv,SunnyD,136.4838,19,135.236,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5151
7,4096,LaJoie,Corey LaJoie,Chv,Schluter Systems,136.5384,20,135.212,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5151
