Number,NASCARDriverID,Driver,FullName,Manufacturer,Sponsor,OverAllAvg,OverAllAvgRank,BestLapTime,BestLapRank,Con5Lap,Con5LapRank,Con10Lap,Con10LapRank,Con15Lap,Con15LapRank,Con20Lap,Con20LapRank,Con25Lap,Con25LapRank,Con30Lap,Con30LapRank,PracticeName,race_id
18,454,Busch,Kyle Busch,Tyt,DeWalt,30.24045,1,29.903,2,30.031,2,30.086,1,30.14,1,30.24,1,NA,NA,NA,NA,Final Practice,5167
24,4184,Byron,William Byron,Chv,Liberty University,30.24325,2,29.877,1,29.971,1,30.121,3,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5167
14,4228,Briscoe,Chase Briscoe,Frd,Mahindra Tractors,30.25155,3,29.938,3,30.062,3,30.12,2,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5167
4,1416,Harvick,Kevin Harvick,Frd,GEARWRENCH,30.3079048,4,30.06,9,30.185,10,30.246,7,30.241,2,NA,NA,NA,NA,NA,NA,Final Practice,5167
43,4059,Jones,Erik Jones,Chv,FOCUSfactor,30.3485385,5,30.126,14,30.158,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5167
1,4001,Chastain,Ross Chastain,Chv,Worldwide Express,30.3933333,6,30.117,12,30.198,12,30.307,11,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5167
10,40,Almirola,Aric Almirola,Frd,Smithfield,30.40475,7,30.072,10,30.176,9,30.209,5,30.273,3,NA,NA,NA,NA,NA,NA,Final Practice,5167
23,4025,Wallace,Bubba Wallace,Tyt,Draft Kings,30.412,8,30.111,11,30.16,7,30.289,9,30.36,5,NA,NA,NA,NA,NA,NA,Final Practice,5167
5,4030,Larson,Kyle Larson,Chv,HendrickCars.com,30.4134444,9,29.969,4,30.071,4,30.16,4,30.36,4,30.36,2,30.383,1,NA,NA,Final Practice,5167
21,4217,Burton #,Harrison Burton #,Frd,Motorcraft/Quick Lane,30.4328947,10,30.125,13,30.202,13,30.239,6,30.386,6,NA,NA,NA,NA,NA,NA,Final Practice,5167
19,3368,Truex Jr.,Martin Truex Jr.,Tyt,Interstate Batteries,30.437,11,29.988,5,30.194,11,30.253,8,30.388,7,NA,NA,NA,NA,NA,NA,Final Practice,5167
