Number,NASCARDriverID,Driver,FullName,Manufacturer,Sponsor,OverAllAvg,OverAllAvgRank,BestLapTime,BestLapRank,Con5Lap,Con5LapRank,Con10Lap,Con10LapRank,Con15Lap,Con15LapRank,Con20Lap,Con20LapRank,Con25Lap,Con25LapRank,Con30Lap,Con30LapRank,PracticeName,race_id
13,2911,Sauter,Johnny Sauter,Frd,Tenda,30.8168947,1,30.396,2,30.645,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,4944
16,4133,Hill,Austin Hill,Tyt,United Rentals,30.9541111,2,30.633,10,30.677,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,4944
88,694,Crafton,Matt Crafton,Frd,Damp Rid/Menards,30.9778571,3,30.492,6,30.819,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,4944
2,4204,Creed,Sheldon Creed,Chv,Chevy.com/Trench Shoring,31.0354118,4,30.453,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,4944
11,4260,Davis #,Spencer Davis #,Tyt,Hearn Industrial,31.1035833,5,30.91,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,4944
26,4296,Ankrum,Tyler Ankrum,Chv,Liuna!,31.1058636,6,30.703,13,31.037,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,4944
23,4038,Moffitt,Brett Moffitt,Chv,Allegiant,31.10715,7,30.418,3,30.699,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,4944
19,4297,Kraus #,Derek Kraus #,Tyt,ENEOS/NAPA FILTERS,31.11325,8,30.723,15,30.92,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,4944
51,454,Busch(i),Kyle Busch(i),Tyt,Cessna,31.1195455,9,30.72,14,30.893,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,4944
18,4268,Eckes #,Christian Eckes #,Tyt,Safelite AutoGlass,31.1304815,10,30.363,1,30.653,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,4944
98,3978,Enfinger,Grant Enfinger,Frd,Protect the Harvest/Curb Records,31.1786111,11,30.628,9,30.943,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,4944
56,3984,Hill,Timmy Hill,Chv,Hill Motorsports,31.2064286,12,30.937,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,4944
99,4107,Rhodes,Ben Rhodes,Frd,Carolina Nut,31.2072,13,30.694,12,31.047,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,4944
83,4285,Parsons,Stefan Parsons,Chv,CMI Installers,31.2085333,14,31.052,24,31.138,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,4944
