Lap,LapTime,LapSpeed,RunningPos,Number,FullName,Manufacturer,NASCARDriverID,Finish,race_id,FlagState
0,NA,NA,12,20,Christopher Bell,Tyt,4153,1,5020,8
1,121.671,106.813,12,20,Christopher Bell,Tyt,4153,1,5020,1
2,240.791,53.972,12,20,Christopher Bell,Tyt,4153,1,5020,2
3,249.755,52.035,12,20,Christopher Bell,Tyt,4153,1,5020,1
4,121.194,107.233,12,20,Christopher Bell,Tyt,4153,1,5020,1
5,118.598,109.580,10,20,Christopher Bell,Tyt,4153,1,5020,1
6,120.082,108.226,11,20,Christopher Bell,Tyt,4153,1,5020,1
7,118.662,109.521,10,20,Christopher Bell,Tyt,4153,1,5020,1
8,119.2,109.027,10,20,Christopher Bell,Tyt,4153,1,5020,1
9,119.99,108.309,10,20,Christopher Bell,Tyt,4153,1,5020,1
10,120.033,108.270,8,20,Christopher Bell,Tyt,4153,1,5020,1
11,119.56,108.699,8,20,Christopher Bell,Tyt,4153,1,5020,1
12,172.525,75.328,3,20,Christopher Bell,Tyt,4153,1,5020,2
13,270.748,48.000,1,20,Christopher Bell,Tyt,4153,1,5020,1
14,120.422,107.920,4,20,Christopher Bell,Tyt,4153,1,5020,1
15,120.461,107.886,9,20,Christopher Bell,Tyt,4153,1,5020,1
16,120.856,107.533,12,20,Christopher Bell,Tyt,4153,1,5020,1
17,262.632,49.484,10,20,Christopher Bell,Tyt,4153,1,5020,2
18,285.2,45.568,17,20,Christopher Bell,Tyt,4153,1,5020,2
19,260.801,49.831,17,20,Christopher Bell,Tyt,4153,1,5020,1
20,123.031,105.632,15,20,Christopher Bell,Tyt,4153,1,5020,1
21,118.003,110.133,14,20,Christopher Bell,Tyt,4153,1,5020,1
22,118.498,109.673,13,20,Christopher Bell,Tyt,4153,1,5020,1
23,118.2,109.949,12,20,Christopher Bell,Tyt,4153,1,5020,1
24,118.391,109.772,11,20,Christopher Bell,Tyt,4153,1,5020,1
25,118.833,109.364,10,20,Christopher Bell,Tyt,4153,1,5020,1
26,119.028,109.184,9,20,Christopher Bell,Tyt,4153,1,5020,1
27,124.528,104.362,8,20,Christopher Bell,Tyt,4153,1,5020,2
28,244.901,53.066,7,20,Christopher Bell,Tyt,4153,1,5020,2
29,263.255,49.367,10,20,Christopher Bell,Tyt,4153,1,5020,1
30,120.585,107.775,8,20,Christopher Bell,Tyt,4153,1,5020,1
31,116.951,111.123,6,20,Christopher Bell,Tyt,4153,1,5020,1
32,118.405,109.759,6,20,Christopher Bell,Tyt,4153,1,5020,1
33,117.351,110.745,5,20,Christopher Bell,Tyt,4153,1,5020,1
34,117.604,110.506,4,20,Christopher Bell,Tyt,4153,1,5020,1
35,270.578,48.031,3,20,Christopher Bell,Tyt,4153,1,5020,2
36,279.052,46.572,5,20,Christopher Bell,Tyt,4153,1,5020,2
37,263.72,49.280,4,20,Christopher Bell,Tyt,4153,1,5020,1
38,116.899,111.173,2,20,Christopher Bell,Tyt,4153,1,5020,1
39,116.208,111.834,1,20,Christopher Bell,Tyt,4153,1,5020,1
40,116.3,111.745,1,20,Christopher Bell,Tyt,4153,1,5020,1
41,117.48,110.623,2,20,Christopher Bell,Tyt,4153,1,5020,1
42,117.828,110.296,2,20,Christopher Bell,Tyt,4153,1,5020,1
43,117.836,110.289,2,20,Christopher Bell,Tyt,4153,1,5020,1
44,118.158,109.988,2,20,Christopher Bell,Tyt,4153,1,5020,1
45,118.352,109.808,2,20,Christopher Bell,Tyt,4153,1,5020,1
46,118.003,110.133,2,20,Christopher Bell,Tyt,4153,1,5020,1
47,118.299,109.857,2,20,Christopher Bell,Tyt,4153,1,5020,1
48,118.359,109.802,2,20,Christopher Bell,Tyt,4153,1,5020,1
49,118.891,109.310,2,20,Christopher Bell,Tyt,4153,1,5020,1
50,119.341,108.898,2,20,Christopher Bell,Tyt,4153,1,5020,1
51,119.109,109.110,2,20,Christopher Bell,Tyt,4153,1,5020,1
52,127.23,102.146,2,20,Christopher Bell,Tyt,4153,1,5020,1
53,144.533,89.917,2,20,Christopher Bell,Tyt,4153,1,5020,1
54,116.724,111.340,2,20,Christopher Bell,Tyt,4153,1,5020,1
55,117.094,110.988,2,20,Christopher Bell,Tyt,4153,1,5020,1
56,119.755,108.522,2,20,Christopher Bell,Tyt,4153,1,5020,2
57,263.744,49.275,3,20,Christopher Bell,Tyt,4153,1,5020,2
58,264.99,49.043,8,20,Christopher Bell,Tyt,4153,1,5020,1
59,191.077,68.014,6,20,Christopher Bell,Tyt,4153,1,5020,2
60,299.356,43.413,6,20,Christopher Bell,Tyt,4153,1,5020,1
61,208.972,62.190,7,20,Christopher Bell,Tyt,4153,1,5020,2
62,266.636,48.741,7,20,Christopher Bell,Tyt,4153,1,5020,1
63,117.791,110.331,3,20,Christopher Bell,Tyt,4153,1,5020,1
64,118.109,110.034,3,20,Christopher Bell,Tyt,4153,1,5020,1
65,117.949,110.183,3,20,Christopher Bell,Tyt,4153,1,5020,1
66,117.452,110.649,2,20,Christopher Bell,Tyt,4153,1,5020,1
67,118.385,109.777,2,20,Christopher Bell,Tyt,4153,1,5020,1
68,117.814,110.309,2,20,Christopher Bell,Tyt,4153,1,5020,1
69,118.765,109.426,1,20,Christopher Bell,Tyt,4153,1,5020,1
70,118.547,109.627,1,20,Christopher Bell,Tyt,4153,1,5020,4
0,NA,NA,11,22,Joey Logano,Frd,3859,2,5020,8
1,119.308,108.928,6,22,Joey Logano,Frd,3859,2,5020,1
2,237.92,54.623,5,22,Joey Logano,Frd,3859,2,5020,2
3,254.459,51.073,5,22,Joey Logano,Frd,3859,2,5020,1
4,118.198,109.951,4,22,Joey Logano,Frd,3859,2,5020,1
