Lap,LapTime,LapSpeed,RunningPos,Number,FullName,Manufacturer,NASCARDriverID,Finish,race_id,FlagState
0,NA,NA,10,5,Kyle Larson,Chv,4030,1,5083,8
1,87.688,95.247,8,5,Kyle Larson,Chv,4030,1,5083,1
2,85.544,97.634,7,5,Kyle Larson,Chv,4030,1,5083,1
3,85.599,97.571,7,5,Kyle Larson,Chv,4030,1,5083,1
4,85.729,97.423,7,5,Kyle Larson,Chv,4030,1,5083,1
5,85.704,97.452,7,5,Kyle Larson,Chv,4030,1,5083,1
6,85.729,97.423,7,5,Kyle Larson,Chv,4030,1,5083,1
7,85.661,97.501,6,5,Kyle Larson,Chv,4030,1,5083,1
8,86.347,96.726,6,5,Kyle Larson,Chv,4030,1,5083,1
9,86.503,96.552,6,5,Kyle Larson,Chv,4030,1,5083,1
10,87.146,95.839,6,5,Kyle Larson,Chv,4030,1,5083,1
11,97.218,85.910,5,5,Kyle Larson,Chv,4030,1,5083,2
12,194.525,42.935,7,5,Kyle Larson,Chv,4030,1,5083,2
13,188.855,44.224,5,5,Kyle Larson,Chv,4030,1,5083,1
14,88.797,94.057,4,5,Kyle Larson,Chv,4030,1,5083,1
15,84.913,98.359,4,5,Kyle Larson,Chv,4030,1,5083,1
16,85.453,97.738,4,5,Kyle Larson,Chv,4030,1,5083,1
17,86.523,96.529,5,5,Kyle Larson,Chv,4030,1,5083,1
18,87.418,95.541,7,5,Kyle Larson,Chv,4030,1,5083,1
19,88.932,93.914,11,5,Kyle Larson,Chv,4030,1,5083,1
20,133.28,62.665,12,5,Kyle Larson,Chv,4030,1,5083,2
21,180.612,46.243,7,5,Kyle Larson,Chv,4030,1,5083,2
22,212.703,39.266,19,5,Kyle Larson,Chv,4030,1,5083,1
23,90.957,91.824,14,5,Kyle Larson,Chv,4030,1,5083,1
24,86.672,96.363,14,5,Kyle Larson,Chv,4030,1,5083,1
25,86.864,96.150,11,5,Kyle Larson,Chv,4030,1,5083,2
26,178.653,46.750,11,5,Kyle Larson,Chv,4030,1,5083,2
27,176.333,47.365,8,5,Kyle Larson,Chv,4030,1,5083,2
28,180.828,46.188,6,5,Kyle Larson,Chv,4030,1,5083,2
29,175.86,47.492,6,5,Kyle Larson,Chv,4030,1,5083,1
30,87.306,95.664,4,5,Kyle Larson,Chv,4030,1,5083,1
31,84.294,99.082,3,5,Kyle Larson,Chv,4030,1,5083,1
32,84.57,98.758,3,5,Kyle Larson,Chv,4030,1,5083,1
33,85.705,97.451,3,5,Kyle Larson,Chv,4030,1,5083,1
34,135.475,61.650,1,5,Kyle Larson,Chv,4030,1,5083,2
35,204.145,40.912,37,5,Kyle Larson,Chv,4030,1,5083,1
36,91.997,90.786,33,5,Kyle Larson,Chv,4030,1,5083,1
37,87.302,95.668,30,5,Kyle Larson,Chv,4030,1,5083,1
38,87.058,95.936,27,5,Kyle Larson,Chv,4030,1,5083,1
39,85.784,97.361,23,5,Kyle Larson,Chv,4030,1,5083,1
40,85.107,98.135,22,5,Kyle Larson,Chv,4030,1,5083,1
41,86.137,96.962,21,5,Kyle Larson,Chv,4030,1,5083,1
42,86.534,96.517,21,5,Kyle Larson,Chv,4030,1,5083,1
43,86.73,96.299,20,5,Kyle Larson,Chv,4030,1,5083,1
44,86.647,96.391,18,5,Kyle Larson,Chv,4030,1,5083,1
45,87.333,95.634,16,5,Kyle Larson,Chv,4030,1,5083,1
46,86.583,96.462,15,5,Kyle Larson,Chv,4030,1,5083,1
47,86.093,97.011,8,5,Kyle Larson,Chv,4030,1,5083,1
48,85.858,97.277,7,5,Kyle Larson,Chv,4030,1,5083,1
49,85.506,97.677,6,5,Kyle Larson,Chv,4030,1,5083,1
50,85.9,97.229,6,5,Kyle Larson,Chv,4030,1,5083,1
51,144.643,57.742,7,5,Kyle Larson,Chv,4030,1,5083,2
52,210.104,39.752,3,5,Kyle Larson,Chv,4030,1,5083,2
53,209.226,39.919,36,5,Kyle Larson,Chv,4030,1,5083,1
54,91.321,91.458,31,5,Kyle Larson,Chv,4030,1,5083,1
55,108.67,76.857,26,5,Kyle Larson,Chv,4030,1,5083,2
56,187.187,44.618,25,5,Kyle Larson,Chv,4030,1,5083,2
57,190.292,43.890,26,5,Kyle Larson,Chv,4030,1,5083,1
58,91.182,91.597,23,5,Kyle Larson,Chv,4030,1,5083,1
59,86.942,96.064,20,5,Kyle Larson,Chv,4030,1,5083,1
60,84.973,98.290,20,5,Kyle Larson,Chv,4030,1,5083,1
61,87.849,95.072,21,5,Kyle Larson,Chv,4030,1,5083,1
62,86.284,96.797,21,5,Kyle Larson,Chv,4030,1,5083,1
63,86.084,97.022,21,5,Kyle Larson,Chv,4030,1,5083,1
64,86.885,96.127,20,5,Kyle Larson,Chv,4030,1,5083,1
65,86.789,96.233,19,5,Kyle Larson,Chv,4030,1,5083,1
66,86.424,96.640,18,5,Kyle Larson,Chv,4030,1,5083,1
67,85.743,97.407,18,5,Kyle Larson,Chv,4030,1,5083,1
68,87.927,94.988,16,5,Kyle Larson,Chv,4030,1,5083,1
69,86.164,96.931,16,5,Kyle Larson,Chv,4030,1,5083,1
70,87.464,95.491,15,5,Kyle Larson,Chv,4030,1,5083,1
71,86.164,96.931,15,5,Kyle Larson,Chv,4030,1,5083,1
72,86.16,96.936,14,5,Kyle Larson,Chv,4030,1,5083,1
73,86.294,96.785,13,5,Kyle Larson,Chv,4030,1,5083,1
74,94.908,88.001,19,5,Kyle Larson,Chv,4030,1,5083,1
75,104.622,79.830,22,5,Kyle Larson,Chv,4030,1,5083,1
76,83.759,99.715,18,5,Kyle Larson,Chv,4030,1,5083,1
77,84.477,98.867,10,5,Kyle Larson,Chv,4030,1,5083,1
78,84.374,98.988,10,5,Kyle Larson,Chv,4030,1,5083,1
79,84.224,99.164,9,5,Kyle Larson,Chv,4030,1,5083,1
80,85.026,98.229,8,5,Kyle Larson,Chv,4030,1,5083,1
81,84.634,98.684,8,5,Kyle Larson,Chv,4030,1,5083,1
82,84.925,98.346,6,5,Kyle Larson,Chv,4030,1,5083,1
83,85.204,98.024,6,5,Kyle Larson,Chv,4030,1,5083,1
84,84.718,98.586,6,5,Kyle Larson,Chv,4030,1,5083,1
85,84.893,98.383,6,5,Kyle Larson,Chv,4030,1,5083,1
86,85.102,98.141,6,5,Kyle Larson,Chv,4030,1,5083,1
87,103.279,80.868,6,5,Kyle Larson,Chv,4030,1,5083,2
88,176.803,47.239,2,5,Kyle Larson,Chv,4030,1,5083,2
89,215.944,38.677,8,5,Kyle Larson,Chv,4030,1,5083,1
90,85.197,98.032,4,5,Kyle Larson,Chv,4030,1,5083,1
91,83.895,99.553,2,5,Kyle Larson,Chv,4030,1,5083,1
92,83.399,100.145,2,5,Kyle Larson,Chv,4030,1,5083,2
93,142.104,58.774,2,5,Kyle Larson,Chv,4030,1,5083,2
94,201.02,41.548,2,5,Kyle Larson,Chv,4030,1,5083,2
95,183.75,45.453,2,5,Kyle Larson,Chv,4030,1,5083,1
96,86.43,96.633,3,5,Kyle Larson,Chv,4030,1,5083,1
97,84.341,99.027,3,5,Kyle Larson,Chv,4030,1,5083,1
98,84.352,99.014,2,5,Kyle Larson,Chv,4030,1,5083,2
99,141.249,59.130,2,5,Kyle Larson,Chv,4030,1,5083,2
100,187.354,44.579,2,5,Kyle Larson,Chv,4030,1,5083,2
101,178.608,46.762,2,5,Kyle Larson,Chv,4030,1,5083,1
102,84.013,99.413,1,5,Kyle Larson,Chv,4030,1,5083,1
103,83.856,99.599,1,5,Kyle Larson,Chv,4030,1,5083,1
104,83.926,99.516,1,5,Kyle Larson,Chv,4030,1,5083,1
105,83.74,99.737,1,5,Kyle Larson,Chv,4030,1,5083,1
106,84.129,99.276,1,5,Kyle Larson,Chv,4030,1,5083,1
107,84.07,99.346,1,5,Kyle Larson,Chv,4030,1,5083,1
108,84.373,98.989,1,5,Kyle Larson,Chv,4030,1,5083,1
109,85.974,97.146,1,5,Kyle Larson,Chv,4030,1,5083,4
0,NA,NA,29,8,Tyler Reddick,Chv,4065,2,5083,8
1,91.23,91.549,22,8,Tyler Reddick,Chv,4065,2,5083,1
2,86.461,96.598,21,8,Tyler Reddick,Chv,4065,2,5083,1
3,85.46,97.730,20,8,Tyler Reddick,Chv,4065,2,5083,1
4,86.174,96.920,19,8,Tyler Reddick,Chv,4065,2,5083,1
5,86.377,96.692,17,8,Tyler Reddick,Chv,4065,2,5083,1
6,85.553,97.624,16,8,Tyler Reddick,Chv,4065,2,5083,1
7,85.747,97.403,15,8,Tyler Reddick,Chv,4065,2,5083,1
8,86.419,96.645,15,8,Tyler Reddick,Chv,4065,2,5083,1
9,110.748,75.414,27,8,Tyler Reddick,Chv,4065,2,5083,1
10,88.22,94.672,21,8,Tyler Reddick,Chv,4065,2,5083,1
11,103.449,80.735,20,8,Tyler Reddick,Chv,4065,2,5083,2
12,162.074,51.532,14,8,Tyler Reddick,Chv,4065,2,5083,2
13,183.026,45.633,12,8,Tyler Reddick,Chv,4065,2,5083,1
14,90.879,91.902,13,8,Tyler Reddick,Chv,4065,2,5083,1
15,86.204,96.886,11,8,Tyler Reddick,Chv,4065,2,5083,1
16,84.834,98.451,11,8,Tyler Reddick,Chv,4065,2,5083,1
17,85.834,97.304,10,8,Tyler Reddick,Chv,4065,2,5083,1
18,85.594,97.577,9,8,Tyler Reddick,Chv,4065,2,5083,1
19,86.309,96.769,8,8,Tyler Reddick,Chv,4065,2,5083,1
20,132.032,63.257,8,8,Tyler Reddick,Chv,4065,2,5083,2
21,199.037,41.962,27,8,Tyler Reddick,Chv,4065,2,5083,2
22,196.848,42.429,14,8,Tyler Reddick,Chv,4065,2,5083,1
23,118.671,70.379,38,8,Tyler Reddick,Chv,4065,2,5083,1
24,93.166,89.646,38,8,Tyler Reddick,Chv,4065,2,5083,1
25,95.724,87.251,38,8,Tyler Reddick,Chv,4065,2,5083,2
26,160.442,52.056,38,8,Tyler Reddick,Chv,4065,2,5083,2
27,165.418,50.490,28,8,Tyler Reddick,Chv,4065,2,5083,2
28,182.741,45.704,23,8,Tyler Reddick,Chv,4065,2,5083,2
29,162.065,51.535,22,8,Tyler Reddick,Chv,4065,2,5083,1
30,89.629,93.184,18,8,Tyler Reddick,Chv,4065,2,5083,1
31,88.704,94.156,19,8,Tyler Reddick,Chv,4065,2,5083,1
32,85.851,97.285,18,8,Tyler Reddick,Chv,4065,2,5083,1
33,85.855,97.280,18,8,Tyler Reddick,Chv,4065,2,5083,1
34,136.181,61.330,19,8,Tyler Reddick,Chv,4065,2,5083,2
35,190.639,43.811,15,8,Tyler Reddick,Chv,4065,2,5083,1
36,89.106,93.731,14,8,Tyler Reddick,Chv,4065,2,5083,1
37,86.141,96.957,13,8,Tyler Reddick,Chv,4065,2,5083,1
38,85.745,97.405,12,8,Tyler Reddick,Chv,4065,2,5083,1
39,86.183,96.910,11,8,Tyler Reddick,Chv,4065,2,5083,1
40,85.806,97.336,10,8,Tyler Reddick,Chv,4065,2,5083,1
41,86.874,96.139,9,8,Tyler Reddick,Chv,4065,2,5083,1
42,85.845,97.292,9,8,Tyler Reddick,Chv,4065,2,5083,1
43,86.466,96.593,8,8,Tyler Reddick,Chv,4065,2,5083,1
44,86.269,96.813,8,8,Tyler Reddick,Chv,4065,2,5083,1
45,86.132,96.967,8,8,Tyler Reddick,Chv,4065,2,5083,1
46,86.189,96.903,8,8,Tyler Reddick,Chv,4065,2,5083,1
47,111.753,74.736,21,8,Tyler Reddick,Chv,4065,2,5083,1
48,89.582,93.233,16,8,Tyler Reddick,Chv,4065,2,5083,1
49,85.795,97.348,16,8,Tyler Reddick,Chv,4065,2,5083,1
50,88.035,94.871,15,8,Tyler Reddick,Chv,4065,2,5083,1
51,130.231,64.132,15,8,Tyler Reddick,Chv,4065,2,5083,2
52,206.061,40.532,8,8,Tyler Reddick,Chv,4065,2,5083,2
53,201.465,41.456,6,8,Tyler Reddick,Chv,4065,2,5083,1
54,86.965,96.039,6,8,Tyler Reddick,Chv,4065,2,5083,1
55,98.041,85.189,6,8,Tyler Reddick,Chv,4065,2,5083,2
56,190.198,43.912,6,8,Tyler Reddick,Chv,4065,2,5083,2
57,204.128,40.916,6,8,Tyler Reddick,Chv,4065,2,5083,1
58,86.836,96.181,5,8,Tyler Reddick,Chv,4065,2,5083,1
59,84.716,98.588,4,8,Tyler Reddick,Chv,4065,2,5083,1
60,84.687,98.622,4,8,Tyler Reddick,Chv,4065,2,5083,1
61,84.796,98.495,4,8,Tyler Reddick,Chv,4065,2,5083,1
62,84.983,98.278,4,8,Tyler Reddick,Chv,4065,2,5083,1
63,85.434,97.760,4,8,Tyler Reddick,Chv,4065,2,5083,1
64,86.536,96.515,4,8,Tyler Reddick,Chv,4065,2,5083,1
65,85.42,97.776,4,8,Tyler Reddick,Chv,4065,2,5083,1
66,85.851,97.285,4,8,Tyler Reddick,Chv,4065,2,5083,1
67,86.084,97.022,4,8,Tyler Reddick,Chv,4065,2,5083,1
68,86.017,97.097,4,8,Tyler Reddick,Chv,4065,2,5083,1
