Number,NASCARDriverID,Driver,FullName,Manufacturer,Sponsor,OverAllAvg,OverAllAvgRank,BestLapTime,BestLapRank,Con5Lap,Con5LapRank,Con10Lap,Con10LapRank,Con15Lap,Con15LapRank,Con20Lap,Con20LapRank,Con25Lap,Con25LapRank,Con30Lap,Con30LapRank,PracticeName,race_id
20,4153,Bell,Christopher Bell,Tyt,STANLEY,82.2864,1,1.751,1,55.868,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5074
5,4030,Larson,Kyle Larson,Chv,HendrickCars.com,87.7513125,2,44.924,4,72.534,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5074
7,4096,Lajoie,Corey Lajoie,Chv,Diamond Creek Water,89.8015714,3,13.984,3,92.55,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5074
16,3774,Allmendinger(i),* AJ Allmendinger(i),Chv,Hyperice,90.9662857,4,89.831,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5074
14,4228,Briscoe #,Chase Briscoe #,Frd,HighPoint.com/Ford Performance Racing School,91.1248571,5,90.492,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5074
22,3859,Logano,Joey Logano,Frd,Shell Pennzoil,91.3389286,6,90.298,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5074
8,4065,Reddick,Tyler Reddick,Chv,BetMGM,91.6712222,7,90.529,13,91.275,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5074
77,4172,Haley(i),Justin Haley(i),Chv,Fraternal Order of Eagles,91.8937143,8,91.122,27,91.93,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5074
11,1361,Hamlin,Denny Hamlin,Tyt,FedEx Ground,92.095125,9,90.232,8,91.02,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5074
6,2394,Newman,Ryan Newman,Frd,Oscar Mayer Hot Dogs,92.3842727,10,91.626,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5074
12,4023,Blaney,Ryan Blaney,Frd,Menards/Knauf,92.7118182,11,90.657,14,92.38,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5074
