Number,NASCARDriverID,Driver,FullName,Manufacturer,Sponsor,OverAllAvg,OverAllAvgRank,BestLapTime,BestLapRank,Con5Lap,Con5LapRank,Con10Lap,Con10LapRank,Con15Lap,Con15LapRank,Con20Lap,Con20LapRank,Con25Lap,Con25LapRank,Con30Lap,Con30LapRank,PracticeName,race_id
18,454,Busch,Kyle Busch,Tyt,M&M's Mix,160.4773,1,158.639,4,160.005,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5033
42,4001,Chastain,Ross Chastain,Chv,Clover,160.534,2,159.452,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5033
24,4184,Byron,William Byron,Chv,Liberty University,160.8076154,3,157.694,1,158.89,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5033
20,4153,Bell,Christopher Bell,Tyt,Craftsman,160.9495833,4,159.01,6,159.634,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5033
5,4030,Larson,Kyle Larson,Chv,HendrickCars.com,161.4338,5,158.468,3,159.495,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5033
16,3774,Allmendinger(i),* AJ Allmendinger(i),Chv,Hyperice,161.5635,6,161.486,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5033
22,3859,Logano,Joey Logano,Frd,Shell Pennzoil,161.8836,7,158.281,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5033
1,453,Busch,Kurt Busch,Chv,Monster Energy,161.9878,8,159.67,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5033
34,3832,McDowell,Michael McDowell,Frd,Outwest Express,162.0767,9,159.892,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5033
23,4025,Wallace,Bubba Wallace,Tyt,DoorDash,162.3681111,10,160.806,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5033
14,4228,Briscoe #,Chase Briscoe #,Frd,HighPoint.com,162.6454286,11,160.389,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5033
41,4104,Custer,Cole Custer,Frd,HaasTooling.com,162.663,12,160.342,12,161.651,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5033
33,4180,Cindric(i),* Austin Cindric(i),Frd,Pirtek,162.776875,13,160.887,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5033
7,4096,LaJoie,Corey LaJoie,Chv,Schluter Systems,162.821,14,161.629,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5033
2,1816,Keselowski,Brad Keselowski,Frd,Thomas Built Buses,163.2555,15,161.456,21,163.323,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5033
9,4062,Elliott,Chase Elliott,Chv,Llumar,163.2774,16,158.908,5,161.771,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5033
48,4045,Bowman,Alex Bowman,Chv,Ally,163.4697273,17,160.467,14,165.834,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5033
12,4023,Blaney,Ryan Blaney,Frd,BodyArmor,163.6285455,18,159.789,9,161.684,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5033
3,3873,Dillon,Austin Dillon,Chv,Workrise,163.9519091,19,161.065,19,162.349,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5033
96,4013,Dillon(i),* Ty Dillon(i),Tyt,Bass Pro Shops/Black Rifle Coffee,164.0684,20,162.615,30,164.068,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5033
19,3368,Truex Jr.,Martin Truex Jr.,Tyt,Bass Pro,164.136625,21,161.536,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5033
17,3989,Buescher,Chris Buescher,Frd,autoTempest,164.4795,22,160.036,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5033
15,4211,Davison,James Davison,Chv,Skip Barber Racing School,164.7191429,23,161.162,20,162.562,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5033
8,4065,Reddick,Tyler Reddick,Chv,Cheddar's,164.8025,24,160.877,17,165.025,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5033
77,4172,Haley(i),Justin Haley(i),Chv,Fraternal Order of Eagles,164.8138333,25,162.367,29,164.035,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5033
21,3916,DiBenedetto,Matt DiBenedetto,Frd,Menards/Quaker State,165.2058,26,161.659,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5033
10,40,Almirola,Aric Almirola,Frd,Smithfield,165.831125,27,162.283,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5033
