Number,NASCARDriverID,Driver,FullName,Manufacturer,Sponsor,OverAllAvg,OverAllAvgRank,BestLapTime,BestLapRank,Con5Lap,Con5LapRank,Con10Lap,Con10LapRank,Con15Lap,Con15LapRank,Con20Lap,Con20LapRank,Con25Lap,Con25LapRank,Con30Lap,Con30LapRank,PracticeName,race_id
5,4030,Larson,Kyle Larson,Chv,Freightliner,20.9459524,1,20.314,5,20.448,1,20.653,1,20.803,1,NA,NA,NA,NA,NA,NA,Practice 1,5017
19,3368,Truex Jr.,Martin Truex Jr.,Tyt,Auto-Owners Insurance,20.955439,2,20.568,13,20.726,8,20.805,3,NA,NA,NA,NA,NA,NA,NA,NA,Practice 1,5017
12,4023,Blaney,Ryan Blaney,Frd,Advance My Track Challenge,21.1361538,3,20.838,31,20.918,21,20.947,9,NA,NA,NA,NA,NA,NA,NA,NA,Practice 1,5017
41,4104,Custer,Cole Custer,Frd,HaasTooling.com,21.1428857,4,20.523,8,20.695,7,20.85,5,20.985,2,NA,NA,NA,NA,NA,NA,Practice 1,5017
1,453,Busch,Kurt Busch,Chv,Monster Energy,21.1521304,5,20.751,22,20.894,18,21.076,17,NA,NA,NA,NA,NA,NA,NA,NA,Practice 1,5017
10,40,Almirola,Aric Almirola,Frd,Smithfield,21.1768333,6,20.717,20,20.824,12,21.062,15,NA,NA,NA,NA,NA,NA,NA,NA,Practice 1,5017
4,1416,Harvick,Kevin Harvick,Frd,Busch Light,21.1769318,7,20.574,14,20.783,10,21.193,24,21.277,9,21.336,1,NA,NA,NA,NA,Practice 1,5017
2,1816,Keselowski,Brad Keselowski,Frd,Discount Tire,21.2008095,8,20.781,26,20.866,16,21.01,12,NA,NA,NA,NA,NA,NA,NA,NA,Practice 1,5017
42,4001,Chastain,Ross Chastain,Chv,Clover,21.2475909,9,20.707,18,21.041,33,21.126,21,NA,NA,NA,NA,NA,NA,NA,NA,Practice 1,5017
47,3888,Stenhouse Jr.,Ricky Stenhouse Jr.,Chv,Kroger,21.2682857,10,20.898,35,21.036,32,21.125,20,NA,NA,NA,NA,NA,NA,NA,NA,Practice 1,5017
20,4153,Bell,Christopher Bell,Tyt,Irwin Trade Strong,21.3071463,11,20.225,2,20.524,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Practice 1,5017
38,4301,Alfredo #,Anthony Alfredo #,Frd,Dude Wipes,21.3102308,12,20.728,21,20.898,19,21.074,16,NA,NA,NA,NA,NA,NA,NA,NA,Practice 1,5017
17,3989,Buescher,Chris Buescher,Frd,Fastenal,21.3277727,13,20.557,12,20.821,11,21.051,14,NA,NA,NA,NA,NA,NA,NA,NA,Practice 1,5017
77,4205,Friesen(i),Stewart Friesen(i),Chv,Halmar International,21.3425385,14,20.81,29,21.214,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Practice 1,5017
3,3873,Dillon,Austin Dillon,Chv,Bass Pro Shops/Tracker Off Road,21.3698667,15,20.84,32,20.988,25,22.183,31,NA,NA,NA,NA,NA,NA,NA,NA,Practice 1,5017
