Lap,LapTime,LapSpeed,RunningPos,Number,FullName,Manufacturer,NASCARDriverID,Finish,race_id,FlagState
0,NA,NA,4,4,John Hunter Nemechek,Tyt,4092,1,5130,8
1,33.903,159.278,4,4,John Hunter Nemechek,Tyt,4092,1,5130,1
2,30.973,174.345,3,4,John Hunter Nemechek,Tyt,4092,1,5130,1
3,31.639,170.675,4,4,John Hunter Nemechek,Tyt,4092,1,5130,1
4,31.29,172.579,4,4,John Hunter Nemechek,Tyt,4092,1,5130,1
5,31.044,173.947,4,4,John Hunter Nemechek,Tyt,4092,1,5130,1
6,30.989,174.255,4,4,John Hunter Nemechek,Tyt,4092,1,5130,1
7,31.131,173.461,4,4,John Hunter Nemechek,Tyt,4092,1,5130,1
8,31.038,173.980,4,4,John Hunter Nemechek,Tyt,4092,1,5130,1
9,31.196,173.099,4,4,John Hunter Nemechek,Tyt,4092,1,5130,1
10,31.447,171.717,4,4,John Hunter Nemechek,Tyt,4092,1,5130,1
11,31.177,173.205,4,4,John Hunter Nemechek,Tyt,4092,1,5130,1
12,32.091,168.271,4,4,John Hunter Nemechek,Tyt,4092,1,5130,1
13,31.314,172.447,4,4,John Hunter Nemechek,Tyt,4092,1,5130,1
14,31.81,169.758,4,4,John Hunter Nemechek,Tyt,4092,1,5130,1
15,31.839,169.603,4,4,John Hunter Nemechek,Tyt,4092,1,5130,1
16,31.872,169.428,4,4,John Hunter Nemechek,Tyt,4092,1,5130,1
17,31.734,170.164,4,4,John Hunter Nemechek,Tyt,4092,1,5130,1
18,31.576,171.016,4,4,John Hunter Nemechek,Tyt,4092,1,5130,1
19,31.936,169.088,4,4,John Hunter Nemechek,Tyt,4092,1,5130,1
20,32.216,167.619,4,4,John Hunter Nemechek,Tyt,4092,1,5130,1
21,31.677,170.471,4,4,John Hunter Nemechek,Tyt,4092,1,5130,1
22,31.62,170.778,4,4,John Hunter Nemechek,Tyt,4092,1,5130,1
23,31.58,170.994,4,4,John Hunter Nemechek,Tyt,4092,1,5130,1
24,32.899,164.139,4,4,John Hunter Nemechek,Tyt,4092,1,5130,1
25,31.865,169.465,4,4,John Hunter Nemechek,Tyt,4092,1,5130,1
26,32.005,168.724,4,4,John Hunter Nemechek,Tyt,4092,1,5130,1
27,32.275,167.312,4,4,John Hunter Nemechek,Tyt,4092,1,5130,1
28,32.356,166.893,4,4,John Hunter Nemechek,Tyt,4092,1,5130,1
29,32.168,167.869,4,4,John Hunter Nemechek,Tyt,4092,1,5130,1
30,32.593,165.680,3,4,John Hunter Nemechek,Tyt,4092,1,5130,1
31,47.464,113.770,3,4,John Hunter Nemechek,Tyt,4092,1,5130,2
32,90.806,59.467,3,4,John Hunter Nemechek,Tyt,4092,1,5130,2
33,116.16,46.488,13,4,John Hunter Nemechek,Tyt,4092,1,5130,2
34,79.47,67.950,1,4,John Hunter Nemechek,Tyt,4092,1,5130,2
35,97.901,55.158,2,4,John Hunter Nemechek,Tyt,4092,1,5130,2
36,98.319,54.923,2,4,John Hunter Nemechek,Tyt,4092,1,5130,2
37,110.095,49.049,1,4,John Hunter Nemechek,Tyt,4092,1,5130,2
38,102.36,52.755,2,4,John Hunter Nemechek,Tyt,4092,1,5130,1
39,32.811,164.579,1,4,John Hunter Nemechek,Tyt,4092,1,5130,1
40,30.403,177.614,1,4,John Hunter Nemechek,Tyt,4092,1,5130,1
41,30.428,177.468,1,4,John Hunter Nemechek,Tyt,4092,1,5130,1
42,30.564,176.678,1,4,John Hunter Nemechek,Tyt,4092,1,5130,1
43,30.655,176.154,1,4,John Hunter Nemechek,Tyt,4092,1,5130,1
44,30.788,175.393,1,4,John Hunter Nemechek,Tyt,4092,1,5130,1
45,30.888,174.825,1,4,John Hunter Nemechek,Tyt,4092,1,5130,1
46,31.419,171.871,1,4,John Hunter Nemechek,Tyt,4092,1,5130,1
47,31.344,172.282,1,4,John Hunter Nemechek,Tyt,4092,1,5130,1
48,31.616,170.800,1,4,John Hunter Nemechek,Tyt,4092,1,5130,1
