Lap,LapTime,LapSpeed,RunningPos,Number,FullName,Manufacturer,NASCARDriverID,Finish,race_id,FlagState
0,NA,NA,1,11,Denny Hamlin,Tyt,1361,1,5168,8
1,58.496,153.857,5,11,Denny Hamlin,Tyt,1361,1,5168,1
2,55.192,163.067,5,11,Denny Hamlin,Tyt,1361,1,5168,1
3,55.379,162.516,4,11,Denny Hamlin,Tyt,1361,1,5168,1
4,54.941,163.812,4,11,Denny Hamlin,Tyt,1361,1,5168,1
5,55.162,163.156,4,11,Denny Hamlin,Tyt,1361,1,5168,1
6,54.813,164.195,4,11,Denny Hamlin,Tyt,1361,1,5168,1
7,72.88,123.491,4,11,Denny Hamlin,Tyt,1361,1,5168,2
8,117.559,76.557,4,11,Denny Hamlin,Tyt,1361,1,5168,2
9,134.964,66.684,4,11,Denny Hamlin,Tyt,1361,1,5168,2
10,129.286,69.613,4,11,Denny Hamlin,Tyt,1361,1,5168,2
11,128.009,70.308,4,11,Denny Hamlin,Tyt,1361,1,5168,2
12,126.967,70.885,4,11,Denny Hamlin,Tyt,1361,1,5168,1
13,57.681,156.031,3,11,Denny Hamlin,Tyt,1361,1,5168,1
14,55.106,163.322,3,11,Denny Hamlin,Tyt,1361,1,5168,1
15,54.867,164.033,3,11,Denny Hamlin,Tyt,1361,1,5168,1
16,54.87,164.024,3,11,Denny Hamlin,Tyt,1361,1,5168,1
17,54.746,164.396,3,11,Denny Hamlin,Tyt,1361,1,5168,1
18,54.658,164.660,3,11,Denny Hamlin,Tyt,1361,1,5168,1
19,54.748,164.390,3,11,Denny Hamlin,Tyt,1361,1,5168,1
20,54.775,164.309,3,11,Denny Hamlin,Tyt,1361,1,5168,1
21,54.69,164.564,3,11,Denny Hamlin,Tyt,1361,1,5168,1
22,54.939,163.818,3,11,Denny Hamlin,Tyt,1361,1,5168,1
23,54.929,163.848,3,11,Denny Hamlin,Tyt,1361,1,5168,1
24,55.036,163.529,3,11,Denny Hamlin,Tyt,1361,1,5168,1
25,54.796,164.246,3,11,Denny Hamlin,Tyt,1361,1,5168,1
26,55.083,163.390,3,11,Denny Hamlin,Tyt,1361,1,5168,1
27,55.242,162.920,3,11,Denny Hamlin,Tyt,1361,1,5168,1
28,60.041,149.898,3,11,Denny Hamlin,Tyt,1361,1,5168,2
29,120.247,74.846,3,11,Denny Hamlin,Tyt,1361,1,5168,2
30,129.77,69.353,3,11,Denny Hamlin,Tyt,1361,1,5168,2
31,144.498,62.285,3,11,Denny Hamlin,Tyt,1361,1,5168,2
32,136.296,66.033,14,11,Denny Hamlin,Tyt,1361,1,5168,2
33,130.314,69.064,12,11,Denny Hamlin,Tyt,1361,1,5168,2
34,119.819,75.113,13,11,Denny Hamlin,Tyt,1361,1,5168,1
35,58.443,153.996,12,11,Denny Hamlin,Tyt,1361,1,5168,1
36,69.371,129.737,12,11,Denny Hamlin,Tyt,1361,1,5168,2
37,121.504,74.072,12,11,Denny Hamlin,Tyt,1361,1,5168,2
38,140.371,64.116,12,11,Denny Hamlin,Tyt,1361,1,5168,2
39,132.802,67.770,12,11,Denny Hamlin,Tyt,1361,1,5168,2
40,121.88,73.843,12,11,Denny Hamlin,Tyt,1361,1,5168,2
41,94.796,94.941,34,11,Denny Hamlin,Tyt,1361,1,5168,2
42,121.359,74.160,34,11,Denny Hamlin,Tyt,1361,1,5168,2
43,125.929,71.469,32,11,Denny Hamlin,Tyt,1361,1,5168,2
44,108.927,82.624,33,11,Denny Hamlin,Tyt,1361,1,5168,1
45,79.748,112.855,31,11,Denny Hamlin,Tyt,1361,1,5168,2
46,121.773,73.908,27,11,Denny Hamlin,Tyt,1361,1,5168,2
47,141.156,63.759,26,11,Denny Hamlin,Tyt,1361,1,5168,2
48,114.778,78.412,28,11,Denny Hamlin,Tyt,1361,1,5168,1
49,58.414,154.073,22,11,Denny Hamlin,Tyt,1361,1,5168,1
50,55.676,161.650,20,11,Denny Hamlin,Tyt,1361,1,5168,1
51,55.33,162.660,19,11,Denny Hamlin,Tyt,1361,1,5168,1
52,55.451,162.305,18,11,Denny Hamlin,Tyt,1361,1,5168,1
53,55.161,163.159,17,11,Denny Hamlin,Tyt,1361,1,5168,1
54,55.423,162.387,17,11,Denny Hamlin,Tyt,1361,1,5168,1
55,55.484,162.209,17,11,Denny Hamlin,Tyt,1361,1,5168,1
56,55.019,163.580,17,11,Denny Hamlin,Tyt,1361,1,5168,1
57,54.766,164.336,16,11,Denny Hamlin,Tyt,1361,1,5168,1
58,54.865,164.039,14,11,Denny Hamlin,Tyt,1361,1,5168,1
59,54.729,164.447,14,11,Denny Hamlin,Tyt,1361,1,5168,1
60,54.909,163.908,14,11,Denny Hamlin,Tyt,1361,1,5168,1
61,55.113,163.301,13,11,Denny Hamlin,Tyt,1361,1,5168,1
62,54.692,164.558,9,11,Denny Hamlin,Tyt,1361,1,5168,1
63,54.618,164.781,8,11,Denny Hamlin,Tyt,1361,1,5168,1
64,54.667,164.633,8,11,Denny Hamlin,Tyt,1361,1,5168,1
65,54.773,164.315,6,11,Denny Hamlin,Tyt,1361,1,5168,1
66,54.617,164.784,5,11,Denny Hamlin,Tyt,1361,1,5168,1
67,54.768,164.330,4,11,Denny Hamlin,Tyt,1361,1,5168,1
68,54.654,164.672,3,11,Denny Hamlin,Tyt,1361,1,5168,1
69,54.665,164.639,3,11,Denny Hamlin,Tyt,1361,1,5168,1
70,54.863,164.045,3,11,Denny Hamlin,Tyt,1361,1,5168,1
71,54.863,164.045,3,11,Denny Hamlin,Tyt,1361,1,5168,1
72,55.002,163.630,3,11,Denny Hamlin,Tyt,1361,1,5168,1
73,54.915,163.890,3,11,Denny Hamlin,Tyt,1361,1,5168,1
74,54.937,163.824,3,11,Denny Hamlin,Tyt,1361,1,5168,1
75,55.321,162.687,2,11,Denny Hamlin,Tyt,1361,1,5168,1
76,54.845,164.099,2,11,Denny Hamlin,Tyt,1361,1,5168,1
77,54.851,164.081,2,11,Denny Hamlin,Tyt,1361,1,5168,1
78,54.81,164.204,2,11,Denny Hamlin,Tyt,1361,1,5168,1
79,54.689,164.567,2,11,Denny Hamlin,Tyt,1361,1,5168,1
80,54.842,164.108,2,11,Denny Hamlin,Tyt,1361,1,5168,1
81,54.925,163.860,2,11,Denny Hamlin,Tyt,1361,1,5168,1
82,55.101,163.336,2,11,Denny Hamlin,Tyt,1361,1,5168,1
83,60.241,149.400,2,11,Denny Hamlin,Tyt,1361,1,5168,2
84,132.182,68.088,2,11,Denny Hamlin,Tyt,1361,1,5168,2
85,135.722,66.312,7,11,Denny Hamlin,Tyt,1361,1,5168,2
86,131.406,68.490,7,11,Denny Hamlin,Tyt,1361,1,5168,2
87,130.553,68.938,6,11,Denny Hamlin,Tyt,1361,1,5168,1
88,57.757,155.825,6,11,Denny Hamlin,Tyt,1361,1,5168,1
89,54.879,163.997,6,11,Denny Hamlin,Tyt,1361,1,5168,1
90,54.792,164.258,5,11,Denny Hamlin,Tyt,1361,1,5168,1
91,54.286,165.789,5,11,Denny Hamlin,Tyt,1361,1,5168,1
92,54.765,164.339,5,11,Denny Hamlin,Tyt,1361,1,5168,1
93,54.453,165.280,5,11,Denny Hamlin,Tyt,1361,1,5168,1
94,54.722,164.468,5,11,Denny Hamlin,Tyt,1361,1,5168,1
95,55.196,163.055,5,11,Denny Hamlin,Tyt,1361,1,5168,1
96,79.688,112.940,5,11,Denny Hamlin,Tyt,1361,1,5168,2
97,127.209,70.750,5,11,Denny Hamlin,Tyt,1361,1,5168,2
98,137.936,65.248,5,11,Denny Hamlin,Tyt,1361,1,5168,2
99,133.534,67.399,5,11,Denny Hamlin,Tyt,1361,1,5168,2
100,130.378,69.030,5,11,Denny Hamlin,Tyt,1361,1,5168,1
101,56.939,158.064,3,11,Denny Hamlin,Tyt,1361,1,5168,1
102,53.992,166.691,3,11,Denny Hamlin,Tyt,1361,1,5168,1
103,53.972,166.753,3,11,Denny Hamlin,Tyt,1361,1,5168,1
104,54.1,166.359,3,11,Denny Hamlin,Tyt,1361,1,5168,1
105,54.094,166.377,3,11,Denny Hamlin,Tyt,1361,1,5168,1
106,54.197,166.061,3,11,Denny Hamlin,Tyt,1361,1,5168,1
107,54.292,165.770,3,11,Denny Hamlin,Tyt,1361,1,5168,1
108,54.557,164.965,3,11,Denny Hamlin,Tyt,1361,1,5168,1
109,54.213,166.012,3,11,Denny Hamlin,Tyt,1361,1,5168,1
110,54.301,165.743,3,11,Denny Hamlin,Tyt,1361,1,5168,1
111,54.266,165.850,3,11,Denny Hamlin,Tyt,1361,1,5168,1
112,54.347,165.603,3,11,Denny Hamlin,Tyt,1361,1,5168,1
