vehicle_number,driver_name,vehicle_manufacturer,leader_lap,lap_count,pit_in_flag_status,pit_out_flag_status,pit_in_race_time,pit_out_race_time,total_duration,box_stop_race_time,box_leave_race_time,pit_stop_duration,in_travel_duration,out_travel_duration,pit_stop_type,left_front_tire_changed,left_rear_tire_changed,right_front_tire_changed,right_rear_tire_changed,previous_lap_time,next_lap_time,race_id
17,Chris Cockrum,Chevrolet,108,106,1,1,6566.745,6605.77,39.025,6581.0616,6593.2736,12.2119,14.3166,12.4963,TWO_WHEEL_CHANGE_RIGHT,FALSE,FALSE,TRUE,TRUE,0,0,4811
08,Gray Gaulding,Chevrolet,83,82,1,1,5389.935,5871.859,481.924,5404.2694,5862.5338,458.2644,14.3344,9.3251,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4811
07,Ray Black II,Chevrolet,82,81,2,2,5321.811,5351.445,29.634,5337.8351,5344.4082,6.573,16.0241,7.0367,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4811
36,Josh Williams,Chevrolet,82,81,2,2,5267.103,5298.322,31.219,5277.9419,5283.7144,5.7724,10.8389,14.6075,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4811
5,Matt Mills,Toyota,82,81,2,2,5265.969,5297.923,31.9539,5276.7407,5284.8155,8.0747,10.7717,13.1074,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4811
74,Mike Harmon,Chevrolet,82,70,2,2,5265.121,5320.881,55.76,5271.6356,5302.1995,30.5638,6.5146,18.6814,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4811
99,DJ Kennington,Toyota,82,75,2,2,5264.329,5295.896,31.567,5272.8368,5281.3454,8.5085,8.5078,14.5505,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4811
51,Jeremy Clements,Chevrolet,82,66,2,2,5262.895,5447.298,184.4029,5281.0451,5441.8033,160.7582,18.1501,5.4946,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4811
07,Ray Black II,Chevrolet,81,80,2,2,5196.029,5262.734,66.7049,5213.1092,5255.8514,42.7422,17.0802,6.8825,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4811
11,Justin Haley #,Chevrolet,81,80,2,2,5145.655,5257.677,112.0219,5156.618,5246.7738,90.1558,10.963,10.9031,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4811
