vehicle_number,driver_name,vehicle_manufacturer,leader_lap,lap_count,pit_in_flag_status,pit_out_flag_status,pit_in_race_time,pit_out_race_time,total_duration,box_stop_race_time,box_leave_race_time,pit_stop_duration,in_travel_duration,out_travel_duration,pit_stop_type,left_front_tire_changed,left_rear_tire_changed,right_front_tire_changed,right_rear_tire_changed,previous_lap_time,next_lap_time,race_id
39,Ryan Sieg,Chevrolet,116,115,2,2,7636.149,7679.327,43.1779,7653.6901,7674.1436,20.4535,17.5411,5.1833,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4909
51,Jeremy Clements,Chevrolet,116,108,2,2,7631.489,7717.06,85.571,7641.3113,7704.8741,63.5627,9.8223,12.1858,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4909
4,Jesse Little #,Chevrolet,115,114,2,2,7630.417,7673.789,43.3719,7640.7441,7662.5321,21.788,10.3271,11.2568,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4909
13,Chad Finchum,Toyota,115,112,2,2,7512.65,7572.831,60.181,7527.9626,7565.1992,37.2366,15.3126,7.6317,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4909
52,JJ Yeley,Chevrolet,115,113,2,2,7505.376,7561.838,56.4619,7513.7151,7547.2148,33.4997,8.3391,14.6231,TWO_WHEEL_CHANGE_RIGHT,FALSE,FALSE,TRUE,TRUE,0,0,4909
36,Alex Labbe,Chevrolet,114,114,2,2,7503.287,7547.084,43.7969,7524.359,7544.8792,20.5201,21.072,2.2047,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4909
68,Brandon Brown,Chevrolet,114,114,2,2,7502.082,7614.606,112.5239,7512.4471,7604.1041,91.6569,10.3651,10.5018,ONE_WHEEL_CHANGE,FALSE,FALSE,TRUE,FALSE,0,0,4909
6,David Starr,Chevrolet,114,112,2,2,7358.816,7943.72,584.904,7375.7298,7929.1714,553.4416,16.9138,14.5485,TWO_WHEEL_CHANGE_RIGHT,FALSE,FALSE,TRUE,TRUE,0,0,4909
8,Jeb Burton,Chevrolet,114,113,2,2,7351.604,0,0,7366.9879,7944.9203,577.9324,15.3839,0,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4909
39,Ryan Sieg,Chevrolet,114,113,2,2,7346.229,7967.045,620.8159,7364.9859,7961.3365,596.3506,18.7569,5.7084,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4909
02,Brett Moffitt(i),Chevrolet,114,113,2,2,7336.836,0,0,7345.699,7389.4423,43.7433,8.863,0,ONE_WHEEL_CHANGE,FALSE,FALSE,FALSE,TRUE,0,0,4909
07,Ray Black II,Chevrolet,114,113,2,2,7328.077,7963.814,635.737,7343.1634,7948.4561,605.2927,15.0864,15.3578,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4909
78,Vinnie Miller,Toyota,110,109,2,2,7009.706,7050.396,40.6899,7018.4352,7033.0496,14.6143,8.7292,17.3463,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4909
36,Alex Labbe,Chevrolet,110,109,2,2,6893.435,6945.416,51.9809,6914.0619,6943.1906,29.1287,20.6269,2.2253,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4909
51,Jeremy Clements,Chevrolet,110,102,2,2,6892.698,7008.926,116.228,6903.1844,6996.4095,93.225,10.4864,12.5164,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4909
38,Ross Chastain,Chevrolet,110,104,2,2,6891.775,6981.518,89.743,6897.1451,6964.2115,67.0664,5.3701,17.3064,ONE_WHEEL_CHANGE,FALSE,FALSE,TRUE,FALSE,0,0,4909
15,Robby Lyons II,Chevrolet,110,108,2,2,6889.567,6923.213,33.6459,6903.785,6914.0619,10.2769,14.218,9.151,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4909
13,Chad Finchum,Toyota,110,107,2,2,6888.223,6916.952,28.729,6903.8517,6909.4238,5.5721,15.6287,7.5281,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4909
0,BJ McLeod,Chevrolet,110,108,2,2,6887.195,6926.755,39.56,6895.6102,6913.4946,17.8843,8.4152,13.2604,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4909
07,Ray Black II,Chevrolet,109,108,2,2,6770.878,6813.405,42.527,6784.3299,6802.2809,17.951,13.4519,11.124,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4909
92,Josh Williams,Chevrolet,109,108,2,2,6769.919,6813.37,43.451,6776.7892,6795.6078,18.8185,6.8702,17.7621,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4909
02,Brett Moffitt(i),Chevrolet,109,108,2,2,6763.839,6800.179,36.34,6770.3498,6786.432,16.0821,6.5108,13.7469,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4909
66,Timmy Hill,Toyota,109,108,2,2,6763.177,6797.125,33.948,6778.1572,6791.3703,13.213,14.9802,5.7546,TWO_WHEEL_CHANGE_RIGHT,FALSE,FALSE,TRUE,TRUE,0,0,4909
