vehicle_number,driver_name,vehicle_manufacturer,leader_lap,lap_count,pit_in_flag_status,pit_out_flag_status,pit_in_race_time,pit_out_race_time,total_duration,box_stop_race_time,box_leave_race_time,pit_stop_duration,in_travel_duration,out_travel_duration,pit_stop_type,left_front_tire_changed,left_rear_tire_changed,right_front_tire_changed,right_rear_tire_changed,previous_lap_time,next_lap_time,pit_in_rank,pit_out_rank,positions_gained_lost,race_id
78,Josh Williams,Chevrolet,37,37,2,2,2566.053,2621.228,55.175,2579.4377,2603.4333,23.9956,13.3847,17.7946,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,29,26,3,5185
78,Josh Williams,Chevrolet,72,72,2,2,4986.405,5038.475,52.07,5000.5718,5020.7584,20.1866,14.1668,17.7165,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,28,22,6,5185
78,Josh Williams,Chevrolet,104,103,2,2,6683.802,6736.079,52.277,6696.7387,6718.2513,21.5125,12.9367,17.8276,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,28,29,-1,5185
78,Josh Williams,Chevrolet,125,124,2,2,7888.167,7938.053,49.8859,7901.3923,7920.2293,18.837,13.2253,17.8236,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,29,29,0,5185
78,Josh Williams,Chevrolet,148,146,2,2,9302.785,9375.795,73.01,9315.7802,9358.0293,42.2491,12.9952,17.7656,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,27,28,-1,5185
34,Jesse Iwuji #,Chevrolet,9,8,2,2,561.676,0,0,634.4644,647.6939,13.2294,72.7884,0,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,36,36,0,5185
34,Jesse Iwuji #,Chevrolet,41,10,2,2,2909.347,2975.884,66.5369,2931.0625,2964.6623,33.5998,21.7155,11.2216,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,37,37,0,5185
34,Jesse Iwuji #,Chevrolet,73,43,2,2,5088.459,5149.13,60.671,5110.0492,5137.5096,27.4603,21.5902,11.6203,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,37,37,0,5185
34,Jesse Iwuji #,Chevrolet,104,72,2,2,6684.872,6773.032,88.1599,6705.6142,6760.5668,54.9526,20.7422,12.4651,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,37,37,0,5185
34,Jesse Iwuji #,Chevrolet,125,92,2,2,7889.301,7946.97,57.6689,7910.4674,7935.2584,24.7909,21.1664,11.7115,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,37,37,0,5185
35,Joey Gase,Toyota,37,37,2,2,2565.6149,2640.628,75.013,2585.8441,2626.3066,40.4625,20.2291,14.3213,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,28,32,-4,5185
35,Joey Gase,Toyota,58,57,2,2,4048.732,4090.577,41.845,4068.218,4076.6263,8.4082,19.486,13.9506,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,29,31,-2,5185
35,Joey Gase,Toyota,72,72,2,2,4987.774,5053.145,65.371,5008.2749,5040.1109,31.8359,20.5009,13.034,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,31,31,0,5185
35,Joey Gase,Toyota,103,103,2,2,6585.569,6643.845,58.2759,6604.7751,6630.2671,25.492,19.2061,13.5778,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,26,26,0,5185
35,Joey Gase,Toyota,125,124,2,2,7787.476,7841.38,53.904,7805.5955,7827.7216,22.126,18.1195,13.6583,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,23,25,-2,5185
26,Jeffrey Earnhardt,Toyota,37,37,2,2,2560.309,2606.975,46.6659,2570.2287,2586.6923,16.4636,9.9197,20.2826,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,16,13,3,5185
26,Jeffrey Earnhardt,Toyota,57,57,2,2,4041.723,4135.317,93.594,4052.3025,4120.636,68.3335,10.5795,14.6809,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,13,33,-20,5185
26,Jeffrey Earnhardt,Toyota,72,72,2,2,4983.568,5030.752,47.184,4993.6651,5010.2435,16.5784,10.0971,20.5084,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,21,18,3,5185
26,Jeffrey Earnhardt,Toyota,103,103,2,2,6578.778,6624.936,46.1579,6588.7258,6604.8752,16.1493,9.9478,20.0607,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,14,13,1,5185
26,Jeffrey Earnhardt,Toyota,106,106,2,2,6911.59,6952.894,41.304,6922.7357,6927.04,4.3042,11.1457,25.8539,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,11,27,-16,5185
26,Jeffrey Earnhardt,Toyota,124,124,2,2,7781.016,7826.944,45.928,7791.112,7806.7003,15.5883,10.096,20.2436,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,17,16,1,5185
26,Jeffrey Earnhardt,Toyota,141,141,2,2,8757.809,9181.324,423.515,8770.8991,9157.3762,386.477,13.0901,23.9477,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,11,33,-22,5185
28,Kyle Sieg,Ford,37,37,2,2,2564.243,2633.735,69.492,2573.5653,2611.6697,38.1043,9.3223,22.0652,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,25,31,-6,5185
28,Kyle Sieg,Ford,72,72,2,2,4984.858,5043.009,58.1509,4994.4993,5020.8255,26.3262,9.6413,22.1834,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,24,27,-3,5185
28,Kyle Sieg,Ford,103,103,2,2,6584.6139,6636.6049,51.9909,6594.1979,6615.1854,20.9875,9.5839,21.4195,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,24,21,3,5185
28,Kyle Sieg,Ford,125,124,2,2,7785.009,7836.606,51.5969,7794.6489,7815.4363,20.7873,9.6399,21.1696,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,21,22,-1,5185
48,Jade Buford,Chevrolet,10,9,2,2,662.678,701.154,38.476,675.7113,684.1532,8.4418,13.0333,17.0007,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,26,34,-8,5186
39,Ryan Sieg,Ford,7,6,2,2,383.819,541.162,157.343,409.4724,532.2266,122.7542,25.6534,8.9353,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,37,37,0,5186
34,Jesse Iwuji #,Chevrolet,10,9,2,2,670.035,717.332,47.297,686.2229,702.3374,16.1144,16.1879,14.9945,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,36,36,0,5186
27,Jeb Burton,Chevrolet,9,9,2,2,660.355,717.246,56.8909,682.952,710.8114,27.8594,22.597,6.4345,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,21,35,-14,5186
39,Ryan Sieg,Ford,11,9,2,2,767.198,823.955,56.757,787.9584,814.418,26.4595,20.7604,9.5369,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,37,37,0,5186
99,Stefan Parsons,Chevrolet,16,15,2,2,1046.14,1083.166,37.0259,1056.0994,1062.4722,6.3728,9.9594,20.6937,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,33,34,-1,5186
35,Joey Gase,Toyota,16,15,2,2,1046.644,1084.705,38.0609,1064.3074,1071.7147,7.4073,17.6634,12.9902,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,34,36,-2,5186
6,Ryan Vargas,Chevrolet,16,15,2,2,1047.069,1083.607,36.538,1057.7342,1064.274,6.5398,10.6652,19.3329,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,35,35,0,5186
39,Ryan Sieg,Ford,16,14,2,2,1049.776,1133.777,84.0009,1073.2173,1124.7003,51.483,23.4413,9.0766,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,37,37,0,5186
6,Ryan Vargas,Chevrolet,17,16,2,2,1156.5,1200.462,43.9619,1167.2436,1181.4909,14.2473,10.7436,18.971,TWO_WHEEL_CHANGE_LEFT,TRUE,TRUE,FALSE,FALSE,0,0,32,36,-4,5186
10,Landon Cassill,Chevrolet,20,20,2,2,1675.77,1712.416,36.6459,1684.7774,1692.2181,7.4407,9.0074,20.1978,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,10,36,-26,5186
7,Justin Allgaier,Chevrolet,29,29,2,2,2090.28,2159.13,68.8499,2103.7012,2143.408,39.7068,13.4212,15.7219,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,8,34,-26,5186
6,Ryan Vargas,Chevrolet,30,29,2,2,2103.752,2138.876,35.124,2114.1799,2120.2523,6.0723,10.4279,18.6236,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,34,32,2,5186
2,Sheldon Creed #,Chevrolet,29,29,2,2,2092.525,2145.171,52.6459,2108.5393,2133.0313,24.492,16.0143,12.1396,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,13,33,-20,5186
92,Kyle Weatherman,Chevrolet,30,29,2,2,2100.997,2203.9119,102.9149,2121.0197,2193.4565,72.4367,20.0227,10.4554,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,28,35,-7,5186
02,Brett Moffitt,Chevrolet,29,29,2,2,2093.581,2205.614,112.0329,2109.4068,2191.955,82.5481,15.8258,13.6589,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,16,36,-20,5186
7,Justin Allgaier,Chevrolet,47,47,2,2,2938.7979,2983.104,44.306,2951.5988,2967.4478,15.849,12.8008,15.6561,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,15,15,0,5186
1,Sam Mayer,Chevrolet,47,47,2,2,2934.438,2978.7779,44.3399,2943.9246,2959.7735,15.8489,9.4866,19.0044,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,2,5,-3,5186
8,Josh Berry,Chevrolet,47,47,2,2,2934.86,2978.841,43.9809,2945.7263,2961.4753,15.749,10.8663,17.3656,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,3,6,-3,5186
11,Daniel Hemric,Chevrolet,47,47,2,2,2937.055,2981.129,44.074,2943.8578,2959.7068,15.8489,6.8028,21.4221,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,9,9,0,5186
35,Joey Gase,Toyota,48,48,2,2,3033.223,3088.357,55.134,3050.2297,3075.3545,25.1247,17.0067,13.0024,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,3,32,-29,5186
18,Ryan Truex,Toyota,47,47,2,2,2935.649,2982.145,46.496,2952.0659,2970.117,18.051,16.4169,12.0279,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,5,11,-6,5186
10,Landon Cassill,Chevrolet,47,47,2,2,2938.167,2984.371,46.204,2946.8274,2964.4449,17.6174,8.6604,19.926,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,13,17,-4,5186
68,Brandon Brown,Chevrolet,47,47,2,2,2939.224,2985.3159,46.0919,2950.2976,2967.2476,16.95,11.0736,18.0683,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,16,19,-3,5186
98,Riley Herbst,Ford,47,47,2,2,2937.776,2982.346,44.57,2948.4623,2964.3314,15.869,10.6863,18.0145,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,12,12,0,5186
16,AJ Allmendinger,Chevrolet,47,47,2,2,2936.052,2983.311,47.259,2953.9677,2971.585,17.6173,17.9157,11.7259,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,6,16,-10,5186
51,Jeremy Clements,Chevrolet,47,47,2,2,2938.452,2987.0949,48.6429,2952.0993,2972.8863,20.787,13.6473,14.2086,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,14,20,-6,5186
45,Kaz Grala(i),Chevrolet,47,47,2,2,2939.687,2994.546,54.8589,2953.3004,2978.8972,25.5967,13.6134,15.6487,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,17,24,-7,5186
44,Ryan Ellis,Chevrolet,47,47,2,2,2940.621,2995.992,55.371,2953.0001,2979.6596,26.6594,12.3791,16.3323,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,19,26,-7,5186
5,Matt Mills,Chevrolet,47,47,2,2,2941.931,3001.108,59.177,2963.7108,2994.1312,30.4204,21.7798,6.9767,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,23,28,-5,5186
48,Jade Buford,Chevrolet,47,47,2,2,2942.301,2991.563,49.262,2955.0354,2974.2543,19.2189,12.7344,17.3086,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,24,22,2,5186
21,Austin Hill #,Chevrolet,47,47,2,2,2936.393,2980.629,44.2359,2955.4025,2970.8844,15.4819,19.0095,9.7445,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,7,8,-1,5186
66,JJ Yeley,Ford,47,47,2,2,2946.6239,3000.257,53.633,2954.9353,2979.0924,24.157,8.3113,21.1645,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,33,27,6,5186
28,CJ McLaughlin,Ford,47,47,2,2,2945.745,3040.061,94.316,2969.8167,3034.0965,64.2797,24.0717,5.9644,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,31,35,-4,5186
4,Bayley Currey,Chevrolet,47,47,2,2,2941.496,2993.484,51.9879,2955.9697,2978.1915,22.2217,14.4737,15.2924,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,22,23,-1,5186
23,Anthony Alfredo,Chevrolet,47,47,2,2,2943.332,3001.469,58.137,2965.0455,2993.573,28.5275,21.7135,7.8959,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,26,29,-3,5186
36,Alex Labbe,Chevrolet,47,47,2,2,2940.118,2989.434,49.316,2955.8696,2976.1227,20.2531,15.7516,13.3112,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,18,21,-3,5186
6,Ryan Vargas,Chevrolet,48,47,2,2,2947.706,3011.939,64.2329,2958.6058,2992.3051,33.6993,10.8998,19.6338,TWO_WHEEL_CHANGE_RIGHT,FALSE,FALSE,TRUE,TRUE,0,0,35,33,2,5186
02,Brett Moffitt,Chevrolet,47,47,2,2,2942.827,3048.303,105.4759,2958.5724,3034.6876,76.1151,15.7454,13.6153,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,25,36,-11,5186
99,Stefan Parsons,Chevrolet,47,47,2,2,2945.286,3031.46,86.1739,2953.8343,3010.7878,56.9535,8.5483,20.6721,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,30,34,-4,5186
9,Noah Gragson,Chevrolet,47,47,2,2,2934.093,2979.705,45.612,2958.7392,2976.3229,17.5836,24.6462,3.382,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,1,7,-6,5186
54,Ty Gibbs,Toyota,47,47,2,2,2935.282,2982.101,46.8189,2959.2397,2976.8568,17.6171,23.9577,5.2441,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4,10,-6,5186
19,Brandon Jones,Toyota,47,47,2,2,2936.748,2982.444,45.6959,2960.2407,2976.8902,16.6494,23.4927,5.5537,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,8,13,-5,5186
38,Kyle Sieg #,Ford,47,47,2,2,2944.487,2977.901,33.4139,2965.0979,2968.8635,3.7655,20.6109,9.0374,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,29,4,25,5186
91,Mason Massey,Chevrolet,47,47,2,2,2946.105,3008.957,62.8519,2965.6794,2997.9441,32.2646,19.5744,11.0128,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,32,32,0,5186
27,Jeb Burton,Chevrolet,47,47,2,2,2940.964,2995.751,54.787,2963.1102,2989.3688,26.2586,22.1462,6.3821,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,20,25,-5,5186
92,Kyle Weatherman,Chevrolet,47,47,2,2,2947.088,3002.538,55.4499,2967.1141,2992.205,25.0908,20.0261,10.3329,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,34,30,4,5186
26,John Hunter Nemechek(i),Toyota,47,47,2,2,2937.415,2984.866,47.451,2961.5421,2980.6272,19.085,24.1271,4.2387,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,11,18,-7,5186
31,Myatt Snider,Chevrolet,47,47,2,2,2943.9119,3003.868,59.956,2967.648,2996.6762,29.0281,23.736,7.1917,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,28,31,-3,5186
34,Jesse Iwuji #,Chevrolet,48,48,2,2,3034.469,3086.784,52.315,3050.163,3071.9845,21.8215,15.694,14.7994,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,7,30,-23,5186
31,Myatt Snider,Chevrolet,49,48,2,2,3053.559,3097.046,43.4869,3076.0228,3090.2035,14.1806,22.4638,6.8424,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,33,34,-1,5186
38,Kyle Sieg #,Ford,48,48,2,2,3033.743,3099.67,65.927,3055.0344,3091.2702,36.2357,21.2914,8.3997,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,5,35,-30,5186
36,Alex Labbe,Chevrolet,50,50,2,2,3238.925,3291.042,52.1169,3255.706,3276.7268,21.0207,16.781,14.3151,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,17,36,-19,5186
07,Joe Graf Jr.,Ford,48,48,2,2,3032.84,3088.887,56.047,3058.7715,3085.8315,27.06,25.9315,3.0554,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,2,33,-31,5186
02,Brett Moffitt,Chevrolet,49,48,2,2,3083.802,3140.431,56.6289,3099.3135,3126.6739,27.3603,15.5115,13.757,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,36,36,0,5186
31,Myatt Snider,Chevrolet,61,60,1,1,3763.372,3810.917,47.545,3785.6091,3804.0271,18.418,22.2371,6.8898,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,35,36,-1,5186
36,Alex Labbe,Chevrolet,67,66,2,2,4001.212,4040.12,38.9079,4017.5968,4026.9063,9.3094,16.3848,13.2136,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,22,30,-8,5186
23,Anthony Alfredo,Chevrolet,67,66,2,2,4002.643,4036.367,33.724,4023.9364,4028.8416,4.9051,21.2934,7.5253,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,30,29,1,5186
68,Brandon Brown,Chevrolet,66,66,2,2,3995.534,4041.015,45.4809,4006.2194,4022.6341,16.4146,10.6854,18.3808,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,8,31,-23,5186
5,Matt Mills,Chevrolet,67,66,2,2,4003.393,4041.624,38.2309,4026.0054,4034.681,8.6756,22.6124,6.9429,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,32,32,0,5186
6,Ryan Vargas,Chevrolet,67,66,2,2,4004.465,4041.829,37.364,4015.0627,4022.5017,7.4389,10.5977,19.3272,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,34,33,1,5186
35,Joey Gase,Toyota,67,66,2,2,4003.884,4047.304,43.42,4021.434,4034.047,12.613,17.55,13.2569,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,33,34,-1,5186
34,Jesse Iwuji #,Chevrolet,67,66,2,2,4090.069,4140.421,50.352,4106.0192,4125.6378,19.6186,15.9502,14.7831,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,35,35,0,5186
31,Myatt Snider,Chevrolet,68,66,2,2,4100.613,4174.503,73.8899,4122.7683,4167.4769,44.7086,22.1553,7.026,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,36,36,0,5186
36,Alex Labbe,Chevrolet,75,74,2,2,4504.033,4542.691,38.6579,4520.9007,4528.7084,7.8077,16.8677,13.9825,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,29,33,-4,5186
92,Kyle Weatherman,Chevrolet,74,73,2,2,4463.043,4590.991,127.948,4485.0332,4580.3257,95.2925,21.9902,10.6652,TWO_WHEEL_CHANGE_RIGHT,FALSE,FALSE,TRUE,TRUE,0,0,34,36,-2,5186
31,Myatt Snider,Chevrolet,76,75,2,2,4604.279,4667.3909,63.1119,4626.0081,4660.5418,34.5337,21.7291,6.8491,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,32,34,-2,5186
92,Kyle Weatherman,Chevrolet,76,74,2,2,4630.29,4702.254,71.9639,4650.0661,4691.7063,41.6401,19.7761,10.5476,TWO_WHEEL_CHANGE_LEFT,TRUE,TRUE,FALSE,FALSE,0,0,36,36,0,5186
91,Mason Massey,Chevrolet,84,83,2,2,5001.812,5067.284,65.4719,5021.8078,5055.3741,33.5663,19.9958,11.9098,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,33,33,0,5186
92,Kyle Weatherman,Chevrolet,86,84,2,2,5122.64,5211.682,89.0419,5141.8629,5201.0875,59.2245,19.2229,10.5944,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,34,35,-1,5186
92,Kyle Weatherman,Chevrolet,88,86,2,2,5315.452,5387.2569,71.8049,5334.625,5376.099,41.4739,19.173,11.1579,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,35,35,0,5186
1,Sam Mayer,Chevrolet,90,90,2,2,5592.53,5635.519,42.989,5601.8268,5616.5413,14.7144,9.2968,18.9776,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,3,4,-1,5186
10,Landon Cassill,Chevrolet,90,90,2,2,5595.164,5640.965,45.801,5603.7621,5621.0792,17.317,8.5981,19.8857,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,11,15,-4,5186
45,Kaz Grala(i),Chevrolet,90,90,2,2,5597.029,5647.3549,50.3259,5611.3361,5631.5562,20.22,14.3071,15.7987,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,17,23,-6,5186
11,Daniel Hemric,Chevrolet,90,90,2,2,5593.1319,5637.173,44.041,5599.8582,5615.6738,15.8156,6.7262,21.4991,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,5,9,-4,5186
8,Josh Berry,Chevrolet,90,90,2,2,5593.835,5636.829,42.9939,5604.4961,5619.4775,14.9813,10.6611,17.3514,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,7,7,0,5186
98,Riley Herbst,Ford,90,90,2,2,5595.551,5638.526,42.9749,5605.7974,5620.4452,14.6477,10.2464,18.0807,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,13,13,0,5186
7,Justin Allgaier,Chevrolet,90,90,2,2,5594.847,5637.781,42.934,5607.5658,5622.2136,14.6477,12.7188,15.5673,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,10,11,-1,5186
23,Anthony Alfredo,Chevrolet,90,90,2,2,5599.747,5648.0379,48.2909,5620.7455,5640.4633,19.7178,20.9985,7.5746,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,24,24,0,5186
66,JJ Yeley,Ford,90,90,2,2,5600.126,5651.551,51.425,5608.5668,5629.4541,20.8872,8.4408,22.096800000000002,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,25,27,-2,5186
48,Jade Buford,Chevrolet,90,90,2,2,5599.032,5643.994,44.9619,5611.7699,5626.985,15.2151,12.7379,17.0089,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,23,19,4,5186
44,Ryan Ellis,Chevrolet,90,90,2,2,5596.652,5643.819,47.167,5609.0005,5626.8182,17.8176,12.3485,17.0007,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,16,18,-2,5186
36,Alex Labbe,Chevrolet,90,90,2,2,5600.65,5650.6629,50.0129,5616.2076,5637.6606,21.4529,15.5576,13.0023,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,26,26,0,5186
4,Bayley Currey,Chevrolet,90,90,2,2,5598.674,5648.871,50.197,5612.7375,5633.6902,20.9526,14.0635,15.1807,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,22,25,-3,5186
18,Ryan Truex,Toyota,90,90,2,2,5594.4889,5642.977,48.488,5611.0358,5631.6229,20.587,16.5468,11.354,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,9,16,-7,5186
2,Sheldon Creed #,Chevrolet,90,90,2,2,5595.872,5640.326,44.4539,5611.9367,5628.3864,16.4496,16.0647,11.9395,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,14,14,0,5186
21,Austin Hill #,Chevrolet,90,90,2,2,5592.8149,5635.865,43.05,5611.3361,5626.1175,14.7813,18.5211,9.7474,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,4,5,-1,5186
16,AJ Allmendinger,Chevrolet,90,90,2,2,5596.251,5643.37,47.1189,5613.7052,5632.4557,18.7505,17.4542,10.9142,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,15,17,-2,5186
99,Stefan Parsons,Chevrolet,90,90,2,2,5602.363,5654.17,51.8069,5611.0692,5633.49,22.4208,8.7062,20.6799,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,30,29,1,5186
19,Brandon Jones,Toyota,90,90,2,2,5593.529,5637.402,43.8729,5616.5747,5631.9218,15.3471,23.0457,5.4801,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,6,10,-4,5186
51,Jeremy Clements,Chevrolet,90,90,2,2,5598.125,5644.3059,46.1809,5612.237,5629.8545,17.6174,14.112,14.4514,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,20,21,-1,5186
9,Noah Gragson,Chevrolet,90,90,2,2,5591.982,5636.242,44.26,5616.7415,5632.8895,16.1479,24.7595,3.3524,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,1,6,-5,5186
27,Jeb Burton,Chevrolet,90,90,2,2,5597.307,5645.361,48.054,5619.4108,5638.428,19.0172,22.1038,6.9329,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,18,22,-4,5186
02,Brett Moffitt,Chevrolet,90,90,2,2,5597.735,5644.291,46.556,5612.8376,5630.722,17.8843,15.1026,13.5689,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,19,20,-1,5186
54,Ty Gibbs,Toyota,90,90,2,2,5592.234,5637.042,44.8079,5616.4412,5632.1888,15.7475,24.2072,4.8531,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,2,8,-6,5186
