vehicle_number,driver_name,vehicle_manufacturer,leader_lap,lap_count,pit_in_flag_status,pit_out_flag_status,pit_in_race_time,pit_out_race_time,total_duration,box_stop_race_time,box_leave_race_time,pit_stop_duration,in_travel_duration,out_travel_duration,pit_stop_type,left_front_tire_changed,left_rear_tire_changed,right_front_tire_changed,right_rear_tire_changed,previous_lap_time,next_lap_time,race_id
61,Robby Lyons II,Toyota,0,0,8,8,0,92.665,92.665,16.6115,75.1689,58.5574,16.6115,17.496,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,5088
36,Alex Labbe,Chevrolet,4,3,2,2,194.492,258.625,64.133,208.7334,243.3673,34.6338,14.2414,15.2576,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,5088
23,Jason White,Ford,5,4,2,2,293.772,368.116,74.3439,302.5619,344.4366,41.8746,8.7899,23.6793,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,5088
90,Caesar Bacarella,Chevrolet,6,5,2,2,417.233,450.088,32.855,424.2526,432.0938,7.8412,7.0196,17.9941,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,5088
52,Gray Gaulding,Chevrolet,6,5,2,2,413.289,446.965,33.6759,428.1566,434.029,5.8724,14.8676,12.9359,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,5088
9,Noah Gragson,Chevrolet,5,5,2,2,404.497,443.055,38.5579,420.8826,436.665,15.7823,16.3856,6.3899,TWO_WHEEL_CHANGE_LEFT,TRUE,TRUE,FALSE,FALSE,0,0,5088
66,Timmy Hill,Ford,6,5,2,2,413.528,446.847,33.3189,425.7875,434.9966,9.209,12.2595,11.8503,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,5088
36,Alex Labbe,Chevrolet,6,5,2,2,420.067,458.425,38.358,429.0909,443.0046,13.9136,9.0239,15.4203,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,5088
92,Josh Williams,Chevrolet,12,9,2,2,878.874,963.552,84.678,900.3366,953.1559,52.8192,21.4626,10.396,TWO_WHEEL_CHANGE_LEFT,TRUE,TRUE,FALSE,FALSE,0,0,5088
68,Brandon Brown,Chevrolet,12,12,2,2,974.355,1013.227,38.8719,982.8543,998.2695,15.4152,8.4993,14.9574,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,5088
13,Chad Finchum,Ford,13,12,2,2,979.192,1012.37,33.178,988.4932,995.7003,7.2071,9.3012,16.6696,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,5088
16,AJ Allmendinger,Chevrolet,13,12,2,2,974.873,1009.94,35.067,990.3283,1001.2724,10.9441,15.4553,8.6675,TWO_WHEEL_CHANGE_RIGHT,FALSE,FALSE,TRUE,TRUE,0,0,5088
5,Matt Mills,Chevrolet,13,12,2,2,983.799,1023.465,39.666,1002.0409,1016.1881,14.1472,18.2419,7.2768,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,5088
8,Josh Berry #,Chevrolet,12,12,2,2,971.222,1024.183,52.961,976.3479,1005.6453,29.2974,5.1259,18.5376,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,5088
66,Timmy Hill,Ford,13,12,2,2,981.111,1029.5239,48.4129,993.398,1017.7887,24.3907,12.287,11.7352,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,5088
92,Josh Williams,Chevrolet,13,10,2,2,1024.666,1075.9079,51.2419,1040.8133,1066.205,25.3916,16.1473,9.7029,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,5088
