Number,NASCARDriverID,Driver,FullName,Manufacturer,Sponsor,OverAllAvg,OverAllAvgRank,BestLapTime,BestLapRank,Con5Lap,Con5LapRank,Con10Lap,Con10LapRank,Con15Lap,Con15LapRank,Con20Lap,Con20LapRank,Con25Lap,Con25LapRank,Con30Lap,Con30LapRank,PracticeName,race_id
66,4235,Majeski (P),Ty Majeski (P),Tyt,Road Ranger,31.9563846,1,31.4,2,32.025,10,32.093,3,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5236
51,4387,Heim # (P),Corey Heim # (P),Tyt,JBL,32.0206923,2,31.727,16,31.932,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5236
4,4092,Nemechek (P),John Hunter Nemechek (P),Tyt,Mobil 1,32.05205,3,31.519,9,31.798,1,31.909,1,31.929,1,32.052,1,NA,NA,NA,NA,Final Practice,5236
25,3916,Dibenedetto,Matt Dibenedetto,Chv,Rackley Roofing,32.2305714,4,31.447,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5236
98,4268,Eckes (P),Christian Eckes (P),Tyt,CMRroofing.com,32.2786842,5,31.431,3,31.997,8,32.143,4,32.217,2,NA,NA,NA,NA,NA,NA,Final Practice,5236
38,4272,Smith (P),Zane Smith (P),Frd,Hamsters USA,32.3270667,6,31.678,13,31.923,4,32.175,5,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5236
88,694,Crafton (P),Matt Crafton (P),Tyt,Flex Seal/Menards,32.3357143,7,31.171,1,31.913,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5236
17,4070,Preece,Ryan Preece,Frd,Morton Buildings,32.3373333,8,31.718,15,31.955,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5236
26,4271,Fogleman,Tate Fogleman,Chv,Dickies/Realtree/Camospace,32.3415,9,32.128,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5236
15,4342,Gray,Tanner Gray,Frd,Ford Performance,32.4,10,31.592,10,32.012,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5236
5,4298,Hill,Tyler Hill,Tyt,Hill Motorsports,32.4298333,11,31.835,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5236
