Number,NASCARDriverID,Driver,FullName,Manufacturer,Sponsor,OverAllAvg,OverAllAvgRank,BestLapTime,BestLapRank,Con5Lap,Con5LapRank,Con10Lap,Con10LapRank,Con15Lap,Con15LapRank,Con20Lap,Con20LapRank,Con25Lap,Con25LapRank,Con30Lap,Con30LapRank,PracticeName,race_id
66,4235,Majeski (P),Ty Majeski (P),Tyt,Road Ranger,15.8785714,1,15.692,3,15.839,5,15.848,1,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5237
51,4387,Heim # (P),Corey Heim # (P),Tyt,Crescent Tools,15.9555,2,15.722,5,15.829,3,15.902,6,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5237
25,3916,DiBenedetto,Matt DiBenedetto,Chv,Rackley Roofing/WAR Shocks,15.9565882,3,15.574,1,15.777,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5237
7,4422,Caruth,Rajah Caruth,Chv,Circle,15.958,4,15.728,7,15.85,6,15.936,8,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5237
52,4205,Friesen (P),Stewart Friesen (P),Tyt,Halmar International,15.9730714,5,15.669,2,15.765,1,15.864,2,15.916,2,15.985,2,NA,NA,NA,NA,Final Practice,5237
16,4296,Ankrum,Tyler Ankrum,Tyt,LiUNA!,15.9855517,6,15.818,15,15.868,11,15.906,7,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5237
18,4312,Smith (P),Chandler Smith (P),Tyt,Safelite AutoGlass,15.9886667,7,15.773,11,15.853,8,15.873,3,15.904,1,15.963,1,NA,NA,NA,NA,Final Practice,5237
99,4107,Rhodes (P),Ben Rhodes (P),Tyt,Ohio Logistcs,16.0003636,8,15.775,12,15.851,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5237
19,4297,Kraus,Derek Kraus,Chv,Incredible Bank,16.01775,9,15.756,8,15.833,4,15.876,5,15.95,3,NA,NA,NA,NA,NA,NA,Final Practice,5237
88,694,Crafton,Matt Crafton,Tyt,Black Label Bacon/Menards,16.0269167,10,15.77,10,15.863,9,15.874,4,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5237
38,4272,Smith (P),Zane Smith (P),Tyt,Speedco/Luber Finer,16.0286,11,15.92,20,16.029,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final Practice,5237
