race_id,series_id,race_season,race_name,race_type_id,restrictor_plate,track_id,track_name,date_scheduled,race_date,qualifying_date,scheduled_distance,actual_distance,scheduled_laps,actual_laps,number_of_cars_in_field,pole_winner_driver_id,pole_winner_speed,pole_winner_laptime,number_of_lead_changes,number_of_leaders,number_of_cautions,number_of_caution_laps,average_speed,total_race_time,race_purse,race_comments,attendance,radio_broadcaster,television_broadcaster,master_race_id,short_name
4406,1,2015,Pure Michigan 400,1,FALSE,133,Michigan International Speedway,2015-08-16T14:30:00,2015-08-16T14:30:00,2015-08-14T00:00:00,400,400,200,200,43,1810,197.488,NA,16,8,8,31,143.455,02:47:18,5260905,"Matt Kenseth won the Pure Michigan 400, his 34th career NASCAR Sprint Cup Series victory. Prior to the start of the race, the following cars dropped to the rear of the field for the reasons indicated: Nos. 3, 33 (engine change); No. 18 (backup car).",0,MRN,NBCSN,930,Michigan
4402,1,2015,5-hour ENERGY 301,1,FALSE,138,New Hampshire Motor Speedway,2015-07-19T13:30:00,2015-07-19T13:30:00,2015-07-17T00:00:00,318.46,318.458,301,301,43,923,135.164,NA,9,7,7,34,108.504,02:56:06,5386439,"Kyle Busch won the 5-hour ENERGY 301, his 32nd career NASCAR Sprint Cup Series victory, and second at New Hampshire Motor Speedway. Prior to the start of the race, no cars dropped to the rear of the field.",0,PRN,NBCSN,1683,New Hampshire
4411,1,2015,Sylvania 300,1,FALSE,138,New Hampshire Motor Speedway,2015-09-27T14:00:00,2015-09-27T14:00:00,2015-09-25T00:00:00,317.4,317.4,300,300,43,923,137.98,NA,16,7,9,41,106.48,02:58:51,5386439,"Matt Kenseth won the SYLVANIA 300, his 36th career NASCAR Sprint Cup Series victory. Prior to the start of the race, the following cars dropped to the rear of the field for the reasons indicated: No. 32 (Rear Gear Change).",0,PRN,NBCSN,1814,New Hampshire
4405,1,2015,Cheez-It 355,1,FALSE,157,Watkins Glen International,2015-08-09T14:00:00,2015-08-09T14:00:00,2015-08-08T00:00:00,220.5,220.5,90,90,43,3774,127.839,NA,8,8,5,16,91.42,02:24:43,4960524,"Joey Logano won the CHEEZ-It 355 at The Glen, his 10th career NASCAR Sprint Cup Series victory. Prior to the start of the race, no cars dropped to the rear of the field.",0,MRN,NBCSN,1482,Watkins-Glen
4393,1,2015,Sprint Showdown,2,FALSE,162,Charlotte Motor Speedway,2015-05-15T19:00:00,2015-05-15T19:00:00,2015-05-15T00:00:00,60,60,40,40,29,2225,189.673,NA,4,4,2,2,102.37,00:35:10,0,Greg Biffle and Clint Bowyer won the two segments in the Sprint Showdown.,0,MRN,FS1,3690,Charlotte
4394,1,2015,"NASCAR Sprint All-Star Race",2,FALSE,162,Charlotte Motor Speedway,2015-05-16T19:00:00,2015-05-16T19:00:00,2015-05-16T00:00:00,135,165,110,110,20,1361,145.648,NA,7,4,4,4,106.452,01:33:00,0,"Denny Hamlin won the NASCAR Sprint All-Star Race, his first win in the annual non-points race. Prior to the start of the race, the following car dropped to the rear of the field for the reason indicated: No. 10 (engine change).",0,MRN,FS1,3670,Charlotte
4395,1,2015,Coca-Cola 600,1,FALSE,162,Charlotte Motor Speedway,2015-05-24T18:00:00,2015-05-24T18:00:00,2015-05-21T00:00:00,600,600,400,400,43,1810,194.252,NA,22,9,8,39,147.803,04:03:34,6660588,"Carl Edwards won the Coca-Cola 600, his 24th career NASCAR Sprint Cup Series victory. ",0,PRN,FOX,447,Charlotte
4414,1,2015,Bank of America 500,1,FALSE,162,Charlotte Motor Speedway,2015-10-10T19:00:00,2015-10-11T12:30:00,2015-10-08T00:00:00,501,501,334,334,43,1810,194.532,NA,14,10,9,44,139.76,03:35:05,5306331,"Joey Logano won the Bank of America 500, his 12th career NASCAR Sprint Cup Series victory.",0,PRN,NBCSN,468,Charlotte
4397,1,2015,Axalta 'We Paint Winners' 400,1,FALSE,198,Pocono Raceway,2015-06-07T13:00:00,2015-06-07T13:00:00,2015-06-05T00:00:00,400,400,160,160,43,453,177.599,NA,12,6,8,31,134.266,02:58:45,5084726,"Martin Truex Jr. won the Axalta 'We Paint Winners' 400, his third career NASCAR Sprint Series victory. Prior to the start of the race, the following car dropped to the rear of the field for the reason indicated: No. 22 (changing rear gear).",0,MRN,FS1,1358,Pocono
4404,1,2015,Windows 10 400,1,FALSE,198,Pocono Raceway,2015-08-02T13:30:00,2015-08-02T13:30:00,2015-07-31T00:00:00,400,400,160,160,43,454,178.416,NA,18,13,8,32,132.159,03:01:36,5084726,"Matt Kenseth won the Windows 10 400, his 33rd career NASCAR Sprint Cup Series victory. Prior to the start of the race, the following cars dropped to the rear of the field for the reasons indicated: No. 26 (backup car); No. 31 (rear gear).",0,MRN,NBCSN,1122,Pocono
