race_id,series_id,race_season,race_name,race_type_id,restrictor_plate,track_id,track_name,date_scheduled,race_date,qualifying_date,tunein_date,scheduled_distance,actual_distance,scheduled_laps,actual_laps,stage_1_laps,stage_2_laps,stage_3_laps,number_of_cars_in_field,pole_winner_driver_id,pole_winner_speed,number_of_lead_changes,number_of_leaders,number_of_cautions,number_of_caution_laps,average_speed,total_race_time,margin_of_victory,race_purse,race_comments,attendance,radio_broadcaster,television_broadcaster,satellite_radio_broadcaster,master_race_id,inspection_complete,playoff_round,is_qualifying_race,qualifying_race_no,qualifying_race_id,has_qualifying,winner_driver_id,pole_winner_laptime,short_name
5143,1,2022,Busch Light Clash at The Coliseum,2,FALSE,217,Los Angeles Memorial Coliseum,2022-02-06T18:00:00,2022-02-06T18:00:00,2022-02-06T15:00:00,2022-02-06T18:00:00,37.5,37.5,150,150,0,0,0,23,454,0,5,3,5,5,39.029,0:57:39,.877,0,".Joey Logano has won the 2022 Busch Light Clash at the Colisem at the Los Angeles Memorial Coliseum, his second career victory in the annual non-points exhibition NASCAR Cup Series race.",0,MRN,FOX,SIRIUSXM,3222,TRUE,0,FALSE,0,-1,TRUE,3859,NA,LA Coliseum
5144,1,2022,Bluegreen Vacations Duel 1 at DAYTONA,2,TRUE,105,Daytona International Speedway,2022-02-17T19:00:00,2022-02-17T19:00:00,2022-02-17T19:00:00,2022-02-17T19:00:00,150,150,60,60,0,0,0,21,4030,0,2,3,0,0,185.185,0:48:36,.264,0,"Brad Keselowski has won the Bluegreen Vacations Duel 1 at Daytona International Speedway, his first victory in the NASCAR Cup Series qualifying races. Prior to the race, the following car dropped to the rear of the field under penalty for the reason indicated: #50 (Unaproved Adjustments). ",0,MRN,FS1,SIRIUSXM,3217,TRUE,0,FALSE,0,-1,FALSE,1816,NA,Daytona
5145,1,2022,Bluegreen Vacations Duel 2 at DAYTONA,2,TRUE,105,Daytona International Speedway,2022-02-17T21:00:00,2022-02-17T21:00:00,2022-02-17T20:45:00,2022-02-17T21:00:00,150,150,60,60,0,0,0,21,4045,0,11,5,1,1,185.98,0:48:24,Under Caution,0,"Chris Buescher won the Bluegreen Vacations Duel 2 at Daytona International Speedway, his first victory in the NASCAR Cup Series qualifying races. Prior to the start of the race, no vehicles dropped to the rear of the field.",0,MRN,FS1,SIRIUSXM,3218,TRUE,0,FALSE,0,-1,FALSE,3989,NA,Daytona
5146,1,2022,DAYTONA 500,1,TRUE,105,Daytona International Speedway,2022-02-20T14:30:00,2022-02-20T14:30:00,2022-02-20T14:30:00,2022-02-20T14:30:00,500,502.5,200,201,65,65,71,40,4030,181.159,35,13,7,37,142.295,3:31:53,.036,0,"Austin Cindric has won the DAYTONA 500 at Daytona International Speedway, his first career victory in the NASCAR Cup Series. Prior to the start of the race, the following vehicle (s) dropped to the rear of the field under penalty for the reason indicated: Nos. 14 and 16 (Multiple Inspection Failures), No. 27 (Engine Change), No. 22 (Back-up Car). ",0,MRN,FOX,SIRIUSXM,385,TRUE,0,FALSE,0,-1,FALSE,4180,NA,Daytona
5147,1,2022,Wise Power 400,1,FALSE,38,Auto Club Speedway,2022-02-27T15:30:00,2022-02-27T12:30:00,2022-02-27T12:30:00,2022-02-27T15:30:00,400,400,200,200,65,65,70,36,4180,174.647,32,9,12,59,114.222,3:03:07,.195,0,"Kyle Larson has won the Wise Power 400 at Auto Club Speedway, his 17th career victory in the NASCAR Cup Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty for the reason(s) indicated: Nos. 1 (Backup Car), 4, 5, 6, 22, 23, 31 (Unapproved Adjustments).  ",0,MRN,FOX,SIRIUSXM,5147,TRUE,0,FALSE,0,-1,FALSE,4030,NA,Auto Club
5148,1,2022,Pennzoil 400 presented by Jiffy Lube,1,FALSE,42,Las Vegas Motor Speedway,2022-03-06T15:30:00,2022-03-06T12:30:00,2022-03-06T12:30:00,2022-03-06T15:30:00,400,411,267,274,80,85,109,37,4153,182.673,23,15,12,60,117.522,3:29:50,.178,0,"Alex Bowman won the Pennzoil presented by Jiffy Lube at Las Vegas Motor Speedway, his seventh career NASCAR Cup Series victory. Prior to the start of the race, the following cars dropped to the rear under penalty for the reasons indicated: #18 (backup car), and #8, 16 and 41 (unapproved adjustments).",0,PRN,FOX,SIRIUSXM,1824,TRUE,0,FALSE,0,-1,FALSE,4045,NA,Las Vegas
5149,1,2022,Ruoff Mortgage 500,1,FALSE,84,Phoenix Raceway,2022-03-13T15:30:00,2022-03-13T15:30:00,2022-03-13T12:30:00,2022-03-13T15:30:00,312,312,312,312,60,125,127,36,4023,132.709,14,6,8,52,100.339,3:06:34,.771,0,"Chase Briscoe won the 18th running of the Ruoff Mortgage 500 at Phoenix Raceway, his first victory in the NASCAR Cup Series. Prior to the start of the race, the following cars dropped to the rear of the field under penalty for the reasons indicated: Nos. 5, 21 (unapproved adjustments), 47 (engine change).",0,MRN,FOX,SIRIUSXM,2074,TRUE,0,FALSE,0,-1,FALSE,4228,NA,Phoenix
5150,1,2022,Folds of Honor QuikTrip 500,1,TRUE,111,Atlanta Motor Speedway,2022-03-20T15:00:00,2022-03-20T15:00:00,1900-01-01T00:00:00,2022-03-20T15:00:00,500,500.5,325,325,105,105,115,37,0,0,46,20,11,65,126.584,3:57:14,.145,0,"William Byron won the Folds of Honor QuikTrip 500, his third career NASCAR Cup Series victory. Prior to the start of the race the following cars dropped to the rear of the field for the reasons indicated: No. 6 (unapproved adjustments) and No. 21 (two inspection failures).",0,PRN,FOX,SIRIUSXM,3335,TRUE,0,FALSE,0,-1,FALSE,4184,NA,Atlanta
5151,1,2022,EchoPark Automotive Grand Prix,1,FALSE,214,Circuit of The Americas,2022-03-27T15:30:00,2022-03-27T14:30:00,2022-03-27T14:30:00,2022-03-27T15:30:00,231.88,236.394,68,69,15,15,39,39,4023,92.759,13,9,9,13,70.253,3:20:57,1.331,0,"Ross Chastain has won the EchoPark Automotive Grand Prix at the Circuit of The Americas, his first career victory in the NASCAR Cup Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty for the reason(s) indicated: Nos. 27, 15, 16, 34, 43, 66, 77 (Unapproved adjustments), No. 78 (Three inspection failures).",0,PRN,FOX,SIRIUSXM,5033,TRUE,0,FALSE,0,-1,FALSE,4001,NA,COTA
5152,1,2022,Toyota Owners 400,1,FALSE,26,Richmond Raceway,2022-04-03T15:30:00,2022-04-03T15:30:00,2022-04-03T15:30:00,2022-04-03T15:30:00,300,300,400,400,70,160,170,37,4023,119.782,13,7,5,35,97.447,3:04:43,.552,0,"Denny Hamlin won the TOYOTA OWNERS 400 at Richmond Raceway, his 47th NASCAR Cup Series victory. Prior to the start of the race the following cars dropped to the rear of the field under penalty for the reason indicated: #2 (unapproved adjustments), #31 (multiple inspection failures), #44 (multiple inspection failures and unapproved adjustments).",0,MRN,FOX,SIRIUSXM,5038,TRUE,0,FALSE,0,-1,FALSE,1361,NA,Richmond
