race_id,series_id,race_season,race_name,race_type_id,restrictor_plate,track_id,track_name,date_scheduled,race_date,qualifying_date,tunein_date,scheduled_distance,actual_distance,scheduled_laps,actual_laps,stage_1_laps,stage_2_laps,stage_3_laps,number_of_cars_in_field,pole_winner_driver_id,pole_winner_speed,number_of_lead_changes,number_of_leaders,number_of_cautions,number_of_caution_laps,average_speed,total_race_time,margin_of_victory,race_purse,race_comments,attendance,radio_broadcaster,television_broadcaster,satellite_radio_broadcaster,master_race_id,inspection_complete,playoff_round,is_qualifying_race,qualifying_race_no,qualifying_race_id,has_qualifying,winner_driver_id,pole_winner_laptime,short_name
5153,1,2022,Blue-Emu Maximum Pain Relief 400,1,FALSE,22,Martinsville Speedway,2022-04-09T19:30:00,2022-04-09T19:30:00,2022-04-09T19:30:00,2022-04-09T19:30:00,210,211.978,400,403,80,100,223,36,4062,96.151,5,4,4,36,79.244,2:40:30,0.303,0,"William Byron has won the Blu-Emu Maximum Pain Relief 400 at Martinsville Speedway, his 4th career victory in the NASCAR Cup Series. Prior to the race, the No. 16 was not allowed to qualify because of three inspection failures and had to perform a pass-through after taking the green on the track.",0,MRN,FS1,SIRIUSXM,12,TRUE,0,FALSE,0,-1,FALSE,4184,NA,Martinsville
5154,1,2022,Food City Dirt Race,1,FALSE,216,Bristol Motor Speedway Dirt,2022-04-17T19:00:00,2022-04-17T19:00:00,2022-04-17T19:00:00,2022-04-17T19:00:00,125.5,125,250,250,75,75,100,36,4104,0,6,5,14,82,34.973,3:34:27,0.330,0,"Kyle Busch has won the Food City Dirt Race at Bristol Motor Speedway Dirt, his 60th career victory in the NASCAR Cup Series. Prior to the start of the race, no vehicle(s) dropped to the rear of the field under penalty.",0,PRN,FOX,SIRIUSXM,588,TRUE,0,FALSE,0,-1,FALSE,454,NA,Bristol Dirt
5155,1,2022,GEICO 500,1,TRUE,82,Talladega Superspeedway,2022-04-24T15:00:00,2022-04-24T14:00:00,2022-04-23T00:00:00,2022-04-24T15:00:00,500,500.08,188,188,60,60,68,39,4153,180.928,41,16,6,28,149.637,03:21:52,0.105,0,"Ross Chastain won the 53rd running of the GEICO 500 at Talladega Superspeedway, his second victory in the NASCAR Cup Series. Prior to the start of the race, the following cars dropped to the rear of the field under penalty for the reasons indicated: Nos. 62 (unapproved adjustments), 77 (3 inspection failures means the 77 wil have to perform a pass-through after taking the green flag).",0,MRN,FOX,SIRIUSXM,957,TRUE,0,FALSE,0,-1,FALSE,4001,NA,Talladega
5156,1,2022,DuraMAX Drydene 400 presented by RelaDyne,1,FALSE,103,Dover Motor Speedway,2022-05-01T15:00:00,2022-05-01T15:00:00,2022-05-01T15:00:00,2022-05-02T12:00:00,400,400,400,400,120,130,150,36,3989,160.149,17,10,13,75,104.507,3:49:39,Under Caution,0,"Chase Elliott has won the DuraMAX Drydene 400 at Dover Motor Speedway, his 14th career victory in the NASCAR Cup Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty for the reason(s) indicated: Nos. 77, 24 – Back-up cars Nos. 21, 38, 45 – Unapproved adjustments",0,MRN,FS1,SIRIUSXM,922,TRUE,0,FALSE,0,-1,FALSE,4062,NA,Dover
5157,1,2022,Goodyear 400,1,FALSE,4,Darlington Raceway,2022-05-08T15:30:00,2022-05-08T15:30:00,2022-05-08T15:30:00,2022-05-08T15:30:00,400.2,400.238,293,293,90,95,108,36,3859,170.72,24,13,9,47,119.158,3:21:32,.775,0,"Joey Logano won the 3rd running of the Goodyear 400 at Darlington Raceway, his 28th victory in the NASCAR Cup Series. Prior to the start of the race, the following cars dropped to the rear of the field under penalty for the reasons indicated: Nos. 4, 78 (no qualifying time and unapproved adjustments), 11 (unapproved adjustments), 9 (backup car).",0,MRN,FS1,SIRIUSXM,442,TRUE,0,FALSE,0,-1,FALSE,3859,NA,Darlington
5158,1,2022,AdventHealth 400,1,FALSE,41,Kansas Speedway,2022-05-15T15:00:00,2022-05-15T14:00:00,2022-05-15T14:00:00,2022-05-15T15:00:00,400,400.5,267,267,80,85,102,36,4153,179.575,18,10,8,47,124.476,3:13:03,1.413,0,"Kurt Busch won the AdventHealth 400 at Kansas Speedway, his 34th NASCAR Cup Series victory. Prior to the start of the race the following cars dropped to the rear of the field under penalty for the reason indicated: #11, #38, #47 (unapproved adjustments), #22, #17 (backup car).",0,MRN,FS1,SIRIUSXM,3884,TRUE,0,FALSE,0,-1,FALSE,453,NA,Kansas
5159,1,2022,"NASCAR All-Star Open",2,FALSE,43,Texas Motor Speedway,2022-05-22T17:30:00,2022-05-22T16:30:00,2022-05-22T16:30:00,2022-05-22T17:30:00,75,75,50,50,20,20,10,16,4065,186.981,4,4,4,8,82.518,0:54:32,1.393,0,"Daniel Suarez has won the NASCAR All-Star Open at Texas Motor Speedway, his second career victory in the special non-points NASCAR Cup Series event. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty: Nos. 8, 31 (unapproved adjustments). Stage 1 Winner: Ricky Stenhouse Jr., Stage 2 Winner: Chris Buescher, Fan Vote Winner: Erik Jones. ",0,MRN,FS1,SIRIUSXM,3690,TRUE,0,FALSE,0,-1,FALSE,4113,NA,Texas
5160,1,2022,"NASCAR All-Star Race",2,FALSE,43,Texas Motor Speedway,2022-05-22T20:00:00,2022-05-22T19:00:00,2022-05-22T19:00:00,2022-05-22T20:00:00,187.5,210,125,140,25,25,25,24,454,189.115,3,4,8,31,102.62,2:02:47,0.266,0,"Ryan Blaney has won the NASCAR All-Star Race at Texas Motor Speedway, his first career victory in the special non-points NASCAR Cup Series event. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty: No. 48 (unapproved adjustments). ",0,MRN,FS1,SIRIUSXM,3670,TRUE,0,FALSE,0,-1,FALSE,4023,NA,Texas
5161,1,2022,Coca-Cola 600,1,FALSE,162,Charlotte Motor Speedway,2022-05-29T18:00:00,2022-05-29T18:00:00,2022-05-29T18:00:00,2022-05-29T18:00:00,600,619.5,400,413,100,100,100,37,1361,183.68,31,13,18,90,118.703,5:13:08,0.119,0,"Denny Hamlin won the Coca-Cola 600 at Charlotte Motor Speedway, his 48th career NASCAR Cup Series victory. Prior to the start of the race, the following cars dropped to the rear for the reasons indicated No. 5, 10, 41, 47, 50 (unapproved adjustments) and No. 7 (backup car). ",0,PRN,FOX,SIRIUSXM,447,TRUE,0,FALSE,0,-1,FALSE,1361,NA,Charlotte
5162,1,2022,Enjoy Illinois 300 presented by TicketSmarter,1,FALSE,45,World Wide Technology Raceway,2022-06-05T15:30:00,2022-06-05T15:30:00,2022-06-05T14:30:00,2022-06-05T15:30:00,300,306.25,240,245,45,95,105,36,4228,138.274,12,9,10,53,97.965,3:07:34,.655,0,"Joey Logano won the Enjoy Illinois 300 presented by TicketSmarter at World Wide Technology Raceway, his 29th NASCAR Cup Series victory. Prior to the start of the race the following cars dropped to the rear of the field under penalty for the reason indicated: #15 (backup car), #16 (DNQ/unapproved adjustments), #99 (unapproved adjustments).",0,MRN,FS1,SIRIUSXM,5162,TRUE,0,FALSE,0,-1,FALSE,3859,NA,Gateway
5163,1,2022,Toyota / Save Mart 350,1,FALSE,99,Sonoma Raceway,2022-06-12T16:00:00,2022-06-12T13:00:00,2022-06-12T13:00:00,2022-06-12T16:00:00,218.9,218.9,110,110,25,30,55,36,4030,92.111,6,6,4,14,78.008,2:48:22,3.849,0,"Daniel Suárez has won the Toyota / Save Mart 350 at Sonoma Raceway, his first career victory in the NASCAR Cup Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty: Nos. 16, 20, 43 (Unapproved adjustments) No. 51 (Multiple inspection failures/did not qualify and will have to serve a pass through after the green flag). ",0,PRN,FS1,SIRIUSXM,5042,TRUE,0,FALSE,0,-1,FALSE,4113,NA,Sonoma
5164,1,2022,Ally 400,1,FALSE,52,Nashville Superspeedway,2022-06-26T17:00:00,2022-06-26T16:00:00,2022-06-26T16:00:00,2022-06-26T17:00:00,399,399,300,300,90,95,115,36,1361,160.413,18,7,10,57,111.22,3:35:15,.551,0,"Chase Elliott won the Ally 400 at Nashville Superspeedway, his 15th career NASCAR Cup Series victory. Prior to the start of the race, the following cars dropped to the Rear: #18 (unapproved adjustments).",0,MRN,NBC,SIRIUSXM,5035,TRUE,0,FALSE,0,-1,FALSE,4062,NA,Nashville
5165,1,2022,Kwik Trip 250 presented by JOCKEY Made in America,1,FALSE,34,Road America,2022-07-03T15:00:00,2022-07-03T14:00:00,2022-07-03T14:00:00,2022-07-03T15:00:00,250,250.976,62,62,15,15,32,37,4062,108.407,8,6,2,2,96.622,2:35:51,3.304,0,"Tyler Reddick won the Kwik Trip 250 presented by JOCKEY Made in America at Road America, his first career NASCAR Cup Series victory. Prior to the start of the race, the following cars dropped to the rear of the field for the reasons indicated: No. 18 (engine change) and 27 (unapproved adjustments).",0,MRN,USA,SIRIUSXM,5054,TRUE,0,FALSE,0,-1,FALSE,4065,NA,Road America
5166,1,2022,Quaker State 400 Presented by Walmart,1,TRUE,111,Atlanta Motor Speedway,2022-07-10T15:00:00,2022-07-10T15:00:00,1900-01-01T00:00:00,2022-07-10T15:00:00,400,400.4,260,260,60,100,100,36,0,0,27,12,13,64,118.754,3:22:18,Caution,0,"Chase Elliott has won the Quaker State 400 Presented by Walmart at Atlanta Motor Speedway, his 16th career victory in the NASCAR Cup Series. No vehicles dropped to the rear prior to the start of the race.  ",0,PRN,USA,SIRIUSXM,3335,TRUE,0,FALSE,0,-1,FALSE,4062,NA,Atlanta
5167,1,2022,Ambetter 301,1,FALSE,138,New Hampshire Motor Speedway,2022-07-17T15:00:00,2022-07-17T15:00:00,2022-07-17T15:00:00,2022-07-17T15:00:00,318.46,318.458,301,301,70,115,116,36,3368,127.113,8,7,9,52,98.113,3:14:45,5.439,0,"Christopher Bell won the 30th running of the Ambetter 301 at New Hampshire Motor Speedway, his second victory in the NASCAR Cup Series. Prior to the start of the race, the following cars dropped to the rear of the field under penalty for the reasons indicated: None.",0,PRN,USA,SIRIUSXM,1683,TRUE,0,FALSE,0,-1,FALSE,4153,NA,New Hampshire
5168,1,2022,M&M's Fan Appreciation 400,1,FALSE,198,Pocono Raceway,2022-07-24T15:00:00,2022-07-24T15:00:00,2022-07-23T00:00:00,2022-07-24T15:00:00,400,400,160,160,30,65,65,36,1361,169.991,15,10,9,37,122.459,3:15:59,.927,0,"Chase Elliott has won the M&M's Fan Appreciation 400 at Pocono Raceway, his 17th career victory in the NASCAR Cup Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty: Nos. 1, 24, 31, 43, 51 (Unapproved Adjustments), #45 (Backup Vehicle).",0,MRN,USA,SIRIUSXM,1358,TRUE,0,FALSE,0,-1,FALSE,4062,NA,Pocono
5169,1,2022,Verizon 200 at the Brickyard,1,FALSE,211,Indianapolis Motor Speedway Road Course,2022-07-31T14:30:00,2022-07-31T14:30:00,2022-07-31T14:30:00,2022-07-31T14:30:00,200,209.754,82,86,15,20,51,38,4065,99.378,9,7,5,15,78.511,2:40:18,1.065,0,"Tyler Reddick won the 29th running of the Verizon 200 at the Brickyard at Indianapolis Motor Speedway Road Course, his second victory in the NASCAR Cup Series. Prior to the start of the race, the following cars dropped to the rear of the field under penalty for the reasons indicated: Nos. 10 (engine change), 51 (unapproved adjustments).",0,IMS,NBC,SIRIUSXM,5074,TRUE,0,FALSE,0,-1,FALSE,4065,NA,Indy Road
5170,1,2022,FireKeepers Casino 400,1,FALSE,133,Michigan International Speedway,2022-08-07T15:00:00,2022-08-07T15:00:00,2022-08-06T00:00:00,2022-08-07T15:00:00,400,400,200,200,45,75,80,37,4025,190.703,15,10,7,36,137.825,2:54:08,2.903,0,"Kevin Harvick won the FireKeepers Casino 400 at Michigan International Speedway, his 59th career NASCAR Cup Series victory. No cars dropped to the rear prior to the start of the race.",0,MRN,USA,SIRIUSXM,930,TRUE,0,FALSE,0,-1,FALSE,1416,NA,Michigan
5171,1,2022,Federated Auto Parts 400,1,FALSE,26,Richmond Raceway,2022-08-14T15:00:00,2022-08-14T15:00:00,2022-08-13T00:00:00,2022-08-14T15:00:00,300,300,400,400,70,160,170,36,4030,117.177,16,9,5,28,98.11,3:03:27,.441,0,"Kevin Harvick has won the Federated Auto Parts 400 at Richmond Raceway, his 60th career victory in the NASCAR Cup Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty for the reason(s) indicated: Nos. 21, 78 (Unapproved Adjustments).",0,MRN,USA,SIRIUSXM,1544,TRUE,0,FALSE,0,-1,FALSE,1416,NA,Richmond
5172,1,2022,Go Bowling at The Glen,1,FALSE,157,Watkins Glen International,2022-08-21T15:00:00,2022-08-21T15:00:00,2022-08-20T15:00:00,2022-08-21T15:00:00,220.5,220.5,90,90,20,20,50,39,4062,125.147,12,9,5,11,95.962,2:17:52,.882,0,"Kyle Larson won the 36th running of the Go Bowling at the The Glen at Watkins Glen International, his 18th victory in the NASCAR Cup Series. Prior to the start of the race, the following cars dropped to the rear of the field under penalty for the reasons indicated: Nos. 18, 20 (engine change), 24, 26, 45, 51, 78 (unapproved adjustments).",0,MRN,USA,SIRIUSXM,5071,TRUE,0,FALSE,0,-1,FALSE,4030,NA,Watkins-Glen
5173,1,2022,Coke Zero Sugar 400,1,TRUE,105,Daytona International Speedway,2022-08-27T19:00:00,2022-08-28T10:00:00,1900-01-01T00:00:00,2022-08-28T10:00:00,400,400,160,160,35,60,65,37,0,0,39,19,7,30,138.942,2:52:44,0.128,0,"Austin Dillon won the Coke Zero Sugar 400 at DAYTONA International Speedway, his fourth career NASCAR Cup Series victory. Prior to the start of the race, no cars dropped to the rear of the field.",0,MRN,CNBC,SIRIUSXM,408,TRUE,0,FALSE,0,-1,FALSE,3873,NA,Daytona
5174,1,2022,Cook Out Southern 500,1,FALSE,4,Darlington Raceway,2022-09-04T18:00:00,2022-09-04T18:00:00,2022-09-03T00:00:00,2022-09-04T18:00:00,501.3,501.32,367,367,115,115,137,36,3859,168.521,21,11,9,58,120.406,4:09:49,.252,0,"Erik Jones won the Cook Out Southern 500 at Darlington Raceway, his third NASCAR Cup Series victory. Prior to the start of the race the following cars dropped to the rear of the field under penalty for the reason indicated: #78 (unapproved adjustments), #99 (multiple inspection failures).",0,MRN,USA,SIRIUSXM,442,TRUE,1,FALSE,0,-1,FALSE,4059,NA,Darlington
5175,1,2022,Hollywood Casino 400 Presented by Barstool Sportsbook,1,FALSE,41,Kansas Speedway,2022-09-11T15:00:00,2022-09-11T14:00:00,2022-09-10T00:00:00,2022-09-11T15:00:00,400,400.5,267,267,80,85,102,36,4065,180.608,16,12,9,43,126.44,3:10:03,1.000,0,"Bubba Wallace won the Hollywood Casino 400, his second career NASCAR Cup Series victory. Prior to the start of the race the following cars dropped to the rear of the field for the reasons indicated: No. 10 (engine change) and No. 47 (unapproved adjustments).",0,MRN,USA,SIRIUSXM,1950,TRUE,1,FALSE,0,-1,FALSE,4025,NA,Kansas
5176,1,2022,Bass Pro Shops Night Race,1,FALSE,14,Bristol Motor Speedway,2022-09-17T19:30:00,2022-09-17T19:30:00,2022-09-16T00:00:00,2022-09-17T19:30:00,266.5,266.5,500,500,125,125,250,36,40,128.382,12,6,11,80,88.286,3:01:07,0.458,0,"Chris Buescher has won the Bass Pro Shops Night Race at Bristol Motor Speedway, his second career victory in the NASCAR Cup Series. Prior to the start of the race, no vehicle(s) dropped to the rear of the field under penalty. ",0,PRN,USA,SIRIUSXM,612,TRUE,1,FALSE,0,-1,FALSE,3989,NA,Bristol
5177,1,2022,AutoTrader EchoPark Automotive 500,1,FALSE,43,Texas Motor Speedway,2022-09-25T15:30:00,2022-09-25T15:30:00,2022-09-24T00:00:00,2022-09-25T15:30:00,500,501,334,334,105,105,124,36,1816,188.99,36,19,16,91,114.784,4:21:53,1.190,0,"Tyler Reddick won the AutoTrader EchoPark Automotive 500, his third career NASCAR Cup Series victory. Prior to the start of the race, the following cars dropped to the rear for the reason indicated: No. 31, 51 and 78 (Unapproved adjustments).",0,PRN,USA,SIRIUSXM,2100,TRUE,2,FALSE,0,-1,FALSE,4065,NA,Texas
5178,1,2022,YellaWood 500,1,TRUE,82,Talladega Superspeedway,2022-10-02T14:00:00,2022-10-02T13:00:00,2022-10-01T00:00:00,2022-10-02T14:00:00,500.08,500.08,188,188,60,60,68,37,4153,180.591,57,17,6,25,153.569,3:15:23,0.046,0,"Chase Elliott won the YellaWood 500 at Talladega Superspeedway, his 18th NASCAR Cup Series victory. Prior to the start of the race the following cars dropped to the rear of the field under penalty for the reason indicated: #45 (engine change), #8, 23, 78 (unapproved adjustments).",0,MRN,NBC,SIRIUSXM,937,TRUE,2,FALSE,0,-1,FALSE,4062,NA,Talladega
5179,1,2022,Bank of America ROVAL 400,1,FALSE,210,Charlotte Motor Speedway Road Course,2022-10-09T14:00:00,2022-10-09T14:00:00,2022-10-08T00:00:00,2022-10-09T14:00:00,252.88,259.84,109,112,25,25,62,39,3859,103.424,10,8,4,10,86.661,2:59:54,1.790,0,"Christopher Bell has won the Bank of America ROVAL 400 at the Charlotte Motor Speedway Road Course, his third career victory in the NASCAR Cup Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty: Nos. 1, 6, 17, 27, 50 (Unapproved Adjustments), No. 10 (Engine Change), No. 78 (Multiple Inspection Failures). ",0,PRN,NBC,SIRIUSXM,4707,TRUE,2,FALSE,0,-1,FALSE,4153,NA,ROVAL
5180,1,2022,South Point 400,1,FALSE,42,Las Vegas Motor Speedway,2022-10-16T14:30:00,2022-10-16T14:30:00,2022-10-15T00:00:00,2022-10-16T14:30:00,400.5,400.5,267,267,80,85,102,36,4065,184.603,18,11,8,42,130.48,3:04:10,.817,0,"Joey Logano won the fifth running of the South Point 400 at Las Vegas Motor Speedway, his 30th victory in the NASCAR Cup Series. Prior to the start of the race, the following cars dropped to the rear of the field under penalty for the reasons indicated: None.",0,PRN,NBC,SIRIUSXM,4705,TRUE,3,FALSE,0,-1,FALSE,3859,NA,Las Vegas
5181,1,2022,Dixie Vodka 400,1,FALSE,40,Homestead-Miami Speedway,2022-10-23T14:30:00,2022-10-23T14:30:00,2022-10-22T00:00:00,2022-10-23T14:30:00,400.5,400.5,267,267,80,85,102,36,4184,166.389,11,5,5,30,129.612,3:05:24,1.261,0,"Kyle Larson won the Dixie Vodka 400 at Homestead-Miami Speedway, his 19th career NASCAR Cup Series victory. Prior to the start of the race, the following cars dropped to the rear of the field for the reason indicated: No. 7 and 38 (unapproved adjustments).",0,MRN,NBC,SIRIUSXM,1887,TRUE,3,FALSE,0,-1,FALSE,4030,NA,Homestead
5182,1,2022,Xfinity 500,1,FALSE,22,Martinsville Speedway,2022-10-30T14:00:00,2022-10-30T14:00:00,2022-10-29T00:00:00,2022-10-30T14:00:00,263,263,500,500,130,130,240,36,4030,96.078,8,5,6,53,77.239,3:24:18,0.869,0,"Christopher Bell has won the Xfinity 500 at Martinsville Speedway, his fourth career victory in the NASCAR Cup Series. Prior to the start of the race, no vehicle(s) dropped to the rear of the field under penalty. ",0,MRN,NBC,SIRIUSXM,6,TRUE,3,FALSE,0,-1,FALSE,4153,NA,Martinsville
5183,1,2022,"NASCAR Cup Series Championship",1,FALSE,84,Phoenix Raceway,2022-11-06T15:00:00,2022-11-06T15:00:00,1900-01-01T00:00:00,2022-11-06T15:00:00,312,312,312,312,60,125,127,40,0,0,0,0,0,0,0,,,0,,0,MRN,NBC,SIRIUSXM,1550,FALSE,4,FALSE,0,-1,FALSE,NA,NA,Phoenix
