Lap,LapTime,LapSpeed,RunningPos,Number,FullName,Manufacturer,NASCARDriverID,Finish,race_id,FlagState
0,NA,NA,2,18,Chandler Smith,Tyt,4312,1,5235,8
1,23.914,112.905,1,18,Chandler Smith,Tyt,4312,1,5235,1
2,23.497,114.908,2,18,Chandler Smith,Tyt,4312,1,5235,1
3,23.693,113.958,3,18,Chandler Smith,Tyt,4312,1,5235,1
4,23.557,114.616,3,18,Chandler Smith,Tyt,4312,1,5235,1
5,23.759,113.641,3,18,Chandler Smith,Tyt,4312,1,5235,1
6,23.739,113.737,3,18,Chandler Smith,Tyt,4312,1,5235,1
7,23.788,113.503,3,18,Chandler Smith,Tyt,4312,1,5235,1
8,23.884,113.046,3,18,Chandler Smith,Tyt,4312,1,5235,1
9,23.977,112.608,3,18,Chandler Smith,Tyt,4312,1,5235,1
10,24.124,111.922,3,18,Chandler Smith,Tyt,4312,1,5235,1
11,24.083,112.112,3,18,Chandler Smith,Tyt,4312,1,5235,1
12,24.054,112.247,2,18,Chandler Smith,Tyt,4312,1,5235,1
13,24.114,111.968,2,18,Chandler Smith,Tyt,4312,1,5235,1
14,24.165,111.732,2,18,Chandler Smith,Tyt,4312,1,5235,1
15,24.184,111.644,2,18,Chandler Smith,Tyt,4312,1,5235,1
16,24.235,111.409,2,18,Chandler Smith,Tyt,4312,1,5235,1
17,24.397,110.669,2,18,Chandler Smith,Tyt,4312,1,5235,1
18,24.358,110.847,2,18,Chandler Smith,Tyt,4312,1,5235,1
19,24.525,110.092,2,18,Chandler Smith,Tyt,4312,1,5235,1
20,24.531,110.065,2,18,Chandler Smith,Tyt,4312,1,5235,1
21,24.507,110.173,2,18,Chandler Smith,Tyt,4312,1,5235,1
22,24.487,110.263,2,18,Chandler Smith,Tyt,4312,1,5235,1
23,24.545,110.002,2,18,Chandler Smith,Tyt,4312,1,5235,1
24,24.647,109.547,2,18,Chandler Smith,Tyt,4312,1,5235,1
25,24.597,109.769,2,18,Chandler Smith,Tyt,4312,1,5235,1
26,24.937,108.273,2,18,Chandler Smith,Tyt,4312,1,5235,1
27,25.125,107.463,2,18,Chandler Smith,Tyt,4312,1,5235,1
28,24.666,109.462,2,18,Chandler Smith,Tyt,4312,1,5235,1
29,24.655,109.511,2,18,Chandler Smith,Tyt,4312,1,5235,1
30,24.762,109.038,2,18,Chandler Smith,Tyt,4312,1,5235,1
31,24.692,109.347,2,18,Chandler Smith,Tyt,4312,1,5235,1
32,25.299,106.724,2,18,Chandler Smith,Tyt,4312,1,5235,1
33,25.209,107.105,2,18,Chandler Smith,Tyt,4312,1,5235,1
34,24.815,108.805,2,18,Chandler Smith,Tyt,4312,1,5235,1
35,24.812,108.818,2,18,Chandler Smith,Tyt,4312,1,5235,1
36,24.926,108.321,2,18,Chandler Smith,Tyt,4312,1,5235,1
37,25.035,107.849,2,18,Chandler Smith,Tyt,4312,1,5235,1
38,24.983,108.073,2,18,Chandler Smith,Tyt,4312,1,5235,1
39,25.226,107.032,2,18,Chandler Smith,Tyt,4312,1,5235,1
40,25.261,106.884,2,18,Chandler Smith,Tyt,4312,1,5235,1
41,25.311,106.673,2,18,Chandler Smith,Tyt,4312,1,5235,1
42,25.453,106.078,2,18,Chandler Smith,Tyt,4312,1,5235,1
43,25.228,107.024,2,18,Chandler Smith,Tyt,4312,1,5235,1
44,25.247,106.943,2,18,Chandler Smith,Tyt,4312,1,5235,1
45,25.057,107.754,2,18,Chandler Smith,Tyt,4312,1,5235,1
46,25.129,107.446,2,18,Chandler Smith,Tyt,4312,1,5235,1
47,25.098,107.578,2,18,Chandler Smith,Tyt,4312,1,5235,1
48,25.213,107.088,2,18,Chandler Smith,Tyt,4312,1,5235,1
49,25.185,107.207,2,18,Chandler Smith,Tyt,4312,1,5235,1
50,25.243,106.960,2,18,Chandler Smith,Tyt,4312,1,5235,1
51,25.236,106.990,2,18,Chandler Smith,Tyt,4312,1,5235,1
52,25.328,106.601,2,18,Chandler Smith,Tyt,4312,1,5235,1
53,25.387,106.354,2,18,Chandler Smith,Tyt,4312,1,5235,1
54,25.302,106.711,2,18,Chandler Smith,Tyt,4312,1,5235,1
55,25.416,106.232,2,18,Chandler Smith,Tyt,4312,1,5235,1
56,25.595,105.489,2,18,Chandler Smith,Tyt,4312,1,5235,1
57,25.302,106.711,2,18,Chandler Smith,Tyt,4312,1,5235,1
58,25.187,107.198,2,18,Chandler Smith,Tyt,4312,1,5235,1
59,25.298,106.728,2,18,Chandler Smith,Tyt,4312,1,5235,1
60,25.353,106.496,2,18,Chandler Smith,Tyt,4312,1,5235,1
61,25.465,106.028,2,18,Chandler Smith,Tyt,4312,1,5235,1
62,25.563,105.621,2,18,Chandler Smith,Tyt,4312,1,5235,1
63,26.044,103.671,3,18,Chandler Smith,Tyt,4312,1,5235,1
64,26.035,103.707,3,18,Chandler Smith,Tyt,4312,1,5235,1
65,25.521,105.795,3,18,Chandler Smith,Tyt,4312,1,5235,1
66,25.431,106.170,3,18,Chandler Smith,Tyt,4312,1,5235,1
67,25.448,106.099,3,18,Chandler Smith,Tyt,4312,1,5235,1
68,25.547,105.688,3,18,Chandler Smith,Tyt,4312,1,5235,1
69,25.719,104.981,3,18,Chandler Smith,Tyt,4312,1,5235,1
70,25.68,105.140,3,18,Chandler Smith,Tyt,4312,1,5235,1
71,29.463,91.640,3,18,Chandler Smith,Tyt,4312,1,5235,2
72,46.554,57.997,3,18,Chandler Smith,Tyt,4312,1,5235,2
73,59.739,45.197,3,18,Chandler Smith,Tyt,4312,1,5235,2
74,58.062,46.502,3,18,Chandler Smith,Tyt,4312,1,5235,2
